V1,V5,V6,V20,V21,V8,V14,V15,V17,V18,V19,V22,label
89.0,3.0,7.0,356.0,16.0,2,0,0,0,1,1,19,0
241.0,4.0,6.0,307.0,26.0,2,2,0,2,1,1,19,1
90.0,4.0,14.0,186.0,298.0,2,0,0,1,0,0,19,1
253.0,0.0,41.0,1.0,22.0,2,0,0,0,1,1,19,0
288.0,34.0,47.0,8.0,303.0,2,2,0,1,1,0,19,1
134.0,14.0,22.0,289.0,3.0,2,2,0,2,1,1,19,1
90.0,3.0,13.0,185.0,515.0,2,0,0,1,0,0,19,0
245.0,16.0,42.0,233.0,212.0,2,2,0,2,1,1,19,0
243.0,0.0,13.0,3.0,217.0,2,2,0,1,0,0,19,0
73.0,23.0,61.0,371.0,173.0,2,0,0,1,1,0,19,0
250.0,14.0,30.0,1.0,8.0,2,2,0,2,1,0,7,0
107.0,43.0,60.0,398.0,175.0,2,0,0,1,1,0,19,0
703.0,0.0,22.0,110.0,164.0,0,1,0,2,1,1,19,1
148.0,3.0,11.0,310.0,6.0,2,2,0,1,0,0,19,0
109.0,30.0,39.0,362.0,2.0,2,2,0,2,1,1,19,1
76.0,8.0,22.0,386.0,108.0,2,2,0,2,1,1,19,0
315.0,8.0,24.0,178.0,8.0,2,0,0,2,1,1,19,1
90.0,2.0,13.0,185.0,377.0,2,0,0,1,1,0,19,0
208.0,1.0,16.0,78.0,6.0,2,2,0,0,1,1,19,1
92.0,14.0,24.0,327.0,345.0,2,2,0,1,1,1,19,0
87.0,6.0,39.0,331.0,205.0,2,1,0,2,1,1,19,0
224.0,2.0,12.0,1.0,2.0,2,0,0,1,0,0,19,1
168.0,4.0,11.0,402.0,319.0,2,2,0,1,1,0,19,0
312.0,0.0,24.0,246.0,518.0,2,2,0,1,1,0,19,0
160.0,26.0,47.0,108.0,303.0,2,0,0,1,1,0,19,1
248.0,11.0,16.0,2.0,232.0,2,2,0,1,0,0,19,1
250.0,2.0,4.0,17.0,107.0,2,2,0,1,1,0,10,0
254.0,25.0,29.0,190.0,32.0,2,0,0,2,1,0,19,1
268.0,5.0,17.0,150.0,373.0,2,2,0,2,1,1,19,0
241.0,8.0,39.0,135.0,304.0,2,2,0,1,1,0,0,1
248.0,20.0,25.0,4.0,121.0,2,2,0,2,1,1,5,1
87.0,0.0,13.0,387.0,207.0,2,2,0,2,0,0,19,0
221.0,0.0,9.0,22.0,8.0,2,2,0,2,0,0,19,1
303.0,0.0,6.0,5.0,46.0,2,2,0,2,1,0,19,1
244.0,0.0,4.0,11.0,40.0,2,0,0,2,1,0,19,0
197.0,7.0,22.0,128.0,4.0,2,0,0,2,0,0,19,0
244.0,25.0,38.0,7.0,16.0,2,0,0,1,0,0,19,1
288.0,1.0,15.0,29.0,2.0,2,0,0,2,0,0,8,0
160.0,6.0,10.0,111.0,2.0,2,0,0,2,0,0,19,1
289.0,2.0,17.0,57.0,2.0,2,2,0,2,1,1,19,1
101.0,1.0,22.0,380.0,8.0,2,0,0,2,1,0,19,0
81.0,24.0,62.0,398.0,172.0,2,0,0,1,1,0,19,0
243.0,1.0,4.0,3.0,39.0,2,2,0,2,1,1,19,0
269.0,3.0,7.0,74.0,238.0,2,2,0,1,1,1,19,0
74.0,6.0,11.0,332.0,1.0,2,0,0,1,0,0,19,1
96.0,6.0,22.0,389.0,164.0,2,2,0,2,1,1,19,1
230.0,0.0,7.0,9.0,1.0,2,0,0,1,0,0,19,1
63.0,3.0,6.0,393.0,59.0,2,0,0,2,1,1,19,0
92.0,0.0,6.0,342.0,8.0,2,2,0,2,1,0,19,0
194.0,3.0,6.0,11.0,68.0,2,0,0,2,1,1,19,1
192.0,3.0,11.0,221.0,340.0,2,0,0,1,1,0,19,0
177.0,6.0,9.0,25.0,12.0,2,2,0,2,1,0,19,1
258.0,4.0,9.0,71.0,55.0,2,0,0,1,0,0,19,0
80.0,0.0,15.0,402.0,4.0,2,0,0,2,1,1,19,1
265.0,8.0,17.0,10.0,134.0,2,2,0,2,0,0,19,1
238.0,5.0,11.0,5.0,2.0,2,0,0,2,1,1,19,0
83.0,20.0,24.0,375.0,31.0,2,0,0,2,1,0,19,0
191.0,1.0,9.0,19.0,137.0,2,2,0,2,1,0,19,0
219.0,2.0,4.0,52.0,3.0,2,2,0,2,1,0,19,1
225.0,2.0,9.0,15.0,119.0,2,2,0,2,1,1,15,1
315.0,16.0,22.0,179.0,11.0,2,0,0,2,0,0,19,1
229.0,22.0,30.0,109.0,42.0,2,0,0,2,1,1,19,1
256.0,8.0,11.0,1.0,32.0,2,0,0,0,0,0,19,1
243.0,2.0,9.0,31.0,63.0,2,2,0,2,0,0,19,1
230.0,0.0,9.0,4.0,301.0,2,2,0,1,1,0,19,1
892.0,4.0,5.0,1.0,358.0,0,1,0,2,1,1,19,0
221.0,3.0,8.0,18.0,3.0,2,2,0,0,1,0,19,1
285.0,3.0,8.0,66.0,333.0,2,2,0,1,1,0,19,0
83.0,1.0,13.0,379.0,1.0,2,0,0,2,0,0,19,0
243.0,0.0,11.0,8.0,281.0,2,2,0,1,1,0,19,1
224.0,12.0,18.0,40.0,135.0,2,2,0,2,0,0,19,0
91.0,13.0,21.0,334.0,13.0,2,2,0,0,0,0,19,0
262.0,7.0,25.0,88.0,303.0,2,0,0,2,1,1,15,0
253.0,1.0,9.0,3.0,116.0,2,0,0,2,1,1,19,0
383.0,2.0,8.0,178.0,61.0,2,2,0,0,1,1,19,0
90.0,1.0,15.0,189.0,250.0,2,0,0,1,1,0,19,1
257.0,2.0,14.0,1.0,20.0,2,2,0,2,0,0,19,1
257.0,14.0,38.0,100.0,8.0,2,0,0,2,1,1,19,1
405.0,2.0,7.0,184.0,166.0,2,2,0,2,1,0,19,0
229.0,16.0,40.0,227.0,283.0,2,0,0,2,1,0,19,0
295.0,13.0,23.0,11.0,261.0,2,0,0,1,1,1,19,1
76.0,0.0,14.0,336.0,294.0,2,1,0,1,1,0,19,0
92.0,10.0,13.0,346.0,350.0,2,2,0,1,0,0,19,0
489.0,0.0,6.0,11.0,14.0,0,1,0,0,1,1,19,0
220.0,20.0,31.0,77.0,33.0,2,2,0,0,1,0,19,1
304.0,0.0,16.0,46.0,26.0,2,0,0,0,0,0,19,1
208.0,11.0,31.0,35.0,33.0,2,2,0,0,1,0,19,1
119.0,9.0,43.0,299.0,87.0,2,0,0,2,0,0,19,0
257.0,3.0,10.0,2.0,251.0,2,2,0,2,0,0,19,1
248.0,13.0,38.0,4.0,16.0,2,0,0,1,0,0,19,1
247.0,8.0,10.0,205.0,86.0,2,2,0,1,0,0,19,0
282.0,14.0,17.0,24.0,27.0,2,2,0,0,0,0,19,1
201.0,0.0,9.0,40.0,26.0,2,0,0,1,0,0,19,0
329.0,1.0,17.0,64.0,134.0,2,2,0,2,0,0,19,1
236.0,4.0,10.0,1.0,13.0,2,0,0,1,0,0,19,1
182.0,3.0,9.0,7.0,310.0,2,0,0,1,1,0,19,1
63.0,10.0,24.0,395.0,31.0,2,0,0,2,1,0,19,0
238.0,1.0,13.0,290.0,183.0,2,2,0,1,0,0,19,0
281.0,0.0,15.0,12.0,40.0,2,2,0,2,1,0,19,1
226.0,0.0,5.0,42.0,165.0,2,2,0,2,0,0,19,1
215.0,1.0,4.0,41.0,269.0,2,2,0,1,1,0,19,1
168.0,2.0,24.0,402.0,260.0,2,2,0,1,1,0,19,1
199.0,6.0,19.0,86.0,16.0,2,0,0,1,0,0,19,1
119.0,12.0,38.0,296.0,16.0,2,0,0,1,0,0,19,1
297.0,4.0,9.0,46.0,40.0,2,0,0,0,0,0,19,1
304.0,2.0,15.0,2.0,91.0,2,2,0,2,1,1,19,0
243.0,0.0,4.0,32.0,268.0,2,2,0,1,1,0,19,1
199.0,2.0,5.0,55.0,11.0,2,0,0,0,0,0,19,1
224.0,1.0,8.0,63.0,271.0,2,0,0,1,0,0,19,1
206.0,4.0,9.0,30.0,75.0,2,2,0,2,0,0,19,1
75.0,12.0,39.0,361.0,2.0,2,0,0,2,1,1,19,1
226.0,2.0,4.0,64.0,105.0,2,0,0,0,1,0,19,1
82.0,2.0,11.0,358.0,219.0,2,0,0,1,1,1,19,1
176.0,0.0,5.0,38.0,2.0,2,0,0,2,1,1,19,0
180.0,4.0,13.0,236.0,82.0,2,0,0,2,0,0,19,0
260.0,3.0,9.0,138.0,32.0,2,2,0,2,0,0,19,0
576.0,16.0,29.0,48.0,302.0,0,1,0,2,1,1,12,0
385.0,0.0,9.0,6.0,298.0,0,1,0,1,1,1,19,1
379.0,0.0,4.0,10.0,314.0,0,1,0,2,1,0,19,1
102.0,9.0,16.0,388.0,80.0,2,0,0,2,1,0,19,1
96.0,36.0,39.0,343.0,2.0,2,0,0,2,1,1,19,1
226.0,18.0,39.0,129.0,2.0,2,2,0,2,1,1,19,1
304.0,0.0,5.0,190.0,26.0,2,2,0,2,1,1,19,1
311.0,20.0,31.0,86.0,299.0,2,2,0,1,1,0,19,1
293.0,6.0,11.0,177.0,3.0,2,2,0,1,0,0,19,0
183.0,7.0,17.0,33.0,229.0,2,0,0,1,0,0,19,1
225.0,5.0,11.0,5.0,222.0,2,2,0,1,0,0,19,0
221.0,5.0,15.0,153.0,166.0,2,0,0,2,1,0,19,0
283.0,12.0,17.0,31.0,73.0,2,2,0,2,1,0,19,0
239.0,2.0,5.0,5.0,1.0,2,1,0,2,0,0,19,0
243.0,0.0,13.0,3.0,139.0,2,2,0,2,1,0,19,1
256.0,0.0,7.0,147.0,35.0,2,0,0,0,1,1,19,0
110.0,9.0,11.0,375.0,2.0,2,2,0,2,1,1,19,1
88.0,7.0,10.0,346.0,184.0,2,2,0,1,1,0,19,0
239.0,27.0,30.0,69.0,42.0,2,2,0,2,1,1,19,1
253.0,1.0,16.0,2.0,174.0,2,0,0,1,1,1,19,1
304.0,4.0,5.0,181.0,343.0,2,2,0,1,1,0,19,0
229.0,1.0,6.0,1.0,27.0,2,0,0,2,1,1,19,1
234.0,12.0,17.0,132.0,2.0,2,0,0,2,1,1,19,1
304.0,0.0,24.0,1.0,308.0,2,2,0,1,0,0,19,0
96.0,1.0,25.0,387.0,162.0,2,2,0,2,1,1,19,0
136.0,35.0,39.0,386.0,2.0,2,2,0,2,1,1,19,1
90.0,5.0,14.0,190.0,485.0,2,0,0,1,1,1,19,1
277.0,6.0,16.0,6.0,7.0,2,2,0,2,1,0,19,0
250.0,0.0,4.0,15.0,2.0,2,2,0,2,1,1,19,1
78.0,16.0,38.0,400.0,8.0,2,2,0,2,1,1,19,0
180.0,4.0,11.0,239.0,50.0,2,0,0,2,1,1,19,0
243.0,2.0,4.0,115.0,27.0,2,2,0,2,1,0,19,0
253.0,0.0,10.0,5.0,108.0,2,0,0,1,0,0,19,0
275.0,0.0,6.0,290.0,5.0,2,0,0,2,0,0,19,1
168.0,4.0,6.0,402.0,7.0,2,2,0,2,1,1,19,1
243.0,1.0,22.0,10.0,34.0,2,2,0,2,1,0,19,0
323.0,10.0,17.0,46.0,31.0,2,0,0,2,0,0,19,0
293.0,1.0,4.0,176.0,4.0,2,2,0,2,0,0,19,0
351.0,8.0,22.0,219.0,30.0,2,0,0,2,1,0,19,1
256.0,1.0,8.0,6.0,31.0,2,2,0,1,1,0,19,0
90.0,8.0,10.0,191.0,125.0,2,0,0,2,1,0,19,1
280.0,5.0,17.0,59.0,11.0,2,2,0,2,0,0,19,1
96.0,11.0,13.0,388.0,23.0,2,2,0,2,0,0,19,0
298.0,11.0,31.0,73.0,299.0,2,2,0,1,1,0,19,1
207.0,1.0,39.0,1.0,284.0,2,2,0,2,1,0,19,0
232.0,2.0,8.0,18.0,46.0,2,0,0,2,1,0,19,1
312.0,1.0,14.0,242.0,3.0,2,2,0,1,0,0,19,0
98.0,23.0,72.0,372.0,173.0,2,0,0,1,1,0,19,0
235.0,7.0,9.0,54.0,1.0,2,2,0,2,0,0,19,1
95.0,2.0,10.0,402.0,239.0,2,2,0,1,0,0,19,1
257.0,0.0,30.0,71.0,18.0,2,2,0,0,0,0,19,1
253.0,0.0,11.0,3.0,32.0,2,0,0,0,0,0,19,1
240.0,4.0,12.0,207.0,6.0,2,2,0,2,1,1,19,0
260.0,2.0,10.0,1.0,21.0,2,0,0,2,0,0,19,1
243.0,16.0,30.0,54.0,8.0,2,2,0,2,1,0,7,0
247.0,5.0,9.0,41.0,498.0,2,2,0,1,1,1,19,1
240.0,0.0,4.0,67.0,30.0,2,2,0,2,0,0,19,0
167.0,4.0,17.0,49.0,134.0,2,2,0,2,0,0,19,1
237.0,0.0,10.0,58.0,35.0,2,2,0,0,0,0,19,1
168.0,4.0,11.0,402.0,49.0,2,2,0,2,1,0,19,0
243.0,1.0,24.0,10.0,260.0,2,2,0,1,1,0,19,1
293.0,2.0,11.0,177.0,140.0,2,2,0,2,1,0,19,0
268.0,0.0,8.0,45.0,11.0,2,0,0,1,0,0,19,1
512.0,11.0,39.0,204.0,2.0,2,2,0,2,1,1,19,1
236.0,0.0,6.0,1.0,6.0,2,0,0,2,0,0,19,0
275.0,3.0,18.0,169.0,2.0,2,0,0,2,1,1,19,1
293.0,15.0,25.0,13.0,553.0,2,2,0,1,1,1,19,0
293.0,1.0,11.0,10.0,19.0,2,2,0,2,0,0,19,1
102.0,39.0,41.0,356.0,34.0,2,1,0,0,0,0,19,0
270.0,1.0,22.0,22.0,65.0,2,0,0,1,1,1,19,1
70.0,4.0,5.0,369.0,83.0,2,2,0,0,0,0,19,0
75.0,1.0,13.0,402.0,3.0,2,0,0,2,1,1,19,1
98.0,8.0,23.0,392.0,35.0,2,0,0,2,0,0,19,0
285.0,1.0,8.0,59.0,34.0,2,2,0,2,1,0,19,0
248.0,3.0,33.0,2.0,9.0,2,2,0,2,0,0,19,1
94.0,4.0,68.0,375.0,176.0,2,0,0,1,1,0,19,0
95.0,1.0,5.0,402.0,8.0,2,2,0,0,0,0,19,0
288.0,1.0,15.0,153.0,30.0,2,0,0,2,0,0,19,1
259.0,1.0,26.0,144.0,30.0,2,0,0,2,0,0,19,1
163.0,35.0,40.0,186.0,210.0,2,2,0,2,1,1,19,0
308.0,2.0,15.0,190.0,30.0,2,0,0,2,0,0,19,1
94.0,9.0,12.0,393.0,35.0,2,0,0,1,0,0,19,0
81.0,29.0,60.0,373.0,175.0,2,2,0,1,1,0,19,0
303.0,6.0,12.0,5.0,5.0,2,2,0,2,0,0,19,0
246.0,3.0,15.0,7.0,61.0,2,2,0,0,1,1,19,0
342.0,6.0,14.0,78.0,27.0,2,0,0,2,1,1,19,0
234.0,0.0,17.0,203.0,33.0,2,0,0,2,1,0,19,0
239.0,3.0,5.0,28.0,1.0,2,2,0,0,0,0,19,1
101.0,2.0,11.0,353.0,22.0,2,2,0,2,0,0,19,0
253.0,0.0,4.0,1.0,202.0,2,0,0,1,0,0,19,1
242.0,32.0,34.0,194.0,211.0,2,0,0,2,1,1,19,0
196.0,0.0,4.0,96.0,6.0,2,0,0,0,1,1,19,1
89.0,3.0,5.0,357.0,26.0,2,0,0,2,1,1,19,1
183.0,2.0,5.0,35.0,2.0,2,0,0,0,0,0,19,1
197.0,13.0,29.0,119.0,334.0,2,0,0,1,1,1,14,1
258.0,5.0,8.0,122.0,53.0,2,2,0,2,1,0,19,0
295.0,5.0,40.0,13.0,53.0,2,0,0,2,1,0,19,1
241.0,5.0,15.0,191.0,60.0,2,2,0,0,1,1,19,0
277.0,4.0,17.0,2.0,13.0,2,2,0,1,0,0,19,0
82.0,4.0,10.0,363.0,1.0,2,0,0,1,1,0,9,1
261.0,3.0,31.0,87.0,303.0,2,2,0,1,1,0,19,1
262.0,1.0,17.0,59.0,284.0,2,0,0,1,1,1,19,0
255.0,1.0,15.0,7.0,61.0,2,2,0,0,1,1,19,0
293.0,5.0,13.0,170.0,282.0,2,2,0,1,0,0,19,0
230.0,1.0,12.0,5.0,1.0,2,2,0,2,1,1,19,0
355.0,3.0,21.0,284.0,4.0,2,2,0,0,0,0,19,0
295.0,19.0,38.0,220.0,16.0,2,2,0,1,0,0,19,1
103.0,0.0,11.0,336.0,1.0,2,2,0,2,0,0,19,1
305.0,3.0,4.0,141.0,27.0,2,0,0,2,1,0,19,0
239.0,2.0,10.0,5.0,44.0,2,1,0,0,1,1,19,0
226.0,0.0,39.0,38.0,305.0,2,2,0,2,1,1,19,0
370.0,0.0,4.0,3.0,42.0,0,1,0,1,1,0,19,1
259.0,34.0,39.0,215.0,2.0,2,2,0,2,1,1,19,1
175.0,28.0,41.0,310.0,305.0,2,2,0,2,1,1,19,0
82.0,6.0,11.0,362.0,64.0,2,0,0,1,0,0,19,1
95.0,14.0,70.0,386.0,176.0,2,0,0,1,1,0,19,0
103.0,3.0,13.0,327.0,34.0,2,2,0,2,0,0,19,0
94.0,10.0,12.0,332.0,140.0,2,2,0,2,1,0,19,0
190.0,17.0,38.0,11.0,206.0,2,2,0,2,1,1,19,0
222.0,10.0,31.0,66.0,33.0,2,2,0,0,1,0,19,1
247.0,1.0,4.0,44.0,11.0,2,2,0,1,0,0,19,0
295.0,11.0,38.0,256.0,285.0,2,2,0,2,1,0,19,0
265.0,2.0,4.0,193.0,45.0,2,0,0,2,1,0,16,1
228.0,17.0,22.0,18.0,11.0,2,0,0,2,0,0,19,1
130.0,1.0,24.0,402.0,388.0,2,2,0,2,0,0,19,0
171.0,32.0,39.0,195.0,208.0,2,0,0,2,1,1,19,0
210.0,9.0,17.0,111.0,556.0,2,0,0,1,0,0,19,0
76.0,1.0,24.0,388.0,342.0,2,2,0,1,1,0,19,0
239.0,2.0,6.0,3.0,7.0,2,1,0,0,0,0,19,0
280.0,9.0,38.0,174.0,285.0,2,2,0,2,1,0,19,0
315.0,7.0,25.0,177.0,307.0,2,0,0,1,0,0,19,0
232.0,11.0,17.0,48.0,2.0,2,2,0,2,1,1,19,1
240.0,23.0,32.0,17.0,4.0,2,2,0,2,1,0,19,0
246.0,7.0,8.0,132.0,160.0,2,2,0,2,0,0,19,0
102.0,3.0,14.0,355.0,65.0,2,1,0,1,0,0,19,1
256.0,10.0,13.0,1.0,30.0,2,0,0,2,1,0,19,1
246.0,25.0,39.0,88.0,2.0,2,0,0,2,1,1,19,1
98.0,11.0,13.0,393.0,515.0,2,0,0,1,0,0,19,0
87.0,6.0,12.0,334.0,14.0,2,1,0,2,0,0,19,1
227.0,2.0,5.0,38.0,255.0,2,0,0,1,1,1,19,1
207.0,2.0,9.0,35.0,336.0,2,2,0,1,1,0,19,1
253.0,0.0,6.0,4.0,4.0,2,0,0,1,0,0,19,1
95.0,16.0,42.0,352.0,16.0,2,2,0,2,1,1,19,1
252.0,28.0,47.0,213.0,282.0,2,2,0,2,1,0,19,0
83.0,7.0,40.0,382.0,53.0,2,0,0,2,1,0,19,1
76.0,3.0,11.0,402.0,16.0,2,2,0,2,1,0,19,0
180.0,3.0,6.0,242.0,108.0,2,0,0,2,0,0,19,1
174.0,10.0,18.0,241.0,2.0,2,0,0,2,1,1,19,1
101.0,5.0,13.0,359.0,36.0,2,2,0,2,1,0,19,0
295.0,3.0,5.0,223.0,379.0,2,2,0,1,1,0,19,0
220.0,6.0,8.0,59.0,7.0,2,0,0,0,0,0,19,0
363.0,0.0,18.0,4.0,377.0,0,1,0,2,1,1,19,1
239.0,5.0,24.0,4.0,444.0,2,1,0,2,0,0,19,0
914.0,0.0,3.0,10.0,305.0,0,1,0,1,1,0,19,1
130.0,10.0,11.0,308.0,187.0,2,2,0,1,1,0,19,0
136.0,18.0,22.0,390.0,53.0,2,2,0,2,1,1,19,0
727.0,0.0,2.0,2.0,345.0,0,1,0,2,1,1,1,1
120.0,23.0,39.0,292.0,2.0,2,2,0,2,1,1,19,1
295.0,17.0,24.0,9.0,2.0,2,0,0,2,1,1,19,1
220.0,2.0,38.0,77.0,16.0,2,2,0,1,0,0,19,1
95.0,2.0,8.0,402.0,359.0,2,2,0,2,1,1,19,0
376.0,1.0,7.0,256.0,46.0,2,0,0,2,1,0,19,1
293.0,7.0,10.0,14.0,83.0,2,2,0,0,0,0,19,1
203.0,16.0,17.0,45.0,30.0,2,0,0,2,1,0,19,0
235.0,3.0,8.0,45.0,238.0,2,0,0,1,1,1,19,1
302.0,2.0,8.0,35.0,238.0,2,0,0,1,1,1,19,1
88.0,5.0,9.0,382.0,32.0,2,0,0,2,0,0,19,0
253.0,0.0,9.0,3.0,1.0,2,0,0,2,0,0,19,1
168.0,14.0,43.0,398.0,11.0,2,2,0,2,1,0,19,0
200.0,6.0,9.0,33.0,233.0,2,2,0,1,0,0,19,0
63.0,0.0,5.0,402.0,48.0,2,0,0,1,1,1,19,0
255.0,15.0,37.0,180.0,284.0,2,0,0,2,1,0,19,0
237.0,7.0,32.0,11.0,106.0,2,0,0,2,0,0,19,0
311.0,6.0,7.0,110.0,27.0,2,2,0,2,1,0,19,0
99.0,9.0,40.0,342.0,518.0,2,0,0,1,1,0,19,1
293.0,6.0,11.0,178.0,404.0,2,2,0,2,1,1,19,1
91.0,13.0,45.0,345.0,207.0,2,0,0,2,1,1,19,0
238.0,0.0,5.0,297.0,1.0,2,2,0,2,0,0,19,1
182.0,6.0,16.0,3.0,157.0,2,0,0,2,1,0,19,1
79.0,3.0,20.0,324.0,12.0,2,2,0,2,1,0,19,0
253.0,0.0,7.0,1.0,57.0,2,0,0,0,0,0,19,0
90.0,2.0,13.0,185.0,44.0,2,0,0,2,1,1,19,1
264.0,0.0,15.0,2.0,61.0,2,2,0,0,1,0,19,0
317.0,18.0,29.0,95.0,48.0,2,2,0,0,0,0,19,1
228.0,15.0,22.0,17.0,183.0,2,0,0,1,1,0,19,0
86.0,4.0,39.0,392.0,304.0,2,2,0,1,1,0,0,1
229.0,4.0,10.0,224.0,34.0,2,0,0,1,0,0,19,1
148.0,6.0,22.0,307.0,23.0,2,2,0,2,0,0,19,0
241.0,6.0,39.0,135.0,304.0,2,2,0,1,1,0,0,1
104.0,2.0,11.0,355.0,348.0,2,2,0,1,1,1,12,0
210.0,5.0,8.0,82.0,26.0,2,0,0,2,0,0,19,1
91.0,4.0,14.0,354.0,14.0,2,0,0,0,0,0,19,1
275.0,11.0,44.0,287.0,298.0,2,0,0,1,1,1,19,0
266.0,19.0,21.0,88.0,382.0,2,2,0,1,1,1,19,1
239.0,1.0,6.0,5.0,26.0,2,1,0,2,1,1,19,1
218.0,5.0,7.0,178.0,33.0,2,0,0,0,1,1,19,0
198.0,2.0,5.0,64.0,28.0,2,0,0,2,1,0,19,0
700.0,0.0,6.0,2.0,68.0,0,1,0,2,1,1,19,1
284.0,1.0,9.0,50.0,119.0,2,2,0,2,1,1,15,1
233.0,1.0,4.0,255.0,50.0,2,2,0,2,1,0,19,0
241.0,12.0,40.0,130.0,297.0,2,2,0,1,1,1,19,0
226.0,7.0,31.0,72.0,13.0,2,0,0,1,0,0,19,0
180.0,4.0,6.0,245.0,1.0,2,0,0,0,0,0,15,0
72.0,4.0,13.0,330.0,5.0,2,0,0,0,0,0,19,0
97.0,7.0,12.0,345.0,35.0,2,0,0,1,0,0,19,1
198.0,10.0,18.0,18.0,6.0,2,0,0,0,0,0,19,0
119.0,11.0,14.0,301.0,20.0,2,0,0,2,0,0,19,1
273.0,0.0,5.0,1.0,294.0,2,0,0,1,1,0,19,0
76.0,20.0,68.0,396.0,173.0,2,2,0,1,1,0,19,0
253.0,0.0,11.0,3.0,3.0,2,0,0,1,0,0,19,0
76.0,61.0,62.0,399.0,176.0,2,2,0,1,1,0,19,0
366.0,2.0,8.0,144.0,372.0,2,2,0,2,1,1,19,0
351.0,5.0,10.0,219.0,41.0,2,0,0,1,1,0,19,1
958.0,4.0,23.0,128.0,161.0,0,1,0,2,1,1,19,0
239.0,1.0,4.0,2.0,178.0,2,1,0,1,1,1,19,0
193.0,1.0,16.0,103.0,330.0,2,2,0,1,1,1,19,0
244.0,13.0,30.0,89.0,301.0,2,0,0,1,1,0,19,1
248.0,5.0,9.0,26.0,5.0,2,0,0,2,0,0,19,0
251.0,2.0,4.0,33.0,61.0,2,2,0,0,0,0,19,0
281.0,6.0,15.0,95.0,30.0,2,1,0,2,0,0,19,1
94.0,2.0,15.0,325.0,64.0,2,2,0,0,0,0,19,0
63.0,7.0,15.0,399.0,250.0,2,0,0,1,1,0,19,1
344.0,6.0,9.0,63.0,111.0,2,2,0,2,0,0,19,0
258.0,0.0,8.0,47.0,78.0,2,2,0,2,0,0,19,1
240.0,7.0,17.0,24.0,35.0,2,2,0,2,0,0,19,1
256.0,2.0,9.0,58.0,300.0,2,0,0,1,1,0,19,1
308.0,5.0,8.0,148.0,29.0,2,1,0,2,0,0,19,1
229.0,2.0,8.0,66.0,266.0,2,1,0,1,1,0,19,0
95.0,3.0,6.0,397.0,32.0,2,2,0,2,0,0,19,0
92.0,13.0,18.0,343.0,2.0,2,0,0,2,1,1,19,1
237.0,0.0,4.0,31.0,120.0,2,2,0,2,1,1,19,1
243.0,1.0,10.0,9.0,104.0,2,2,0,0,0,0,19,1
272.0,11.0,38.0,9.0,16.0,2,0,0,1,0,0,19,1
366.0,2.0,15.0,139.0,40.0,2,2,0,2,1,0,19,0
238.0,8.0,12.0,296.0,9.0,2,2,0,2,1,0,17,0
133.0,4.0,14.0,297.0,20.0,2,0,0,2,0,0,19,1
90.0,13.0,23.0,372.0,161.0,2,0,0,2,1,1,19,0
324.0,0.0,13.0,43.0,96.0,0,1,0,0,1,1,19,1
223.0,1.0,4.0,61.0,16.0,2,0,0,1,1,1,19,0
293.0,2.0,24.0,172.0,297.0,2,2,0,1,1,1,19,1
239.0,1.0,5.0,5.0,374.0,2,1,0,0,1,1,19,1
265.0,3.0,8.0,10.0,2.0,2,2,0,1,0,0,19,1
84.0,9.0,15.0,338.0,31.0,2,1,0,2,1,0,19,0
273.0,2.0,7.0,1.0,16.0,2,0,0,0,1,1,19,0
275.0,6.0,16.0,115.0,43.0,2,0,0,2,1,1,19,1
226.0,3.0,9.0,33.0,57.0,2,2,0,2,1,0,19,1
405.0,5.0,39.0,219.0,205.0,2,2,0,2,1,1,19,0
354.0,2.0,15.0,154.0,61.0,2,2,0,0,1,1,19,0
331.0,11.0,18.0,256.0,2.0,2,0,0,2,1,1,19,1
253.0,0.0,6.0,4.0,291.0,2,0,0,1,0,0,19,1
286.0,20.0,39.0,99.0,2.0,2,0,0,2,1,1,19,1
104.0,48.0,60.0,390.0,175.0,2,2,0,1,1,0,19,0
301.0,2.0,38.0,102.0,314.0,2,2,0,1,0,0,19,0
257.0,1.0,23.0,2.0,204.0,2,2,0,2,1,0,19,0
76.0,11.0,14.0,349.0,298.0,2,2,0,1,0,0,19,1
268.0,6.0,8.0,24.0,10.0,2,0,0,0,0,0,19,0
259.0,1.0,4.0,58.0,11.0,2,2,0,2,0,0,19,1
82.0,10.0,13.0,357.0,173.0,2,0,0,1,1,1,19,0
293.0,14.0,23.0,13.0,261.0,2,2,0,1,1,1,19,1
303.0,7.0,11.0,4.0,32.0,2,2,0,0,0,0,19,1
280.0,25.0,31.0,66.0,6.0,2,0,0,0,1,1,19,1
227.0,3.0,12.0,143.0,36.0,2,2,0,2,0,0,19,0
120.0,8.0,13.0,295.0,47.0,2,2,0,2,1,1,19,1
239.0,1.0,4.0,1.0,1.0,2,1,0,2,1,1,19,1
190.0,1.0,5.0,14.0,2.0,2,2,0,0,0,0,19,1
267.0,19.0,30.0,73.0,42.0,2,0,0,2,1,1,19,1
313.0,3.0,5.0,83.0,295.0,2,0,0,2,1,1,19,0
84.0,22.0,24.0,338.0,92.0,2,1,0,2,0,0,19,0
512.0,4.0,13.0,207.0,47.0,2,2,0,2,1,1,19,1
246.0,2.0,41.0,7.0,51.0,2,2,0,2,1,0,19,0
257.0,1.0,10.0,2.0,5.0,2,2,0,2,1,0,19,1
