N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
15747.0,0.682,62.0,city_19,Male,No relevent experience,,High School,,<1,,,never,0
25482.0,0.64,48.0,city_12,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,0
13052.0,0.92,192.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,1
17068.0,0.92,81.0,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,1
17416.0,0.91,39.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,0
1735.0,0.6890000000000001,63.0,city_149,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,1,0
21036.0,0.923,13.0,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
26033.0,0.926,56.0,city_114,,No relevent experience,no_enrollment,High School,,3,,,never,0
14508.0,0.479,155.0,city_126,,No relevent experience,Full time course,,,3,,,,0
7168.0,0.91,14.0,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,0
17765.0,0.92,246.0,city_103,,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,>4,0
13669.0,0.887,31.0,city_100,Female,No relevent experience,Full time course,High School,,1,,,1,0
17057.0,0.92,4.0,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,0
20246.0,0.91,36.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
28320.0,0.624,81.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,1
24348.0,0.647,55.0,city_7,Female,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
2475.0,0.802,4.0,city_65,,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,0
31781.0,0.624,57.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,1,0
22595.0,0.887,14.0,city_100,Male,Has relevent experience,no_enrollment,Primary School,,4,10/49,Pvt Ltd,1,0
32820.0,0.479,99.0,city_126,Female,No relevent experience,Part time course,Masters,STEM,9,,,1,1
8852.0,0.742,188.0,city_133,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10/49,Pvt Ltd,1,0
6846.0,0.698,10.0,city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,2,1
11573.0,0.855,153.0,city_67,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,0
15315.0,0.925,90.0,city_89,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,0
32378.0,0.926,121.0,city_114,Male,No relevent experience,no_enrollment,High School,,10,50-99,Pvt Ltd,4,0
10773.0,0.624,83.0,city_21,Male,No relevent experience,no_enrollment,Graduate,No Major,2,50-99,Early Stage Startup,never,0
12024.0,0.855,65.0,city_67,Male,No relevent experience,no_enrollment,Primary School,,3,,,,0
6728.0,0.878,96.0,city_173,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,0
24788.0,0.92,86.0,city_103,Female,No relevent experience,Full time course,Masters,STEM,5,,Public Sector,1,1
2412.0,0.897,113.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,0
1801.0,0.92,65.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,0
26667.0,0.92,17.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,1
23156.0,0.92,83.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,,10000+,Pvt Ltd,1,0
29857.0,0.949,105.0,city_98,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0
33350.0,0.624,7.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,3,1
20657.0,0.926,96.0,city_114,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,0
20556.0,0.5579999999999999,234.0,city_101,,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,0
24420.0,0.897,226.0,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,10,100-500,Pvt Ltd,>4,0
910.0,0.743,17.0,city_9,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,1
5910.0,0.527,102.0,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,never,1
16627.0,0.92,13.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
10945.0,0.92,58.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,0
31918.0,0.895,80.0,city_10,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,0
11260.0,0.92,116.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,0
23002.0,0.855,58.0,city_67,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,1
22387.0,0.698,184.0,city_70,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,3,1
24134.0,0.624,98.0,city_21,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,4,0
19466.0,0.624,71.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,>4,1
22515.0,0.92,44.0,city_103,Male,No relevent experience,Full time course,High School,,4,,,never,0
1342.0,0.92,166.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,0
26528.0,0.924,10.0,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,0
28824.0,0.682,35.0,city_19,Male,No relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
29489.0,0.91,8.0,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1
17986.0,0.91,86.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,0
2198.0,0.624,17.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,1
276.0,0.91,51.0,city_16,Male,No relevent experience,no_enrollment,High School,,10,,,1,0
12871.0,0.897,60.0,city_136,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,1,1
26605.0,0.92,45.0,city_103,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,10/49,Pvt Ltd,>4,0
13495.0,0.887,45.0,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
6482.0,0.92,10.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Public Sector,1,0
22369.0,0.92,30.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,0
24936.0,0.624,88.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,0
21221.0,0.92,64.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,3,0
4952.0,0.91,10.0,city_16,Male,No relevent experience,no_enrollment,Phd,Other,>20,,Public Sector,2,0
13750.0,0.7759999999999999,26.0,city_40,Male,Has relevent experience,no_enrollment,,,5,10/49,Early Stage Startup,1,0
33078.0,0.624,22.0,city_21,Male,Has relevent experience,no_enrollment,Masters,No Major,10,100-500,Funded Startup,1,1
17324.0,0.897,37.0,city_136,,No relevent experience,Full time course,Graduate,STEM,2,,,never,1
29760.0,0.91,16.0,city_16,Male,Has relevent experience,Part time course,High School,,4,<10,,1,0
10511.0,0.92,26.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
29363.0,0.762,113.0,city_46,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,1
13034.0,0.92,72.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,0
13192.0,0.64,165.0,city_12,,No relevent experience,no_enrollment,High School,,<1,,,1,1
20961.0,0.92,35.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,0
19436.0,0.624,47.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,1
6791.0,0.7759999999999999,155.0,city_40,,Has relevent experience,no_enrollment,Graduate,Humanities,9,<10,Pvt Ltd,1,0
7345.0,0.8959999999999999,188.0,city_50,Male,No relevent experience,Full time course,High School,,4,,,never,0
10880.0,0.91,59.0,city_16,,No relevent experience,no_enrollment,High School,,2,,,never,1
3899.0,0.836,19.0,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,never,0
24767.0,0.92,79.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
17539.0,0.926,268.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,0
22098.0,0.698,21.0,city_90,Female,No relevent experience,Full time course,Masters,STEM,5,,,4,1
22710.0,0.624,140.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,1
3585.0,0.92,144.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,0
31229.0,0.624,32.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,1
27352.0,0.939,34.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,0
4587.0,0.855,11.0,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,0
14726.0,0.926,83.0,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,15,<10,Pvt Ltd,>4,1
25086.0,0.794,118.0,city_105,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,0
18297.0,0.624,56.0,city_21,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,,>4,1
16786.0,0.624,21.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,1,1
25152.0,0.738,91.0,city_123,Male,Has relevent experience,Full time course,Graduate,STEM,12,,,4,1
4646.0,0.527,50.0,city_128,,Has relevent experience,Part time course,High School,,2,,,,1
4758.0,0.866,59.0,city_57,,No relevent experience,,,,9,,,never,0
29073.0,0.91,47.0,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,2,0
1826.0,0.884,112.0,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,,2,0
25215.0,0.624,58.0,city_21,Male,Has relevent experience,,Graduate,STEM,6,10000+,,2,0
28737.0,0.92,7.0,city_103,Other,Has relevent experience,no_enrollment,Graduate,Humanities,12,100-500,NGO,1,0
13262.0,0.926,104.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,,,never,0
22378.0,0.926,94.0,city_114,Male,No relevent experience,no_enrollment,,,>20,,,never,0
23093.0,0.92,4.0,city_103,Male,No relevent experience,no_enrollment,Phd,Other,>20,,,>4,0
19366.0,0.624,92.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,1
8195.0,0.91,84.0,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,0
28364.0,0.91,65.0,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,0
12503.0,0.743,22.0,city_9,Female,No relevent experience,Full time course,High School,,4,,,never,0
8695.0,0.55,27.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,1
7134.0,0.92,180.0,city_103,Male,Has relevent experience,no_enrollment,Primary School,,8,50-99,,1,0
5991.0,0.767,94.0,city_162,,Has relevent experience,Part time course,Graduate,STEM,12,,,never,0
4642.0,0.754,8.0,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,0
10140.0,0.767,80.0,city_162,Male,No relevent experience,Full time course,High School,,<1,,,1,0
8853.0,0.92,9.0,city_103,Female,No relevent experience,Part time course,Masters,Humanities,>20,10000+,Pvt Ltd,>4,0
27751.0,0.92,9.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0
32512.0,0.6659999999999999,45.0,city_64,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,0
1646.0,0.624,7.0,city_21,,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,0
22749.0,0.856,10.0,city_54,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,0
5209.0,0.698,19.0,city_94,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,1
13195.0,0.92,81.0,city_103,,No relevent experience,Full time course,Graduate,STEM,5,100-500,Public Sector,1,0
14906.0,0.939,38.0,city_28,,Has relevent experience,no_enrollment,Masters,No Major,4,<10,Pvt Ltd,1,0
21070.0,0.698,96.0,city_90,,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,1
23014.0,0.92,28.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,0
9341.0,0.926,22.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,0
19284.0,0.92,44.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0
15207.0,0.887,64.0,city_100,Male,No relevent experience,,Masters,STEM,7,,,1,0
826.0,0.91,182.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Other,1,0
24465.0,0.878,15.0,city_173,Male,Has relevent experience,Part time course,High School,,15,100-500,Pvt Ltd,3,0
15617.0,0.7759999999999999,50.0,city_40,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,10/49,Pvt Ltd,2,0
14402.0,0.92,60.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,0
15952.0,0.91,306.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,1,0
4449.0,0.698,15.0,city_150,,No relevent experience,Full time course,High School,,2,,,,1
26733.0,0.92,10.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,4,0
23619.0,0.743,33.0,city_116,Male,No relevent experience,Full time course,Graduate,STEM,7,,,3,1
13862.0,0.91,53.0,city_16,,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,2,0
1783.0,0.7759999999999999,56.0,city_40,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,0
10519.0,0.698,121.0,city_150,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,0
18006.0,0.91,21.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,0
9775.0,0.92,39.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,1,0
16646.0,0.884,36.0,city_71,Male,Has relevent experience,,Graduate,STEM,15,50-99,Pvt Ltd,4,0
11649.0,0.55,78.0,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
28567.0,0.897,8.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,5,,,>4,0
19592.0,0.624,65.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,3,1
13428.0,0.624,44.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,5,<10,,2,0
18337.0,0.939,40.0,city_75,Female,Has relevent experience,no_enrollment,Masters,Other,10,1000-4999,Pvt Ltd,1,0
8191.0,0.691,91.0,city_91,,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,0
29542.0,0.624,26.0,city_21,,Has relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,1
11240.0,0.624,52.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,never,0
26948.0,0.804,19.0,city_102,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,0
21501.0,0.624,81.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,1
6659.0,0.698,24.0,city_152,,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,2,0
13970.0,0.754,109.0,city_73,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,NGO,>4,0
29520.0,0.926,92.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,1
30698.0,0.624,15.0,city_21,,No relevent experience,Full time course,Graduate,STEM,4,,,1,1
17310.0,0.855,14.0,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,0
17460.0,0.91,22.0,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
6660.0,0.926,22.0,city_114,,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,0
31323.0,0.92,40.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,0
22070.0,0.92,136.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
27052.0,0.899,96.0,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,>4,0
30564.0,0.925,166.0,city_89,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,never,0
24792.0,0.92,200.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Pvt Ltd,1,0
8130.0,0.91,31.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,0
25383.0,0.897,35.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,0
13840.0,0.92,166.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,0
29778.0,0.92,5.0,city_103,,No relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,1,0
21992.0,0.91,17.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,0
21114.0,0.92,99.0,city_103,,No relevent experience,Part time course,Graduate,STEM,1,,,never,1
31457.0,0.6659999999999999,37.0,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,0
20474.0,0.897,4.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,0
6511.0,0.624,304.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1
31264.0,0.926,56.0,city_114,Male,No relevent experience,Full time course,High School,,5,,,1,0
2392.0,0.91,116.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,Other,10,,,>4,0
26037.0,0.754,25.0,city_73,Female,Has relevent experience,Full time course,Graduate,STEM,6,,,1,1
26772.0,0.897,22.0,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,,1,0
9611.0,0.92,56.0,city_103,Female,No relevent experience,no_enrollment,Graduate,Other,6,,,2,1
16617.0,0.91,20.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,0
2210.0,0.74,20.0,city_143,,Has relevent experience,,Phd,Humanities,2,,,1,0
13520.0,0.804,73.0,city_102,,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Early Stage Startup,1,0
2956.0,0.802,85.0,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,2,0
19805.0,0.624,6.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,1
28583.0,0.926,10.0,city_114,Male,Has relevent experience,no_enrollment,High School,,5,,,never,0
27144.0,0.7759999999999999,58.0,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,0
16547.0,0.624,22.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,5,,,never,0
8543.0,0.698,23.0,city_70,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,1
27409.0,0.91,40.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
15679.0,0.91,41.0,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,0
27104.0,0.893,87.0,city_36,Male,Has relevent experience,no_enrollment,High School,,>20,,,never,0
12517.0,0.884,53.0,city_71,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
15890.0,0.926,74.0,city_114,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,0
10591.0,0.624,84.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,never,1
11810.0,0.926,72.0,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,2,0
13143.0,0.92,24.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,1
2055.0,0.6890000000000001,54.0,city_149,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
25837.0,0.92,30.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,50-99,Pvt Ltd,>4,0
33321.0,0.8270000000000001,83.0,city_41,Female,Has relevent experience,no_enrollment,Graduate,Arts,11,5000-9999,Pvt Ltd,1,0
23982.0,0.698,17.0,city_14,Female,Has relevent experience,no_enrollment,Graduate,Other,7,,,never,1
27211.0,0.682,12.0,city_19,,No relevent experience,Full time course,Graduate,STEM,3,,,never,1
2675.0,0.899,70.0,city_23,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,0
11492.0,0.91,54.0,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,0
8716.0,0.92,77.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,0
430.0,0.92,46.0,city_160,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,1
7153.0,0.899,19.0,city_23,Male,Has relevent experience,Part time course,Graduate,STEM,8,10/49,Early Stage Startup,1,0
4731.0,0.893,43.0,city_36,Male,No relevent experience,no_enrollment,High School,,5,,,never,0
13273.0,0.92,196.0,city_103,,No relevent experience,Full time course,Graduate,Humanities,<1,50-99,Public Sector,1,1
5824.0,0.8270000000000001,94.0,city_13,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,0
22797.0,0.895,109.0,city_10,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
22415.0,0.624,66.0,city_21,,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,1
23321.0,0.624,53.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,1
9203.0,0.804,43.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,0
16813.0,0.92,37.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,0
17660.0,0.893,132.0,city_36,Male,Has relevent experience,Part time course,Graduate,STEM,16,<10,Pvt Ltd,never,0
18968.0,0.92,28.0,city_103,,Has relevent experience,no_enrollment,Graduate,Arts,12,50-99,Pvt Ltd,3,0
18472.0,0.624,84.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,,1,1
16624.0,0.91,15.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,1,0
12129.0,0.878,47.0,city_173,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,0
2820.0,0.855,113.0,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,0
24024.0,0.624,314.0,city_21,,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
24125.0,0.725,74.0,city_44,Male,Has relevent experience,Part time course,Masters,STEM,6,10/49,Pvt Ltd,1,0
8441.0,0.92,12.0,city_103,Male,Has relevent experience,no_enrollment,High School,,2,<10,Pvt Ltd,2,0
4100.0,0.939,58.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,1,0
23205.0,0.925,58.0,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1,0
27900.0,0.855,28.0,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,2,1
17272.0,0.624,83.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,0
26039.0,0.92,10.0,city_103,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Public Sector,1,1
6074.0,0.92,61.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,4,0
1933.0,0.624,32.0,city_21,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,0
33209.0,0.527,10.0,city_128,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,1
31165.0,0.624,114.0,city_21,,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
28184.0,0.624,284.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,1
28363.0,0.926,79.0,city_114,Male,Has relevent experience,Full time course,High School,,3,,,2,0
1648.0,0.92,89.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
25874.0,0.926,13.0,city_114,Male,No relevent experience,Full time course,Graduate,STEM,16,50-99,,2,0
20995.0,0.893,22.0,city_36,,No relevent experience,Full time course,Primary School,,3,,,1,0
29845.0,0.624,104.0,city_21,,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,0
15465.0,0.887,82.0,city_100,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Public Sector,1,0
22719.0,0.884,100.0,city_71,Male,Has relevent experience,Full time course,Graduate,STEM,13,100-500,NGO,1,0
17030.0,0.91,3.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,0
4853.0,0.7659999999999999,168.0,city_158,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,1
26174.0,0.866,17.0,city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,0
4191.0,0.727,37.0,city_142,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,0
24999.0,0.893,14.0,city_36,,No relevent experience,no_enrollment,Masters,Other,9,10000+,Pvt Ltd,4,0
898.0,0.949,32.0,city_98,Male,Has relevent experience,no_enrollment,High School,,15,10/49,Pvt Ltd,2,1
28628.0,0.92,107.0,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,1,0
17565.0,0.762,26.0,city_46,,No relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,1
7188.0,0.897,58.0,city_136,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,0
27668.0,0.91,51.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,4,0
10292.0,0.92,9.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
