N1,N2,N3,N4,N5,N6,N7,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,label
24,1938.0,4,3,32,1,1,1,3,6,2,2,1,2,1,1,1,1,0,1,0
9,1126.0,2,4,49,1,1,2,3,6,0,3,1,2,3,1,1,1,0,1,1
6,609.0,4,3,37,2,1,1,1,4,2,1,0,2,1,1,1,1,0,0,1
11,1577.0,4,1,20,1,1,0,3,3,3,2,0,2,3,1,1,1,0,1,1
24,2670.0,4,4,35,1,1,3,3,9,2,3,3,2,0,1,1,0,1,1,1
18,1345.0,4,3,26,1,1,1,3,6,2,0,2,2,3,0,1,1,0,1,0
6,1198.0,4,4,35,1,1,1,0,2,2,3,0,2,2,1,0,1,0,1,0
12,585.0,4,4,20,2,1,0,2,6,2,0,2,0,3,1,2,1,0,1,1
12,1480.0,2,4,66,3,1,2,1,4,1,4,3,2,2,0,0,2,0,1,1
6,1538.0,1,2,56,1,1,3,3,2,2,2,0,2,2,1,1,1,0,1,1
36,2820.0,4,4,27,2,1,0,1,4,2,2,1,2,0,1,1,1,0,1,0
18,4439.0,1,1,33,1,1,0,3,0,2,3,3,0,3,0,1,0,1,1,1
48,6758.0,3,2,31,1,1,1,3,6,2,0,0,2,0,1,1,1,1,1,0
24,11328.0,2,3,29,2,1,0,3,5,2,0,3,0,0,0,1,0,1,1,0
8,731.0,4,4,47,2,1,1,1,4,2,3,3,2,3,1,1,3,0,1,1
6,484.0,3,3,28,1,1,0,3,6,2,1,2,1,3,0,1,3,0,1,1
12,1185.0,3,2,27,2,1,3,1,0,2,0,0,2,3,1,1,1,0,1,1
15,1360.0,4,2,31,2,1,3,1,6,2,0,3,2,1,1,1,1,0,1,1
48,5381.0,3,4,40,1,1,0,3,5,4,4,3,2,2,0,0,2,1,1,1
12,2748.0,2,4,57,3,1,3,1,2,2,3,0,2,2,0,0,3,0,1,1
4,1494.0,1,2,29,1,2,2,3,4,4,2,3,2,3,1,1,3,0,0,1
21,3275.0,1,4,36,1,1,3,1,9,2,3,3,2,0,1,1,0,1,1,1
24,9277.0,2,4,48,1,1,3,3,9,4,0,1,2,2,1,0,1,1,1,1
24,2978.0,4,4,32,2,2,3,2,0,4,0,3,2,3,1,1,1,1,1,1
24,5150.0,4,4,33,1,1,3,1,3,2,3,3,2,0,1,1,1,1,1,1
18,750.0,4,1,27,1,1,1,3,2,2,4,0,2,3,1,1,2,0,1,0
9,2118.0,2,2,37,1,2,0,3,6,2,0,3,2,3,1,1,3,0,1,1
12,1934.0,2,2,26,2,1,3,1,6,2,3,3,2,2,1,1,1,0,1,1
24,2964.0,4,4,49,1,2,1,3,9,4,3,3,2,2,0,0,1,1,1,1
12,639.0,4,2,30,1,1,0,3,7,2,0,3,2,0,1,1,1,0,1,0
45,4746.0,4,2,25,2,1,0,1,6,2,2,3,2,1,1,1,3,0,1,0
24,947.0,4,3,38,1,2,2,3,4,2,1,3,2,2,0,0,1,0,1,0
48,3578.0,4,1,47,1,1,3,1,6,4,3,3,2,3,1,1,1,1,1,1
48,3051.0,3,4,54,1,1,1,3,1,2,0,3,2,0,1,1,1,0,1,0
18,3650.0,1,4,22,1,1,1,3,3,2,2,0,2,0,1,2,1,0,1,1
12,385.0,4,3,58,4,1,1,1,6,2,1,0,2,3,1,1,3,1,1,1
10,2069.0,2,1,26,2,1,3,1,3,4,0,2,2,0,1,1,1,0,0,1
24,4870.0,3,4,53,2,2,1,2,4,2,0,3,2,2,1,0,1,0,1,0
12,5801.0,2,4,49,1,1,3,1,3,4,3,3,2,1,1,2,1,1,1,1
24,4042.0,3,4,43,2,1,3,1,9,4,1,3,2,1,1,1,1,1,1,1
6,14555.0,1,2,23,1,1,0,3,4,4,4,3,2,1,1,1,2,1,1,0
12,1736.0,3,4,31,1,1,3,3,3,2,1,0,2,3,1,1,3,0,1,1
15,1569.0,4,4,34,1,2,3,0,6,0,3,3,2,0,0,1,3,0,1,1
9,2799.0,2,2,36,2,2,1,1,4,2,0,3,2,3,1,2,1,0,1,1
10,2901.0,1,4,31,1,1,3,3,9,4,2,0,2,3,1,2,1,0,1,1
24,3512.0,2,3,38,2,1,0,3,4,0,1,3,2,0,0,1,1,1,1,1
48,12749.0,4,1,37,1,1,3,2,6,1,1,3,2,0,1,1,0,1,1,1
6,1209.0,4,4,47,1,1,0,2,4,2,4,3,2,1,1,1,0,1,1,0
12,3016.0,3,1,24,1,1,2,3,6,2,0,2,2,0,1,1,1,0,1,1
12,652.0,4,4,24,1,1,1,3,3,2,3,0,2,1,1,2,1,0,1,1
36,4686.0,2,2,32,1,1,3,3,9,2,0,3,2,2,1,0,0,1,1,1
18,1530.0,3,2,32,2,1,3,1,4,2,0,3,2,1,0,1,1,0,1,0
20,4272.0,1,4,24,2,1,1,1,3,2,3,0,2,1,1,1,1,0,1,1
12,958.0,2,3,47,2,2,0,1,4,2,1,3,2,3,1,1,3,0,1,1
48,3914.0,4,2,38,1,1,3,3,0,4,0,1,2,3,0,1,1,0,1,0
18,7374.0,4,4,40,2,1,0,1,3,2,4,3,2,1,2,1,0,1,1,1
12,625.0,4,1,26,1,1,0,3,6,2,2,2,1,3,0,1,3,0,1,1
48,10222.0,4,3,37,1,1,3,3,6,4,1,3,2,0,2,1,1,1,1,1
48,3931.0,4,4,46,1,2,1,3,4,2,1,3,2,2,1,0,1,0,1,0
48,6110.0,1,3,31,1,1,3,1,2,2,0,3,2,2,0,0,1,1,1,1
18,1941.0,4,2,35,1,1,0,3,0,3,0,3,2,1,1,1,3,1,1,1
12,1963.0,4,2,31,2,2,3,3,6,2,1,3,2,0,1,2,0,1,1,1
24,4113.0,3,4,28,1,1,0,3,9,1,2,0,2,0,1,2,1,0,1,0
36,4463.0,4,2,26,2,1,3,2,6,2,0,3,2,0,1,1,0,1,1,0
6,2080.0,1,2,24,1,1,3,1,4,1,0,2,2,0,1,1,1,0,1,1
21,2319.0,2,1,33,1,1,2,1,2,2,2,1,2,0,1,2,1,0,1,0
18,2864.0,2,1,34,1,2,2,3,3,2,0,3,2,3,1,1,3,0,1,0
24,3777.0,4,4,50,1,1,3,1,3,3,0,3,2,3,1,1,1,1,1,1
18,2427.0,4,2,42,2,1,0,2,0,4,3,3,2,1,1,1,1,0,1,1
15,4657.0,3,2,30,1,1,3,3,9,2,0,3,2,0,1,1,1,1,1,1
24,1442.0,4,4,23,2,1,1,3,4,2,1,0,2,0,1,2,1,0,1,0
