V1,V2,V5,V7,V8,V10,V11,V16,V17,V18,V20,V21,V22,V23,V24,V26,V27,V28,V29,V30,V32,V33,V35,V36,V41,V42,V43,V45,V46,V50,V52,V53,V54,V59,V60,V61,V62,V63,V65,V67,V70,V71,V72,V73,V74,V75,V76,V77,V78,V80,V82,V85,V86,V87,V88,V91,V94,V95,V3,V4,V6,V9,V12,V13,V14,V15,V19,V25,V31,V34,V37,V38,V39,V40,V44,V47,V48,V49,V51,V55,V56,V57,V58,V64,V66,V68,V69,V79,V81,V83,V84,V89,V90,V92,V93,V96,V97,V98,V99,V100,label
0.0,4.0,0.24,0.0,1.0,2.0,35628.0,0.32,460.0,27.5,50.0,75.9,0.859,262.0,1.0,0.0,465.0,4.0,0.918,600.0,0.464,602.0,6583.0,0.623,1.0,6401.0,1.0,7.29,2.0,1.0,0.0,5.29,1.0,52177.0,6615.0,25.2,1.0,33.1,2.0,21079.0,7.47,3.0,6548.0,0.53,2294.0,0.0,65.0,80.9,5.0,1.0,4.19,45.3,7.35,0.0,881.0,2.0,1.0,5511.0,v3,v3,v2,v2,v1,v2,v2,v1,v1,v1,v2,v2,v3,v4,v1,v2,v1,v4,v3,v2,v4,v3,v5,v1,v2,v3,v1,v1,v4,v5,v1,v3,v1,v2,v1,v1,v2,v3,v1,v4,v2,v2,1
0.0,1.0,0.25,0.0,2.0,1.0,37026.0,0.25,399.0,32.9,41.0,71.5,0.806,247.0,3.0,1.0,446.0,4.0,0.938,818.0,0.636,653.0,5058.0,0.276,2.0,6190.0,0.0,8.57,3.0,0.0,1.0,4.52,0.0,53615.0,6251.0,62.8,0.0,36.9,0.0,16552.0,5.57,1.0,6001.0,0.42,2821.0,2.0,69.0,79.2,3.0,1.0,3.65,61.7,5.09,0.0,443.0,0.0,0.0,5201.0,v5,v2,v3,v2,v3,v2,v2,v4,v2,v2,v1,v2,v1,v4,v4,v2,v5,v1,v2,v4,v1,v5,v3,v2,v2,v4,v1,v5,v1,v2,v4,v3,v1,v1,v2,v1,v2,v3,v3,v3,v2,v5,1
1.0,3.0,0.4,1.0,1.0,2.0,65671.0,0.14,487.0,31.0,41.0,72.2,0.829,278.0,0.0,0.0,459.0,0.0,0.943,881.0,0.478,657.0,5279.0,0.301,2.0,6231.0,1.0,7.31,0.0,1.0,3.0,3.96,1.0,46250.0,6046.0,85.4,0.0,35.5,0.0,14378.0,6.98,3.0,7183.0,0.69,2347.0,0.0,68.0,79.2,0.0,0.0,5.43,63.9,4.6,2.0,820.0,0.0,0.0,5411.0,v2,v2,v3,v2,v1,v2,v3,v2,v2,v3,v1,v2,v2,v1,v2,v2,v4,v3,v1,v6,v1,v3,v5,v1,v1,v3,v2,v4,v1,v1,v3,v2,v1,v2,v1,v2,v2,v2,v1,v6,v2,v2,0
0.0,1.0,0.04,1.0,3.0,3.0,72228.0,0.47,689.0,37.2,32.0,70.5,0.955,246.0,2.0,1.0,470.0,1.0,0.933,705.0,0.519,619.0,3996.0,0.555,0.0,6216.0,4.0,7.6,0.0,1.0,2.0,4.95,0.0,71127.0,5943.0,59.5,1.0,34.1,1.0,18656.0,6.94,1.0,6384.0,0.15,5357.0,2.0,91.0,82.9,3.0,1.0,6.09,46.8,6.01,2.0,820.0,1.0,0.0,6143.0,v3,v3,v1,v3,v2,v2,v3,v2,v1,v2,v1,v4,v1,v1,v5,v1,v1,v5,v3,v6,v1,v2,v5,v1,v2,v5,v2,v1,v1,v5,v3,v2,v2,v6,v2,v2,v1,v3,v1,v3,v1,v1,0
0.0,1.0,0.12,0.0,1.0,3.0,71932.0,0.27,429.0,29.4,28.0,78.2,0.821,260.0,0.0,1.0,442.0,2.0,0.923,836.0,0.631,603.0,4007.0,0.153,2.0,6244.0,1.0,7.8,0.0,1.0,3.0,4.9,0.0,66596.0,5856.0,35.3,0.0,29.9,1.0,22993.0,7.43,1.0,6838.0,0.71,3567.0,2.0,71.0,79.4,5.0,0.0,3.37,52.5,7.8,1.0,671.0,1.0,0.0,5769.0,v5,v2,v2,v3,v1,v1,v3,v6,v1,v4,v2,v2,v5,v1,v2,v1,v3,v5,v1,v1,v1,v3,v2,v2,v2,v3,v1,v1,v4,v2,v2,v1,v1,v6,v3,v1,v2,v1,v3,v2,v1,v2,1
0.0,3.0,0.43,0.0,3.0,2.0,93380.0,0.22,712.0,35.7,48.0,70.3,0.877,248.0,0.0,1.0,404.0,0.0,0.934,862.0,0.559,596.0,5224.0,0.846,3.0,6245.0,4.0,7.84,3.0,0.0,2.0,7.07,0.0,52477.0,5736.0,19.0,1.0,30.1,2.0,20378.0,5.58,3.0,6219.0,0.53,2702.0,0.0,69.0,80.9,0.0,1.0,4.03,46.7,4.44,1.0,899.0,1.0,1.0,5574.0,v5,v1,v2,v3,v1,v2,v3,v4,v2,v1,v2,v1,v1,v1,v1,v2,v3,v1,v1,v3,v3,v5,v5,v3,v3,v5,v2,v5,v2,v5,v1,v1,v2,v6,v2,v2,v1,v3,v1,v3,v1,v3,2
1.0,2.0,0.44,0.0,1.0,0.0,71930.0,0.39,746.0,26.2,50.0,70.9,0.895,280.0,4.0,0.0,483.0,4.0,0.936,881.0,0.504,603.0,5223.0,0.554,3.0,6270.0,3.0,7.81,3.0,2.0,1.0,4.87,1.0,71092.0,5859.0,62.2,0.0,30.0,0.0,16990.0,6.58,2.0,6745.0,0.15,2410.0,1.0,81.0,79.6,4.0,1.0,3.62,44.9,7.62,0.0,471.0,1.0,1.0,5354.0,v5,v3,v2,v2,v3,v1,v1,v1,v2,v1,v2,v6,v4,v1,v5,v1,v5,v4,v1,v1,v3,v5,v3,v2,v1,v3,v1,v1,v3,v4,v3,v2,v2,v1,v3,v2,v1,v1,v1,v2,v2,v1,0
1.0,3.0,0.47,0.0,3.0,1.0,38900.0,0.16,736.0,33.7,60.0,82.1,0.904,271.0,2.0,0.0,418.0,0.0,0.939,655.0,0.576,657.0,4013.0,0.212,3.0,6925.0,0.0,7.31,0.0,1.0,2.0,6.97,1.0,70508.0,6430.0,44.2,1.0,53.9,2.0,20113.0,5.58,3.0,6858.0,0.66,4997.0,0.0,73.0,83.4,1.0,1.0,4.09,45.6,3.54,1.0,402.0,1.0,1.0,5909.0,v2,v4,v2,v3,v2,v1,v2,v6,v2,v3,v1,v3,v2,v4,v3,v1,v2,v1,v2,v4,v1,v1,v3,v1,v3,v1,v2,v3,v2,v3,v3,v1,v2,v3,v1,v2,v1,v2,v2,v1,v2,v3,0
1.0,1.0,0.27,0.0,1.0,3.0,72030.0,0.14,738.0,33.6,49.0,77.6,0.881,210.0,3.0,1.0,464.0,3.0,0.93,549.0,0.558,623.0,5128.0,0.165,2.0,6263.0,4.0,7.45,2.0,2.0,2.0,5.24,1.0,47566.0,5903.0,78.3,0.0,61.0,2.0,13385.0,6.57,3.0,5807.0,0.26,2663.0,1.0,62.0,79.4,3.0,0.0,4.12,55.7,6.83,3.0,394.0,0.0,1.0,5851.0,v2,v3,v1,v1,v3,v1,v2,v4,v2,v4,v2,v2,v1,v4,v1,v2,v3,v5,v1,v2,v2,v1,v4,v3,v2,v4,v1,v2,v1,v3,v4,v1,v1,v6,v3,v1,v1,v3,v3,v2,v2,v1,2
1.0,1.0,0.25,1.0,3.0,3.0,71936.0,0.39,862.0,31.1,27.0,73.2,0.946,220.0,2.0,0.0,367.0,1.0,0.925,878.0,0.501,646.0,4060.0,0.478,0.0,6216.0,1.0,7.75,3.0,2.0,3.0,3.81,0.0,63650.0,6509.0,30.0,0.0,30.9,1.0,17721.0,6.78,2.0,6311.0,0.53,5609.0,1.0,70.0,82.4,0.0,1.0,5.44,45.7,5.14,2.0,753.0,2.0,0.0,5611.0,v2,v3,v1,v2,v2,v2,v2,v4,v2,v3,v1,v5,v1,v4,v5,v2,v5,v1,v2,v2,v3,v1,v5,v3,v1,v3,v1,v3,v2,v4,v3,v2,v2,v1,v3,v2,v1,v5,v1,v1,v1,v5,1
1.0,1.0,0.17,1.0,2.0,1.0,51310.0,0.26,828.0,33.5,51.0,68.5,0.953,202.0,2.0,1.0,426.0,3.0,0.911,767.0,0.45,600.0,3981.0,0.161,3.0,6266.0,0.0,7.36,0.0,0.0,0.0,3.69,0.0,50619.0,5885.0,51.4,0.0,37.0,1.0,14832.0,5.58,2.0,6035.0,0.15,4316.0,0.0,64.0,80.5,4.0,0.0,6.41,60.8,4.38,3.0,472.0,1.0,1.0,5382.0,v2,v3,v2,v1,v3,v1,v2,v6,v1,v1,v1,v4,v3,v4,v1,v2,v2,v6,v2,v5,v5,v1,v4,v2,v1,v1,v2,v5,v2,v2,v4,v3,v2,v5,v2,v1,v2,v4,v2,v5,v1,v5,0
0.0,2.0,0.49,1.0,0.0,1.0,71923.0,0.09,759.0,33.6,42.0,73.2,0.827,189.0,4.0,0.0,476.0,0.0,0.933,672.0,0.589,610.0,6645.0,0.373,1.0,6898.0,1.0,7.78,3.0,2.0,0.0,6.35,1.0,46359.0,6286.0,58.5,0.0,61.1,0.0,16085.0,5.58,1.0,6829.0,0.15,5545.0,1.0,67.0,79.6,4.0,0.0,4.08,44.5,3.38,0.0,484.0,2.0,1.0,5197.0,v1,v2,v2,v2,v2,v1,v5,v2,v2,v3,v1,v1,v2,v1,v2,v1,v4,v5,v3,v5,v4,v4,v4,v2,v3,v4,v1,v3,v1,v2,v3,v1,v1,v2,v2,v2,v2,v5,v3,v3,v1,v5,0
0.0,0.0,0.34,0.0,0.0,1.0,33254.0,0.3,781.0,26.6,50.0,77.8,0.885,231.0,0.0,1.0,397.0,0.0,0.938,708.0,0.593,660.0,5095.0,0.558,1.0,5949.0,3.0,8.0,0.0,0.0,1.0,3.92,1.0,53586.0,6303.0,47.1,1.0,37.2,1.0,21873.0,5.57,2.0,6837.0,0.44,7859.0,0.0,62.0,79.6,0.0,1.0,6.38,46.9,5.15,0.0,439.0,2.0,0.0,5797.0,v2,v1,v2,v4,v3,v1,v4,v1,v1,v3,v2,v5,v4,v4,v2,v2,v1,v5,v2,v3,v1,v1,v5,v1,v2,v2,v1,v5,v2,v5,v1,v2,v2,v1,v3,v2,v2,v2,v2,v6,v1,v1,1
1.0,0.0,0.04,0.0,2.0,0.0,39969.0,0.1,843.0,35.1,60.0,67.9,0.926,206.0,1.0,0.0,481.0,4.0,0.941,847.0,0.648,606.0,5050.0,0.873,3.0,5450.0,0.0,7.81,3.0,0.0,1.0,6.92,1.0,73371.0,5875.0,83.4,0.0,30.2,2.0,23035.0,6.99,3.0,6640.0,0.51,3025.0,2.0,62.0,80.0,4.0,0.0,6.28,46.2,4.55,3.0,435.0,0.0,0.0,5668.0,v4,v4,v1,v2,v2,v2,v3,v3,v2,v3,v2,v3,v3,v3,v5,v2,v1,v5,v1,v3,v3,v2,v2,v3,v1,v3,v2,v3,v2,v1,v4,v1,v1,v3,v3,v1,v1,v1,v3,v3,v1,v5,1
0.0,1.0,0.05,0.0,3.0,0.0,72023.0,0.16,520.0,32.7,54.0,70.6,0.871,253.0,0.0,1.0,435.0,0.0,0.916,880.0,0.459,599.0,6424.0,0.133,1.0,6231.0,0.0,7.76,3.0,0.0,2.0,4.85,0.0,54902.0,6472.0,84.8,0.0,60.4,2.0,19056.0,7.27,2.0,6164.0,0.7,3162.0,2.0,63.0,79.4,5.0,0.0,3.6,44.7,5.76,1.0,655.0,1.0,1.0,5553.0,v1,v2,v3,v4,v1,v2,v3,v2,v1,v1,v1,v3,v5,v4,v3,v1,v4,v4,v2,v6,v5,v5,v5,v1,v2,v5,v1,v1,v4,v2,v3,v3,v1,v2,v1,v1,v2,v3,v2,v4,v1,v1,1
0.0,2.0,0.04,0.0,3.0,0.0,71923.0,0.36,826.0,30.6,38.0,73.8,0.814,225.0,2.0,1.0,436.0,1.0,0.919,881.0,0.58,600.0,5207.0,0.459,1.0,6160.0,0.0,7.27,0.0,0.0,2.0,4.85,0.0,49684.0,5787.0,86.2,1.0,34.6,2.0,20320.0,6.98,0.0,6571.0,0.22,3949.0,1.0,68.0,82.0,0.0,1.0,4.09,48.1,7.93,3.0,764.0,1.0,0.0,5513.0,v4,v3,v1,v1,v2,v1,v2,v2,v2,v1,v1,v4,v3,v2,v4,v2,v5,v3,v3,v6,v1,v3,v5,v3,v1,v4,v1,v1,v2,v2,v3,v3,v2,v4,v3,v2,v1,v4,v3,v5,v2,v4,0
0.0,2.0,0.04,0.0,1.0,1.0,46444.0,0.27,414.0,33.5,33.0,68.0,0.94,284.0,4.0,0.0,439.0,0.0,0.934,604.0,0.47,602.0,3984.0,0.683,0.0,7402.0,0.0,7.29,3.0,1.0,0.0,7.19,0.0,52602.0,6447.0,83.2,1.0,33.4,1.0,18259.0,5.57,2.0,6124.0,0.32,4477.0,2.0,89.0,79.1,5.0,0.0,3.38,45.9,5.98,2.0,707.0,1.0,1.0,5111.0,v2,v1,v1,v1,v1,v2,v3,v4,v2,v4,v2,v6,v5,v1,v3,v1,v5,v2,v2,v1,v4,v5,v1,v2,v3,v1,v2,v5,v4,v1,v2,v2,v2,v1,v2,v1,v2,v4,v1,v5,v1,v2,0
1.0,2.0,0.05,0.0,1.0,1.0,71920.0,0.49,583.0,31.2,42.0,79.2,0.884,253.0,1.0,0.0,477.0,1.0,0.941,831.0,0.452,659.0,5098.0,0.418,3.0,6410.0,0.0,7.75,3.0,1.0,3.0,6.92,0.0,41121.0,6278.0,76.9,1.0,30.7,1.0,16850.0,6.83,2.0,6003.0,0.15,2599.0,2.0,79.0,79.6,1.0,0.0,5.41,44.0,7.38,3.0,454.0,0.0,1.0,5765.0,v1,v2,v1,v2,v3,v1,v2,v3,v1,v3,v1,v1,v3,v1,v5,v1,v3,v4,v2,v6,v4,v3,v3,v2,v2,v4,v1,v2,v3,v1,v4,v2,v2,v1,v1,v1,v2,v3,v3,v6,v1,v2,2
1.0,3.0,0.22,0.0,2.0,3.0,39236.0,0.51,445.0,33.4,50.0,66.5,0.953,220.0,0.0,0.0,373.0,3.0,0.943,549.0,0.675,615.0,5094.0,0.506,3.0,6240.0,0.0,7.75,3.0,1.0,1.0,6.96,1.0,57210.0,6793.0,23.4,0.0,30.1,2.0,20397.0,6.97,1.0,6473.0,0.15,2271.0,1.0,73.0,80.9,5.0,1.0,6.51,57.7,3.64,2.0,386.0,1.0,0.0,5901.0,v5,v2,v2,v1,v3,v2,v1,v1,v2,v2,v1,v2,v4,v4,v3,v1,v5,v5,v3,v5,v2,v1,v5,v2,v1,v1,v1,v1,v4,v5,v4,v2,v1,v6,v3,v2,v2,v1,v1,v4,v2,v1,1
0.0,1.0,0.25,1.0,3.0,2.0,32673.0,0.11,796.0,34.2,30.0,68.7,0.856,275.0,1.0,0.0,315.0,0.0,0.935,821.0,0.674,634.0,4058.0,0.17,0.0,6401.0,4.0,7.62,2.0,1.0,2.0,6.51,1.0,46545.0,6302.0,18.5,1.0,30.6,2.0,17756.0,6.66,0.0,7068.0,0.64,5668.0,0.0,69.0,79.4,2.0,0.0,6.44,46.4,3.39,1.0,512.0,1.0,0.0,5674.0,v5,v4,v2,v4,v1,v2,v1,v1,v2,v4,v2,v1,v2,v2,v3,v1,v2,v1,v3,v1,v2,v3,v3,v3,v2,v1,v1,v5,v4,v5,v1,v3,v1,v2,v1,v2,v1,v3,v2,v6,v2,v3,1
1.0,4.0,0.41,1.0,2.0,0.0,71928.0,0.29,807.0,37.1,37.0,70.9,0.914,233.0,0.0,0.0,485.0,1.0,0.943,819.0,0.564,601.0,5227.0,0.465,1.0,5978.0,3.0,7.68,2.0,0.0,2.0,4.7,1.0,63351.0,6345.0,53.3,0.0,37.9,1.0,20147.0,5.57,2.0,6934.0,0.41,2818.0,1.0,68.0,83.7,4.0,0.0,3.62,45.5,3.39,0.0,495.0,1.0,0.0,6036.0,v6,v3,v1,v1,v3,v1,v1,v3,v2,v1,v1,v2,v2,v3,v4,v1,v2,v1,v3,v2,v4,v4,v2,v2,v2,v1,v2,v4,v4,v1,v4,v2,v2,v2,v2,v2,v2,v4,v1,v6,v2,v1,0
0.0,4.0,0.04,1.0,2.0,2.0,49510.0,0.45,882.0,27.8,52.0,70.5,0.895,236.0,2.0,1.0,369.0,4.0,0.936,798.0,0.666,660.0,5324.0,0.707,3.0,5772.0,0.0,7.67,0.0,1.0,3.0,5.16,1.0,52589.0,6671.0,52.5,1.0,29.1,2.0,22136.0,7.02,2.0,6879.0,0.61,3754.0,0.0,89.0,79.6,5.0,0.0,3.62,58.3,7.87,3.0,437.0,1.0,1.0,5246.0,v5,v4,v1,v3,v2,v2,v2,v4,v1,v4,v1,v1,v3,v1,v2,v2,v2,v4,v2,v3,v3,v3,v4,v1,v2,v4,v1,v2,v3,v3,v4,v1,v2,v1,v3,v1,v1,v2,v3,v6,v2,v1,1
1.0,1.0,0.27,1.0,3.0,2.0,38095.0,0.3,879.0,29.6,61.0,70.9,0.83,244.0,1.0,0.0,440.0,2.0,0.94,869.0,0.617,647.0,4044.0,0.469,1.0,6258.0,4.0,7.8,1.0,0.0,2.0,4.35,0.0,52579.0,6279.0,71.4,1.0,29.2,1.0,16849.0,6.79,1.0,6927.0,0.17,5681.0,1.0,68.0,81.0,4.0,1.0,6.5,45.5,6.44,3.0,473.0,1.0,0.0,5880.0,v4,v3,v2,v1,v3,v1,v1,v1,v2,v2,v2,v5,v1,v3,v2,v1,v3,v2,v1,v5,v4,v1,v4,v2,v1,v3,v2,v1,v2,v4,v1,v1,v2,v3,v2,v1,v2,v4,v2,v2,v2,v3,0
1.0,1.0,0.39,0.0,1.0,3.0,35361.0,0.48,482.0,30.6,27.0,83.2,0.959,223.0,1.0,1.0,476.0,2.0,0.917,854.0,0.654,593.0,4064.0,0.511,0.0,5599.0,2.0,8.48,3.0,2.0,1.0,4.9,1.0,41641.0,6306.0,17.8,1.0,61.2,2.0,16302.0,6.63,0.0,7019.0,0.45,3016.0,0.0,81.0,79.1,3.0,0.0,5.37,45.4,3.36,1.0,412.0,2.0,0.0,5677.0,v3,v3,v3,v1,v3,v1,v3,v1,v1,v1,v1,v5,v3,v1,v1,v2,v5,v6,v1,v6,v1,v1,v2,v1,v2,v3,v2,v3,v1,v4,v3,v3,v1,v5,v1,v1,v2,v2,v3,v3,v1,v3,0
1.0,1.0,0.46,0.0,1.0,2.0,34285.0,0.56,431.0,27.5,27.0,66.4,0.917,243.0,4.0,1.0,429.0,2.0,0.937,546.0,0.677,650.0,6045.0,0.676,2.0,5479.0,3.0,8.26,3.0,2.0,0.0,6.93,1.0,65745.0,5898.0,83.8,0.0,29.2,0.0,19663.0,6.99,3.0,6751.0,0.27,3139.0,0.0,65.0,83.7,1.0,0.0,5.44,45.4,7.88,2.0,440.0,1.0,1.0,5259.0,v1,v2,v3,v1,v3,v2,v1,v3,v2,v1,v1,v2,v4,v1,v3,v1,v5,v5,v3,v4,v1,v2,v2,v3,v1,v4,v2,v4,v2,v1,v4,v2,v1,v3,v1,v2,v2,v5,v3,v4,v1,v3,1
0.0,1.0,0.25,0.0,3.0,2.0,72164.0,0.27,428.0,24.3,58.0,78.7,0.921,211.0,2.0,1.0,447.0,3.0,0.93,858.0,0.599,652.0,3980.0,0.171,0.0,6338.0,0.0,8.4,0.0,1.0,3.0,7.23,0.0,49814.0,6296.0,13.1,1.0,29.3,2.0,17600.0,6.87,3.0,6549.0,0.32,5844.0,0.0,73.0,79.0,3.0,1.0,6.61,47.2,7.87,2.0,471.0,2.0,1.0,5575.0,v4,v4,v2,v2,v2,v1,v5,v3,v1,v3,v1,v6,v5,v4,v4,v1,v5,v2,v1,v2,v5,v1,v3,v3,v1,v3,v1,v1,v4,v4,v1,v2,v2,v6,v2,v1,v2,v1,v3,v4,v2,v3,1
1.0,1.0,0.48,1.0,1.0,0.0,38002.0,0.49,646.0,37.1,61.0,84.6,0.918,260.0,4.0,1.0,447.0,3.0,0.925,699.0,0.642,649.0,6401.0,0.173,0.0,6400.0,3.0,7.31,0.0,1.0,1.0,6.62,0.0,52609.0,5795.0,21.5,1.0,60.1,0.0,19023.0,6.93,1.0,6348.0,0.53,6683.0,1.0,63.0,79.0,1.0,0.0,6.14,59.2,6.8,3.0,757.0,1.0,1.0,5222.0,v2,v2,v3,v3,v1,v1,v3,v3,v1,v3,v1,v3,v4,v4,v4,v1,v2,v5,v1,v1,v2,v4,v1,v2,v2,v1,v2,v2,v1,v4,v4,v2,v2,v4,v3,v2,v1,v5,v2,v5,v1,v3,1
1.0,0.0,0.23,0.0,1.0,0.0,39515.0,0.41,801.0,33.6,54.0,80.0,0.847,194.0,0.0,1.0,282.0,0.0,0.941,773.0,0.466,657.0,3996.0,0.856,0.0,7386.0,1.0,8.77,2.0,2.0,0.0,5.63,1.0,57457.0,6278.0,46.1,1.0,60.4,0.0,16082.0,6.59,0.0,7313.0,0.68,4407.0,0.0,88.0,83.5,1.0,1.0,6.31,62.5,4.47,3.0,472.0,2.0,0.0,5755.0,v1,v3,v3,v2,v3,v2,v4,v4,v1,v1,v2,v5,v2,v4,v4,v1,v4,v3,v1,v6,v2,v2,v4,v1,v1,v3,v1,v1,v2,v3,v1,v2,v2,v4,v2,v1,v1,v5,v2,v6,v2,v3,0
1.0,1.0,0.35,1.0,1.0,3.0,40122.0,0.27,461.0,36.2,39.0,70.6,0.919,207.0,4.0,1.0,312.0,0.0,0.931,846.0,0.593,645.0,5090.0,0.536,0.0,7288.0,4.0,8.56,1.0,0.0,0.0,4.09,1.0,67332.0,6375.0,19.5,0.0,34.2,0.0,22213.0,7.17,0.0,7340.0,0.15,7897.0,1.0,76.0,79.7,5.0,0.0,5.73,46.1,7.47,2.0,473.0,0.0,0.0,5166.0,v4,v2,v3,v2,v3,v2,v3,v4,v1,v2,v2,v1,v1,v4,v5,v1,v3,v2,v1,v6,v3,v2,v5,v1,v2,v4,v1,v3,v4,v5,v4,v1,v2,v3,v2,v2,v1,v3,v2,v2,v1,v2,0
1.0,4.0,0.35,0.0,3.0,2.0,45751.0,0.57,488.0,25.4,28.0,83.0,0.834,237.0,2.0,0.0,340.0,3.0,0.909,842.0,0.613,654.0,4201.0,0.45,0.0,6216.0,3.0,7.63,1.0,1.0,3.0,3.69,0.0,63286.0,6541.0,54.5,1.0,61.3,2.0,21411.0,5.57,3.0,7200.0,0.51,6209.0,0.0,67.0,80.3,3.0,1.0,5.63,43.7,3.49,3.0,836.0,1.0,0.0,5920.0,v5,v3,v1,v1,v1,v2,v2,v3,v2,v1,v1,v4,v2,v1,v2,v1,v1,v2,v1,v6,v2,v1,v3,v3,v2,v4,v2,v4,v1,v4,v4,v1,v1,v1,v1,v1,v2,v5,v2,v4,v2,v3,1
0.0,0.0,0.27,0.0,1.0,3.0,35021.0,0.15,854.0,35.5,51.0,74.9,0.944,230.0,4.0,1.0,459.0,1.0,0.918,591.0,0.468,601.0,5666.0,0.625,3.0,6033.0,3.0,7.81,3.0,0.0,1.0,5.65,0.0,51569.0,6356.0,45.8,0.0,29.2,2.0,17113.0,6.74,0.0,6553.0,0.29,2955.0,2.0,77.0,79.6,5.0,1.0,5.41,52.4,4.64,2.0,439.0,2.0,1.0,5404.0,v2,v3,v3,v3,v2,v1,v2,v3,v1,v2,v1,v1,v2,v4,v5,v1,v5,v4,v2,v4,v1,v4,v2,v2,v3,v5,v1,v5,v3,v4,v4,v2,v2,v4,v1,v1,v1,v4,v2,v3,v2,v1,0
1.0,3.0,0.23,0.0,2.0,1.0,40330.0,0.26,276.0,25.4,40.0,76.0,0.931,278.0,3.0,0.0,428.0,0.0,0.942,711.0,0.605,603.0,6445.0,0.458,1.0,6402.0,4.0,7.95,2.0,2.0,0.0,6.39,0.0,50249.0,6229.0,51.1,0.0,30.5,2.0,18377.0,6.92,1.0,6552.0,0.25,2613.0,0.0,67.0,80.8,0.0,0.0,3.77,47.4,7.56,0.0,672.0,2.0,0.0,5534.0,v4,v3,v1,v1,v2,v2,v3,v5,v1,v3,v2,v2,v3,v4,v5,v2,v3,v6,v2,v5,v5,v3,v4,v2,v2,v5,v1,v1,v4,v4,v2,v1,v1,v3,v3,v1,v1,v1,v2,v3,v1,v4,0
0.0,4.0,0.48,1.0,2.0,2.0,55099.0,0.27,383.0,37.1,31.0,68.4,0.958,233.0,4.0,1.0,411.0,3.0,0.943,561.0,0.594,593.0,4206.0,0.61,2.0,7082.0,3.0,8.06,2.0,1.0,0.0,6.21,0.0,53784.0,5692.0,25.4,0.0,31.1,0.0,17286.0,6.83,1.0,6647.0,0.15,2328.0,1.0,62.0,83.3,5.0,0.0,6.99,56.4,6.81,3.0,397.0,0.0,1.0,5886.0,v1,v2,v1,v3,v1,v1,v5,v3,v2,v4,v2,v5,v1,v4,v4,v2,v2,v5,v1,v1,v1,v1,v4,v3,v1,v5,v2,v3,v2,v4,v1,v3,v2,v3,v1,v2,v1,v5,v3,v5,v1,v5,1
1.0,2.0,0.45,0.0,1.0,3.0,30938.0,0.2,894.0,26.1,51.0,70.2,0.808,210.0,2.0,1.0,410.0,4.0,0.932,614.0,0.62,649.0,5334.0,0.587,1.0,6402.0,4.0,7.27,2.0,0.0,0.0,6.77,0.0,62121.0,6281.0,64.1,0.0,29.9,2.0,20130.0,5.58,2.0,6907.0,0.15,3207.0,0.0,70.0,82.0,2.0,1.0,3.65,47.3,4.26,3.0,493.0,1.0,1.0,6174.0,v3,v4,v3,v4,v1,v1,v4,v5,v2,v3,v1,v5,v2,v2,v3,v2,v1,v1,v1,v5,v2,v4,v5,v3,v3,v2,v1,v2,v1,v4,v2,v2,v2,v3,v2,v2,v2,v3,v1,v5,v1,v5,1
1.0,3.0,0.26,1.0,0.0,1.0,71976.0,0.27,412.0,36.7,32.0,69.0,0.945,268.0,0.0,0.0,371.0,3.0,0.937,557.0,0.474,653.0,5094.0,0.155,1.0,6914.0,1.0,7.78,2.0,1.0,0.0,3.76,1.0,50172.0,6193.0,38.3,1.0,60.7,1.0,15942.0,5.57,2.0,6829.0,0.15,4986.0,0.0,72.0,81.5,3.0,1.0,4.06,46.6,4.52,2.0,430.0,2.0,0.0,5557.0,v2,v2,v3,v4,v2,v1,v3,v5,v1,v4,v1,v6,v1,v3,v3,v2,v3,v2,v2,v3,v4,v4,v2,v1,v3,v4,v2,v5,v3,v1,v1,v2,v1,v2,v1,v1,v2,v1,v2,v5,v1,v3,0
1.0,1.0,0.46,1.0,0.0,3.0,71931.0,0.56,300.0,30.9,33.0,77.1,0.934,278.0,4.0,1.0,415.0,2.0,0.943,734.0,0.56,604.0,5971.0,0.32,2.0,6740.0,4.0,8.48,3.0,1.0,0.0,5.69,0.0,52887.0,5928.0,29.3,1.0,29.5,0.0,20905.0,7.26,2.0,6242.0,0.52,2912.0,2.0,87.0,79.0,3.0,0.0,3.53,50.5,7.88,1.0,671.0,0.0,0.0,5177.0,v2,v4,v3,v2,v1,v2,v4,v1,v1,v1,v2,v1,v1,v1,v4,v1,v3,v4,v2,v4,v2,v1,v5,v2,v3,v5,v1,v5,v3,v1,v1,v1,v2,v1,v3,v2,v2,v2,v3,v4,v1,v1,0
0.0,1.0,0.22,1.0,1.0,0.0,88883.0,0.17,888.0,33.1,63.0,72.0,0.951,274.0,0.0,1.0,452.0,1.0,0.941,557.0,0.59,649.0,5813.0,0.395,0.0,5413.0,3.0,7.77,3.0,1.0,2.0,7.41,1.0,64954.0,6275.0,32.3,1.0,49.0,0.0,14218.0,6.97,1.0,6954.0,0.53,3260.0,0.0,82.0,84.5,4.0,1.0,6.48,61.2,3.76,3.0,441.0,2.0,1.0,5455.0,v3,v3,v1,v3,v3,v2,v3,v2,v1,v2,v1,v1,v4,v1,v3,v2,v2,v1,v1,v3,v3,v3,v5,v2,v1,v2,v2,v5,v4,v5,v4,v3,v1,v6,v3,v2,v1,v3,v1,v3,v1,v3,0
