WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
0.1,0.1,0.2,0.3,0.1,0.2,0,0.4,0.5,?,0.9,?,1.1,1.1,1.3,2.1,3.1,3.1,2.5,2.4,1.6,0.9,0.7,1,3.1,1.1,17.3,0.8,7.8,0.82,-7.6,0.42,5920,10185,-20,0,0
4.1,4.3,3.6,4,3.7,3.8,3.2,3.5,3.8,4.6,3.8,4.3,4.5,3.3,2.9,2.5,2.7,3.2,3.3,3.4,3.7,3.4,3.2,2.6,4.6,3.6,9.3,0.35,-0.65,0.58,-17.5,0.15,5705,10235,40,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.2,0.51,7.1,0.16,-11,0.57,5755,10080,-55,0.18,0
0.7,0.6,1,0.1,0.2,0.6,0.8,0.8,1.1,1.7,2.4,2.6,2.5,2.2,1.6,1.7,1.6,2.5,1.8,1.7,1.2,0.6,0.2,0.4,2.6,1.3,9.7,0.21,5.9,0.16,-7.6,0.15,5775,10165,70,0,0
1.7,1.6,1.9,1.6,1,1.1,0.6,1.9,3.4,3.4,3.8,3,2.7,2.7,2.5,3.5,3.3,3.4,3.2,3.4,3,3.9,2.5,4.6,4.6,2.7,20.2,0.43,12,0.38,-5.6,0.31,5905,10115,15,0.38,0
0.2,0,0.2,0.2,0.2,0.6,0.3,1.7,2.5,2.6,2,2.1,3,4,3,2,1.3,2.2,1.4,1.6,0.6,0.4,0.4,0.6,4,1.4,16.4,0.73,9.8,0.19,-8.9,0.19,5830,10090,25,0,0
0.8,1.2,1.7,1.6,1.9,2.1,2.1,2.3,2.6,3.4,4.1,4.1,3.6,3.5,4,4.1,3.5,2.5,1.9,1.8,1.7,2.1,2.2,1.4,4.1,2.5,13.2,0.68,7.3,0.13,-9.4,0.14,5880,10225,-25,0,0
0.6,0.9,1.1,0.6,0.9,1.1,1,1.2,1.3,1.4,1.4,1,1.9,1.3,1.7,1.6,1.2,2.5,1,0.5,0.7,1.1,0.8,0.2,2.5,1.1,19.1,0.58,7.6,0.52,-6.3,0.15,5880,10120,-5,0,0
0.4,0.2,0.8,1.6,2.1,2.9,1.7,2.1,3.7,3.6,3.7,4.4,5.5,6.2,6.4,5.9,5.4,4.7,4.3,4.4,4,4.1,4.7,5.1,6.4,3.7,10.3,0.02,5.5,0.02,-15,0.17,5800,10245,35,0,0
2,2.5,2.7,2.2,1.8,1.3,2.2,3.3,3.3,3.4,3.3,3.2,2.4,2.3,2.2,2.2,2.7,2.3,3.4,2.9,2.7,3,2.8,2.1,3.4,2.6,18.6,0.3,7.7,0.3,-8.8,0.14,5830,10095,-25,0,0
1.3,1.1,0.6,0.7,0.5,1.3,1.1,1.2,1.4,1.4,1.1,0.9,0.6,0.9,1.6,2.1,1.9,1.8,1.7,1.6,2.3,2.1,0.4,1,2.3,1.3,12.6,0.8,3.7,0.47,-12.3,0.17,5820,10230,25,0,0
1.8,1.9,1.6,1.5,1.8,1.3,1.9,2.5,4,4.4,4.6,4.7,5.6,4.7,5.1,5.2,5.2,4.4,4.2,4,3.9,3.8,3.5,4.2,5.6,3.6,12.4,0.1,5.5,0.16,-12.3,0.33,5805,10215,-45,0,0
1.1,1.2,1.6,1.2,1.4,1.6,2.3,1.6,1.7,2.2,2.7,1.6,0.9,0.9,1.3,0.3,0.9,0.8,1.7,1.7,1.4,0.8,0.7,1.4,2.7,1.4,4.5,0.45,-4.6,0.43,-20.8,0.25,5625,10165,0,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.9,0.96,6,0.93,-7.9,0.94,5825,10125,-10,1.07,0
2.1,3.1,3.3,3,2.3,2.5,1.5,0.6,1.8,1.6,1.7,2.3,2.9,3.5,3.7,3.5,3.9,4,3.3,3.3,2.5,2.9,2.2,2.4,4,2.7,17.6,0.16,6.5,0.23,-13.4,0.57,5830,10175,10,0,0
1.7,1.1,1.1,1.3,0.6,1.9,1.2,1.3,2.2,3.8,3.4,3,3,3.3,3.6,3.3,3.3,3.6,2.5,2.1,2.1,2,2.4,2.5,3.8,2.3,14.5,0.93,5.2,0.93,-10.3,0.88,5820,10150,20,0.91,0
1.3,1.4,1.6,1.6,1.9,1.3,2,2.7,3,3.9,3.8,3.4,4,3.9,4.1,4.1,3.6,3.2,1.7,1.4,0.7,0.8,0.5,0.3,4.1,2.3,2.7,0.27,-0.05,0.59,-14.9,0.8,5720,10250,50,0,0
5.2,5.6,5.3,5.3,5.6,6.3,5.5,6.5,6.2,6.6,6.8,6.9,6.4,6.3,6.4,5.9,6.4,5.5,3.8,2.8,1.8,1.1,0.8,1.1,6.9,5,2.25,0.75,-2.55,0.42,-17.1,0.21,5555,10095,35,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.4,0.89,3.1,0.17,-13.1,0.19,5820,10220,0,0,0
1.6,1.3,1.6,1.5,1.7,1.3,1,2.1,2.2,4,3.3,1.8,1.5,2.5,2.1,1.1,1.9,1.9,1.1,0.2,0.4,0.5,0.5,0.6,4,1.6,16.4,0.93,7,0.92,-8.9,0.56,5865,10150,-30,7.67,0
0.4,0.5,0.7,1,0.9,0.8,0.9,1.6,2.2,2.7,3.3,2.8,2.8,2.7,2.4,2.1,2.9,2.1,1.3,0.6,0.4,0.3,0.4,0.8,3.3,1.5,12.6,0.19,9.1,0.03,-5.9,0.06,5890,10190,-10,0,0
4.1,3.6,3.5,3.4,2.7,3.1,3.1,3.4,3,2.3,3,3.7,3.6,3,2.8,3.1,3,3.9,3.8,3.3,2.5,1.8,1.8,1.7,4.1,3.1,22.6,0.37,13.3,0.18,-8.4,0.43,5940,10150,10,0,0
4.6,3.7,3.2,2.6,2.9,2.8,3,3.5,4.2,4,3.6,3.5,3.4,3.3,2.5,2.5,2.8,2.1,1.3,1.3,1,0.4,0.5,0.8,4.6,2.6,2.2,0.9,-1.9,0.66,-17.9,0.31,5600,10135,80,0,0
0.5,0.7,0.7,0.9,1.4,1,1.9,1,1.2,1.6,1.3,1.4,1.1,0.2,0.8,1,0.6,1,1.3,1.2,1.5,1.5,1.4,0.8,1.9,1.1,4.7,0.82,-0.55,0.41,-15,0.21,5765,10290,-15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.3,0.49,5.9,0.27,-13.1,0.65,5790,10190,-20,0,0
1.2,0.7,0.4,0.3,1.3,1.4,1.1,0.8,1.3,2.5,3.6,3.8,3.3,4,4.7,4.5,4.1,4,3.8,3.7,3.6,3.1,2.7,2.4,4.7,2.6,8.8,0.79,1.85,0.42,-15.7,0.45,5690,10120,-15,0,0
3.1,2.8,5.1,3,2.1,3.8,3.4,2.8,4.2,6.3,6.5,6.8,6.4,7.3,6.3,6.8,5.8,4.6,2.7,2.5,1.6,1.6,1.4,0.3,7.3,4,9.2,0.99,0.95,0.52,-14.9,0.28,5715,10140,-80,1.35,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,0.63,-1,1,-13.6,0.92,5745,10280,45,1.14,0
0.3,0.3,0.4,0.7,0.8,1.3,1.5,2,2.1,2.6,3.2,2,0.9,1.4,2.7,2.8,3.2,2.4,2.4,1.6,1.3,0.8,1.1,0.5,3.2,1.6,13.8,0.17,8.9,0.05,-8.4,0.09,5840,10175,-55,0,0
2.2,1.7,1.9,1,0.9,1.2,1.8,3.5,3.4,3,3.5,2.7,3.4,3.8,1.1,1.7,2.7,2.3,1.9,2.3,1.5,1.4,1.7,1.3,3.8,2.2,18.1,0.83,9.7,0.66,-8.3,0.45,5865,10110,10,1.73,0
2.8,2.9,3.4,3.8,5.4,4.6,4.8,4.2,4.8,5.7,5.3,5.9,6.3,5.8,6.4,6.6,6.1,5,4,3.4,2.3,2.3,1.5,2.2,6.6,4.4,10.3,0.92,2,0.97,-13,0.95,5680,10115,-20,0.08,0
0.5,0.8,0.1,0.7,1.4,1.3,1.2,0.7,2.7,1.6,2,0.3,1.4,1.1,1.1,1.6,1.2,1.7,0.8,2.1,3.4,1.6,0.9,0.6,3.4,1.3,?,?,6,0.53,-10.4,0.23,5825,10155,10,0.03,0
0.6,0.2,1.3,1.1,0.8,1,0.9,1.8,2.1,2.1,1.5,1.4,1.3,1.4,2.3,1.8,2.1,1.9,1.8,1.1,0.7,0.4,0.9,0.6,2.3,1.3,18.5,0.58,7.8,0.77,-7.5,0.86,5880,10145,-20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.4,1,5.4,0.58,-11.3,0.44,5810,10180,-45,1.3,0
1.2,0.6,0.7,0.6,1.3,0.8,0.9,1.4,2.4,3.2,2.5,1.7,1.2,0.8,1,0.8,1.1,1.4,1.3,0.6,0.4,0.2,0.1,0.2,3.2,1.1,9.5,0.02,4.1,0.27,-12.4,0.09,5795,10220,55,0,0
2.3,1.8,1.1,1.1,0.5,0.4,0.3,1,2.6,3.2,2.5,1.5,1.5,1.5,2.4,2.5,3.4,3.8,3.7,3.4,3,2.2,0.4,0,3.8,1.9,7.7,0.06,-0.7,0.01,-15.3,0.1,5730,10230,85,0,0
1.9,1.7,1.1,1.7,2,1.8,2,2,2.7,3.1,3.7,3.6,2.8,2.4,2.5,3.8,4.1,3.8,3.3,3,2.3,2.8,2.5,2.7,4.1,2.6,12.3,0.53,4.1,0.28,-14.2,0.33,5765,10140,-15,0.05,0
0.2,0.4,0.4,0.5,0.8,0.3,1.5,2.2,2,3,4.1,4.4,3.3,2.5,2.6,2.4,2.1,1.9,3.5,5.2,5.7,4.9,4.2,3.7,5.7,2.6,10.6,0.83,2.9,0.39,-13.6,0.66,5725,10115,-60,0,0
3.9,3.8,4.1,3.9,4.2,4,3.6,3.8,4.5,4.4,3.7,2.5,3.5,3.5,3.3,3.5,2.5,2.4,1.5,1.9,1.3,1.5,1.7,0.7,4.5,3.1,11.3,0.5,5.6,0.46,-12.7,0.4,5795,10225,70,0,0
0.4,0.3,0.4,0.9,0.9,1.4,1.2,2,2.4,2.4,2.6,2.5,3,3.1,3.4,3.4,2.6,2.8,3,2,1.6,1.4,0.8,1,3.4,1.9,14,0.82,7.3,0.49,-8.9,0.09,5880,10180,10,0,0
0.9,0.2,0.8,0.7,0,0,0.3,0.4,0.6,1.6,1.7,3.1,3.6,3.5,3,3,3.3,3.4,2.5,2.5,3.2,2.9,2.5,2.9,3.6,1.9,12.4,0.23,8.5,0.03,-9,0.06,5855,10205,60,0,0
4.2,4.2,3.7,3.3,3.6,2.8,3.4,3.8,4.7,4.5,4.5,4.8,3.6,3.1,3.4,2.7,2.5,2.1,1.1,0.5,0.4,0.5,1.1,0.9,4.8,2.9,15.7,1,7.4,0.86,-6.3,0.52,5830,10090,-25,0.08,0
0.9,1,0.9,0.8,0.6,0.4,0.4,1.1,1.3,1.6,1.7,2,1.6,1.7,1.9,2.8,3,4.5,3.5,1.9,1.6,1.1,0.9,1.1,4.5,1.6,17.5,0.68,9,0.21,-6.8,0.06,5880,10125,0,0,0
3.9,3.8,4.2,4.2,3.9,3.6,3.6,3.8,3.9,4.6,3.8,3,3.2,3,3.8,4.2,3.6,2.4,1,1.3,3.8,3.4,3.6,3.8,4.6,3.5,13.5,0.76,6.4,0.12,-12.7,0.27,5800,10155,-35,0,0
2.8,0.9,1.8,1.1,2.4,1.3,1.3,2.5,3.4,3,3,3.2,3.8,3.8,4.2,4.1,4.3,4.7,3.9,3.4,2.2,1.5,3.1,1.1,4.7,2.8,14.7,0.53,6.1,0.42,-11.1,0.25,5795,10130,-30,2.57,0
3.3,3.2,2.8,3.4,4.2,4.9,4.3,5,4.7,4.3,4,4.6,4.2,4.5,4.8,4.8,3.6,2.5,1.4,1.7,2.7,2.4,0.4,0.4,5,3.4,15.6,0.59,7.6,0.84,-7.2,0.18,5820,10130,45,0,0
0.9,0.8,0.8,0.9,0.8,0.8,0.4,1.1,2.2,1.4,0.9,1.8,2.3,2.2,2.8,3.3,2.9,2.7,2.9,2.5,2.5,2.3,1.7,2,3.3,1.8,14,0.7,5.6,0.79,-8.2,0.04,5895,10245,-5,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0
0.1,0.3,0.3,0.2,0.1,0.4,1.5,1.4,1.3,2,2.5,1.4,2,3.3,3,3.4,3.7,3.8,3.2,2.4,1.4,1.4,1.5,0.7,3.8,1.7,16.3,0.82,6.8,0.67,-9.3,0.88,5850,10145,5,1.7,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16.8,0.04,5.5,0.19,-10.1,0.06,5835,10160,-35,0,1
0.9,0.4,0.1,0.4,0.5,0.7,0.6,1,1.5,1.6,1.7,2.1,2.3,3,2.2,2,2.1,1.9,1.8,0.8,0.1,0.3,0.1,0.5,3,1.2,18.1,0.05,8.2,0.08,-7.6,0.09,5850,10140,5,0,0
1.5,1.4,1.5,1.5,1.8,1.8,1.7,2.2,2.8,3.4,3.9,3.9,3,3.6,3.5,3.9,0.9,2.1,2,1.7,1.2,1,0.7,0.4,3.9,2.1,16.8,0.89,9.3,0.73,-6,0.34,5930,10175,20,0.18,0
0.9,0.8,0.9,0.8,0.7,0.8,0.4,1.2,2,2.1,1.3,2.4,4.1,1.3,1.3,1.2,1,1.5,1.7,0.4,0.3,0.6,0.7,1.4,4.1,1.2,17.9,0.78,9.9,0.49,-7.6,0.17,5905,10150,5,4.01,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.7,0.15,1.3,0.15,-12.5,0.08,5745,10230,10,0,0
0.6,0.3,0.4,0.6,0.8,1,1.2,1.5,2.1,2.5,3.2,2.8,0.8,3.6,3,1.9,0.7,0.6,2.5,2.6,0.4,1,0.7,0.6,3.6,1.5,?,?,?,?,?,?,?,?,?,1.27,0
3.2,3.1,3.3,3,3.2,3.4,3.7,4.7,4.6,4.8,5.9,5.8,5.3,5.9,5.6,5.4,5.2,5.1,4.8,5.1,4.8,4.9,4.6,4.2,5.9,4.6,20,0.27,10.8,0.2,-8.7,0.15,5890,10145,-20,0,0
1.3,1.5,1.3,0.9,1,1.2,1.3,1.9,2.5,2.1,2.6,2.6,3.1,3.1,2.6,3.9,3.3,1.8,1.9,1.7,1.5,1.1,0.9,1.6,3.9,2,15.3,0.78,6,0.69,-8.9,0.48,5820,10130,5,0.43,0
0.8,1.2,0.5,1.2,1.7,1.8,2.1,3,2.5,2.4,2.2,2.1,1.8,1.7,0.8,1.6,2.3,1.8,0.9,0.4,0.5,0.4,0.7,0.9,3,1.5,17.4,0.83,9.8,0.37,-5,0.11,5865,10095,-20,0,0
0.4,0.1,0.3,0.5,0.5,0.5,0.5,1.3,1.6,1.6,2.1,2.6,3.4,3.1,3.1,3,3,3.4,2.5,2.2,1.4,1.1,1,0.3,3.4,1.6,14.3,0.63,7.8,0.17,-6.7,0.31,5895,10195,-10,0,0
1.3,1.1,0.8,1.4,0.4,0.8,1.1,1.9,3.1,2.8,3,2.6,2.8,3.5,4.5,4.8,4.5,4.5,4.1,3.8,2.7,2.8,3,2.5,4.8,2.7,17.7,0.69,7.6,0.85,-7.7,0.58,5885,10155,5,0,0
3.6,3.4,2.8,3.3,2.9,2.8,3.3,3.6,5.5,5.6,5.1,5.5,5.1,5.6,5.1,5.3,4.7,4.9,3.8,3.8,3.9,3.4,3.5,3.4,5.6,4.2,16.1,0.35,6,0.45,-13.2,0.54,5815,10155,0,0,0
2.7,1.6,1.9,1.3,0.9,0.7,1.1,1,1.7,3.1,3.4,3.3,3.6,4.2,4.7,4.7,4.6,4.1,4,3.2,3.7,3.4,3.4,3.9,4.7,2.9,16.1,0.76,9.8,0.11,?,?,?,10190,45,0,0
2.8,3,2.7,2.6,2.6,2.9,3.4,3,3,3.2,3.2,2.7,2.5,2.1,2.1,1.7,1.1,1.3,0.9,0.6,0.4,0.8,0.2,0.3,3.4,2,8.3,0.99,3.7,0.7,-14,0.98,5805,10290,25,0,0
5.7,5.7,5,4.1,2.2,2,2.2,1.1,2.1,2.5,2.4,1.7,1.7,2.3,2.9,3.1,2.5,1.9,2.1,2.2,1.9,1.9,2.3,1.7,5.7,2.6,10.6,0.64,2.5,0.64,-13.7,0.29,5795,10235,-35,0.97,0
1.4,2.5,2.7,2.5,2,2.1,2,3,3.1,3.4,3,2.8,2.5,2.8,3,2.9,2.8,3,2.1,1.6,0.1,0.2,0.4,0.2,3.4,2.2,12.9,0.23,8.1,0.1,-11.7,0.12,5775,10120,20,0,0
1.7,0.8,0.3,1.9,1.3,2.4,1.8,1.3,2.3,2.8,3.3,3.4,3,3.3,3,2.9,2.5,2.2,1.9,1,0.5,0.7,0.9,1.1,3.4,1.9,14.3,0.77,5.1,0.63,-13,0.47,5805,10160,30,1.09,0
?,?,?,?,?,?,?,?,?,2.7,2.5,2.2,1.1,1.4,3.3,2.7,2.6,2.1,1.7,1.3,1.2,1.2,1.4,1.6,3.3,1.9,18.6,0.6,8.2,0.47,-7.6,0.34,5890,10145,-10,0,0
0.2,0.3,0.1,0.5,0.8,0.8,0.7,0.8,1.4,2.2,2.5,2.1,1.7,1.2,1.6,1.6,2.3,1.9,2.2,1.7,1.4,0.5,0.6,1.2,2.5,1.3,11.7,0.06,4.7,0.09,-12.7,0.1,5865,10290,-10,0,0
0.8,0.6,0.5,0.4,0.6,0.6,1.3,1.1,1.4,1.7,1.6,1.6,1.9,2.2,2.2,2.4,2.1,2.1,1.7,1.9,2.1,1.1,1,0.8,2.4,1.4,19.5,0.83,9.8,0.91,-5.4,0.32,5920,10140,15,0,0
0.4,0.2,0.2,0.1,0.3,0.3,0.3,0.5,0.5,2.1,2.8,2.1,3.3,4.3,3.4,3,1.7,1.1,1.4,0.7,1.6,1.8,1,0.2,4.3,1.4,17.1,0.72,7.3,0.69,-9.1,0.76,5855,10145,0,0.53,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.5,0.88,8.6,0.85,-5.7,0.37,5895,10130,-15,0,0
1.1,0.8,1.4,1.7,1.9,1.5,1.7,1.8,2.5,3,3,2.6,3,?,?,2.5,2.3,2.4,2.6,2.7,1.6,1.2,0.6,0.3,3,1.9,11.3,0.02,1.5,0.13,-14.7,0.06,5780,10240,25,0,0
5.6,5.4,5.3,4.3,4.5,3.8,3,3.4,3.5,3,3.2,3.5,2.1,3.5,3.4,2.2,2.1,1.3,0.7,1.2,2,1.1,0.7,0.7,5.6,2.9,17.1,0.6,9.8,0.18,-7.2,0.18,5825,10090,-40,0.1,0
1.9,2,2.1,1.8,1.8,1.7,1.6,2.3,3.6,3.6,3.7,4,3.9,4.2,2.4,2.7,3.5,3.2,3,3,2.6,2.3,2.3,1.9,4.2,2.7,16.2,0.58,10.1,0.05,-7.4,0.13,5905,10175,-20,1.4,0
4.8,5,5.2,4.6,4.2,3.8,3.8,3,3.5,3.7,3.8,4.6,4.8,5.5,5.1,5.2,5.4,4.9,4.9,2.6,2.3,3.4,2.7,1.5,5.5,4.1,10,0.83,1.05,1,-14.4,0.37,5730,10155,90,0,0
1.8,0.9,1.1,1.5,1.1,1.7,1.8,3,3.6,3.2,2.9,2.6,2.3,1.7,2,1.4,2.5,3.2,2.7,2.4,1.7,1.5,1.1,0.6,3.6,2,13.2,0.06,5.3,0.24,-13.1,0.12,5810,10205,60,0,0
1.3,1.4,1.1,1.3,1.2,1.5,1.4,1.6,2.5,2.7,2.8,2.5,2.7,2.4,3,3.1,3,3,2.1,1.5,1.3,0.8,0.3,0.2,3.1,1.9,17.2,0.76,8.1,0.37,-5.5,0.09,5920,10170,-15,0,0
2.5,2.9,3.1,1.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,2.6,17.1,0.42,7.5,0.7,-8.5,0.07,5840,10105,-15,3.12,0
1,1.1,0.7,0.5,0.2,0.8,1.1,1.8,2.6,1.8,2.8,1.9,1.9,1.7,1.7,2.2,2.3,1.9,1.3,1.9,1.4,1.6,1.5,1.3,2.8,1.5,16.3,0.86,8.3,0.74,-8.3,0.9,5855,10125,-15,0.28,0
1.3,1.3,0.9,0.8,1.5,0.9,0.3,0.9,2.7,3.2,2.5,2.2,1.8,1.1,1.1,2.1,2.4,1.7,1.3,1.3,1.1,0.5,0.5,0.2,3.2,1.4,3.2,0.27,0.3,0.03,-14.7,0.11,5775,10315,65,0,0
1,0.3,0.1,0.4,1.3,0.5,1.2,0.4,1.5,4.1,4.2,2.1,2.7,3.1,3.1,3.6,3.9,3.7,4.5,4.1,3.1,2.8,2.8,2.7,4.5,2.4,12.9,0.1,3.7,0.09,-17.1,0.31,5750,10160,10,0,0
1.6,0.8,0.7,0.6,0.4,0.1,0.2,0.9,1.7,2.2,2.4,3,3,3.6,3.6,4.5,5,5.2,4.6,3.8,2.7,2.4,2.2,1.2,5.2,2.3,20.4,0.4,9.1,0.69,-5.5,0.3,5930,10155,5,0,0
0.6,0.5,0.4,0.8,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8,0.4,13.7,0.12,6.6,0.07,-10.3,0.05,5835,10210,75,0,0
1.7,1.6,1.5,1.6,1.4,1.4,1.9,2.1,2,3.3,4.2,3.7,3.8,4.1,3.8,5.2,2.9,2.4,2.8,3.1,3.4,3,3,3.2,5.2,2.8,9.6,0.97,-0.35,0.98,-16.2,0.49,5755,10210,-50,0.18,0
0.2,0.2,0.1,0.3,0,0.4,0.1,0.4,1,2.2,2.2,2.1,2.1,1.9,2.1,2.4,2,1.5,1.4,2.1,1.1,0.8,0.4,0.2,2.4,1.1,18,0.21,10.3,0.08,-6.2,0.03,5905,10170,45,0,0
0.1,0.1,0,0.2,0.1,0.1,0.4,0.3,0.5,1.1,2.5,3.3,2.3,2.3,2.4,3.4,3.6,2.9,3.3,2.6,2.3,2.3,2.3,1.8,3.6,1.7,8.8,0.23,2.5,0.02,-12.1,0.17,5695,10120,-10,0,0
0.5,0.5,0.8,0.6,0.8,0.8,1,1.5,1.8,1.8,1.5,1.8,2.2,2.6,2.1,2.4,2.5,1.8,1.5,2.1,0.7,0.4,0.8,0.9,2.6,1.4,16.8,0.76,6.3,0.86,-8.4,0.91,5895,10190,30,0,0
0.2,0,0.1,0.1,0.4,0.8,1.1,2.1,2,2.6,2.6,2.8,3.1,2.7,3.4,3.5,3.5,2.9,3,2.5,2.1,1.8,2.1,2,3.5,2,12.5,0.78,5.1,0.52,-12.9,0.29,5795,10165,0,0,0
0.5,0.9,0.6,1.3,0.7,0.6,0.7,1.4,1.6,1.6,2.5,2.7,1.9,2.1,2.3,2.9,3,3.3,3.4,3,1.9,1.6,0.8,0.4,3.4,1.7,12.7,0.75,4.5,0.43,-13.7,0.51,5795,10165,-30,0,0
0.9,0.7,0.4,1.1,0.4,0.7,0.2,0.5,2.2,2.4,1.9,1.8,3.8,2.4,1.9,2.4,3,3.2,2.7,2.6,2.2,1.6,1.3,0.9,3.8,1.7,18.4,0.68,9,0.73,-6.3,0.04,5885,10135,10,0,0
0.8,0.2,0.1,0.4,0.2,0.2,0.4,0.3,1.4,3.8,4.1,3.7,4.1,4.1,4.2,4.7,4.2,4.2,3.7,3,2.6,2.8,2.8,3.1,4.7,2.5,10.7,0.09,4,0.07,-13.7,0.03,5775,10210,30,0,0
0.3,0.5,1,1.2,1.4,1.4,1.5,1.8,2,2.7,3.4,3.6,3.2,3,3.4,3.1,3.1,2.4,1.1,1.3,1.4,1.2,1.3,1.3,3.6,1.9,13.7,0.71,8.7,0.23,-5.6,0.04,5920,10205,40,0,0
1.5,0.6,0.4,0.6,0.4,0.8,0.8,1.3,2.2,2.6,2.5,3,1.3,2.1,2.5,1.9,2.4,2.3,2,2.1,2.2,1.7,1.2,0.8,3,1.6,17.6,0.8,9.1,0.75,-5.5,0.73,5930,10170,20,0.08,0
3.7,3.3,2.8,0.4,4.2,2.5,2.1,2.1,1.7,1.4,2.1,3.5,2.7,2.1,2.8,2.1,2.7,3.4,2.5,1.5,1.5,2,1.5,3,4.2,2.4,16.7,0.33,6.1,0.54,-13.5,0.26,5820,10170,0,1.68,0
4.3,3,2.5,2.6,2.6,3,2.9,3.8,4.3,5,5.5,5.5,5.5,5.7,5.5,6.2,5.7,4.6,4.4,4.2,3.8,3.2,2.1,2.9,6.2,4.1,9.8,0.71,7.1,0.3,-9.8,0.29,5850,10205,-30,0,0
3.2,2.6,2.9,3.2,3.1,2.5,2.6,2.4,2.5,2,2.2,2,1.6,1.6,1.7,1.8,2.2,2.1,2,2.1,1.8,2.1,2.1,2.6,3.2,2.3,3.9,0.18,1.1,0.73,-13.3,0.18,5810,10345,75,0.03,0
0.2,0.1,0.4,0.9,0.8,0.8,1.3,1.9,2.4,3.3,3.5,3.8,3.8,4.2,4.9,5.1,5.1,4.7,4.5,3.3,2.1,0.7,1.1,1.3,5.1,2.5,17.8,0.78,11,0.08,-4.3,0.11,5900,10125,10,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16.7,0.96,9.4,0.66,-6.4,0.03,5840,10095,-25,20.42,0
4.4,5.5,5.9,4.2,4,3.5,3.8,4.4,5.3,5.8,4.9,5.5,5.6,6.1,5.5,6,5.1,4.5,3.4,1.7,0.4,0.2,0.3,0.5,6.1,4,5.8,0.24,-1.7,0.38,-19,0.05,5670,10215,80,0,0
0.7,0.8,0.2,0.2,0.2,0.4,0.4,1,1.8,2.4,2.6,2.5,2.1,2,3.2,3.5,3.8,3.2,2.6,3.1,2.4,1.9,1.6,1.6,3.8,1.8,?,?,?,?,?,?,?,?,?,0,0
1.2,1.2,1.3,0.8,1,0.7,1.2,2.1,2,1.3,1.1,1.5,1.7,2.3,2.7,3.2,2.8,1.7,1.5,1.2,1.4,1.2,0.8,0.4,3.2,1.5,17,0.86,8.6,0.52,-6.8,0.42,5875,10130,-10,0,0
0,0,0.2,0.4,0.3,0.7,0.8,1.3,1.5,1.8,2.1,2.4,2.4,3.2,2.7,2.9,2.5,2.2,1.8,1.3,1.3,1.5,1.2,0.9,3.2,1.5,19.4,0.66,9.6,0.44,-5.8,0.17,5900,10110,-15,0,0
2.5,2,1.3,1.4,1.4,1,1.6,3.2,4.1,4.2,4.1,3.6,3.4,3.4,3.3,3.9,4.3,4.2,3.5,3.8,3.2,3,2.5,1.7,4.3,2.9,14.8,0.6,10.1,0.14,-7.2,0.16,5870,10140,-40,0,0
1.2,1.1,1.3,0.8,0.6,0.6,0.5,1.7,2.9,2.3,1.9,1.3,0.5,1.3,0.2,3,3.4,3.7,3.8,3,3,2,1.7,1.4,3.8,1.8,19.5,0.54,8.4,0.53,-6.2,0.12,5910,10155,-25,0,0
1.3,1.1,1,0.8,0.8,1.4,1.6,1.7,3.4,4.2,3.9,4.1,4.2,4.4,4.8,4.4,4.7,4.3,3.5,3.1,2.8,2.8,2.5,2.2,4.8,2.9,10.2,0.19,6.2,0.05,-12.6,0.04,5825,10225,-35,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,0.66,9.3,0.62,-8.2,0.47,5905,10155,-15,0,0
