Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet,label
29,More,0,0,1,0,1,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Dont_trust,6-12_mo,17
52,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,1,High_School,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Windows,English,Home,White,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,Yes,Heterosexual,Yes,No,0,1,0,0,0,0,Other_sources,6-12_mo,34
7,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Not_Say,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,3,Windows,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Not_say,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,34
18,More,0,1,0,0,0,0,0,0,Texas,0,0,0,1,0,0,High_School,Under_25,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,1,,English,Home,Hispanic,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,No,Heterosexual,No,No,0,0,1,0,0,0,Other_sources,Under_6_mo,13
49,Dont_Know,1,0,0,0,0,0,0,0,Arizona,0,0,0,0,0,1,Special,NA,Male,Not_Say,1,0,0,0,0,0,0,0,0,USA,Other,Married,Culture,3,,English,Home,Hispanic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,42
26,More,0,1,0,0,0,0,0,0,New_Mexico,0,0,0,1,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,2,Dont_Know,English,School,Hispanic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Other_sources,Under_6_mo,42
16,More,0,1,0,0,0,0,0,0,Australia,0,0,0,1,0,0,High_School,NA,Female,Not_Say,0,0,0,0,0,0,1,0,0,Oceania,Education,Single,Other,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,1,0,0,0,Other_sources,6-12_mo,24
26,More,0,1,0,0,0,1,0,0,California,0,0,0,1,0,0,High_School,51-75,Male,$50-74,0,0,1,0,0,0,0,0,0,USA,Computer,Married,Taxes,2,Macintosh,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,21
53,More,0,1,0,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Censorship,1,Other,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Over_7_yr,6
39,More,0,1,0,0,0,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Censorship,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Cost_too_high,4-6_yr,31
29,More,1,1,0,1,1,1,0,0,Georgia,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Encryption,1,PC_Unix,English,Primarily_home,White,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,Over_7_yr,37
43,Equally,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Lesbian,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr,37
14,Equally,1,0,0,1,0,0,1,1,California,0,0,0,1,0,0,Grammar,Never,Male,Not_Say,0,0,0,0,1,0,0,1,1,USA,Education,Single,Privacy,1,Other,English,Primarily_home,White,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,Not_Applicable,Heterosexual,Yes,No,0,0,1,1,1,0,Cost_too_high,Over_7_yr,24
62,Equally,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,High_School,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,3,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,19
15,More,0,1,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,Grammar,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Education,Single,Taxes,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,1,0,0,0,Already_paying,6-12_mo,24
54,Equally,0,0,0,1,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Male,$75-99,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Censorship,2,Win95,English,Primarily_work,White,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Already_paying,1-3_yr,17
62,More,1,0,0,1,0,0,0,0,Virginia,0,0,0,1,0,0,High_School,Never,Female,Under_$10,0,0,0,0,0,0,0,0,1,USA,Other,Widowed,Dont_Know,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo,39
35,Equally,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Under_25,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Other,Other,Privacy,4,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Lesbian,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,10
30,More,0,1,0,0,0,1,0,0,United_Kingdom,0,0,0,1,0,0,Special,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,Europe,Computer,Married,Censorship,4,Win95,English,Primarily_home,White,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,34
26,Dont_Know,0,0,0,0,0,0,0,1,New_York,0,0,0,1,0,0,College,Not_Say,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,27
39,More,1,1,0,0,1,0,0,0,Florida,0,0,0,1,0,0,Special,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,1,,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,34
26,Equally,0,1,0,1,0,0,0,1,Ohio,0,1,0,0,0,0,Some_College,26-50,Male,$20-29,0,0,0,0,0,0,0,1,1,USA,Computer,Married,Privacy,1,,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,34
24,More,1,1,0,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,51-75,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,45
22,More,0,1,0,0,0,1,0,0,Australia,0,0,0,1,0,0,Some_College,Under_25,Male,$20-29,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Censorship,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Other_sources,1-3_yr,13
27,More,1,1,0,0,0,0,0,0,Illinois,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,1,,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,Under_6_mo,15
50,Equally,0,0,0,1,0,1,0,0,California,0,0,0,1,0,0,Some_College,26-50,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Other,1,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,4-6_yr,17
36,More,1,1,0,1,0,1,1,1,New_York,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,3,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,20
74,Dont_Know,0,0,1,0,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Under_6_mo,39
22,More,0,1,0,0,0,1,0,1,Australia,0,0,0,1,0,0,College,26-50,Male,$10-19,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Censorship,2,Macintosh,English,Work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,13
7,Dont_Know,0,0,0,0,0,0,0,1,California,0,0,0,1,0,0,Some_College,Never,Male,$50-74,1,0,0,0,0,0,0,0,0,USA,Other,Married,Encryption,3,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,39
30,More,0,1,0,0,1,0,1,1,Nevada,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Censorship,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,Under_6_mo,34
51,Equally,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,NA,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Management,Married,Navigation,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,Over_7_yr,27
7,Dont_Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Other,Married,Navigation,4,,English,Home,White,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
38,More,0,1,0,0,1,1,1,0,California,0,0,0,1,0,0,High_School,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Other,Married,Censorship,1,,English,Home,White,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo,34
40,More,1,1,0,1,1,1,1,0,Kansas,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,1,0,0,0,0,0,0,0,USA,Management,Married,Encryption,1,NT,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Payment_mechanism,Over_7_yr,41
58,More,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Privacy,2,Win95,English,Primarily_home,White,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,14
40,More,0,0,0,0,0,1,0,0,Russia,0,0,0,1,0,0,Doctoral,Never,Male,Under_$10,0,0,0,0,0,0,0,1,0,Europe,Computer,Married,Navigation,1,PC_Unix,Russian,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not_Say,Not_say,Dont_know,Yes,1,0,0,0,0,1,Other_sources,4-6_yr,31
38,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,1,,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,44
28,More,1,1,0,0,0,0,1,0,California,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Taxes,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo,43
48,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Separated,Censorship,1,Win95,English,Home,Black,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,Under_6_mo,17
20,Equally,0,1,0,0,0,1,1,0,Australia,0,0,0,1,0,0,Some_College,51-75,Male,$20-29,0,0,0,1,0,0,0,0,0,Oceania,Computer,Single,Other,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr,34
17,Equally,0,1,0,1,0,0,1,1,Missouri,0,0,0,1,0,0,High_School,Under_25,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Windows,English,School,White,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,Not_Applicable,Heterosexual,No,No,0,0,0,1,0,0,Other,1-3_yr,24
47,Dont_Know,0,0,1,0,0,0,0,0,Hawaii,0,0,0,1,0,0,Some_College,NA,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Dont_Know,1,,English,Primarily_home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Payment_mechanism,6-12_mo,41
55,More,0,1,0,0,0,0,0,0,Florida,0,0,0,1,0,0,Masters,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,4-6_yr,39
32,More,1,1,0,0,0,1,1,1,Ohio,0,0,0,1,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,1,0,0,USA,Computer,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,4-6_yr,34
53,Dont_Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Privacy,2,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo,39
38,Equally,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,High_School,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,4,,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Not_say,Yes,Yes,0,0,0,0,1,0,Already_paying,6-12_mo,34
50,More,0,1,0,0,0,0,0,0,Florida,1,0,0,0,0,0,High_School,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo,39
27,Dont_Know,0,0,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,College,Under_25,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Taxes,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,14
41,Equally,1,0,0,1,0,1,0,1,Georgia,0,0,0,1,0,0,Masters,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Single,Navigation,1,Win95,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,23
19,Equally,0,0,1,0,0,0,0,0,Connecticut,0,0,0,1,0,0,Some_College,51-75,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other,4-6_yr,37
15,More,0,1,0,0,0,1,0,0,Washington_D.C.,0,0,0,0,0,1,Grammar,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Dont_Know,1,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,No,Not_say,Yes,Yes,0,0,1,0,0,0,Already_paying,4-6_yr,24
25,Equally,1,0,0,0,0,1,0,0,Poland,0,0,0,1,0,0,Masters,Under_25,Male,Under_$10,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Privacy,2,Win95,Polish,Primarily_work,White,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1,Other_sources,1-3_yr,12
5,Dont_Know,0,0,1,0,0,0,0,0,Burundi,0,0,0,1,0,0,Masters,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,Africa,Other,Other,Taxes,2,,English,Other,Asian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Bisexual,Yes,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,39
33,More,1,1,0,0,0,1,0,1,California,0,0,0,1,0,0,Some_College,NA,Male,Over_$100,1,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Unix,Spanish,Primarily_home,Not_Say,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,1,Other_sources,Over_7_yr,34
63,Equally,0,0,1,0,0,0,0,0,Arizona,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,1,,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Other_sources,6-12_mo,39
45,More,0,1,0,0,0,0,0,1,Georgia,0,0,0,1,0,0,Masters,Under_25,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Management,Married,Censorship,1,OS2,English,Primarily_home,Other,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,27
56,More,1,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Under_25,Female,Over_$100,0,0,0,1,0,0,0,0,0,USA,Management,Married,Navigation,4,Win95,English,Primarily_work,White,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,1-3_yr,7
39,More,1,0,0,0,0,1,0,1,Kentucky,0,0,0,1,0,0,Some_College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr,34
18,Equally,0,1,0,1,0,0,0,1,Virginia,0,0,0,0,0,1,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Dont_Know,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Already_paying,4-6_yr,13
44,Dont_Know,0,0,0,0,0,0,0,1,Arizona,0,0,0,0,1,0,College,Never,Male,$20-29,0,0,0,1,0,0,0,1,0,USA,Other,Married,Navigation,4,,English,Home,White,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,29
19,Dont_Know,1,1,0,0,0,0,0,0,Alberta,0,0,0,1,0,0,Some_College,26-50,Male,Under_$10,0,0,0,1,0,0,0,0,0,Canada,Education,Single,Taxes,3,Win95,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0,Cost_too_high,6-12_mo,13
48,More,0,0,0,0,0,0,0,1,Texas,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Management,Separated,Privacy,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr,41
21,More,1,0,0,0,0,0,0,1,Ontario,0,0,0,1,0,0,Some_College,Over_75,Male,$30-39,0,0,0,0,0,0,0,0,1,Canada,Computer,Single,Navigation,1,Win95,English,Primarily_home,White,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,0,Other_sources,Over_7_yr,37
35,Equally,0,1,0,0,0,1,0,0,California,0,0,0,1,0,0,College,Under_25,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Management,Single,Navigation,4,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1,Other_sources,1-3_yr,27
39,More,0,0,0,0,0,0,0,1,Indiana,0,0,0,1,0,0,Special,Never,Female,$40-49,0,0,0,0,0,0,0,1,0,USA,Professional,Divorced,Privacy,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Cost_too_high,1-3_yr,43
24,Equally,0,0,1,0,0,0,0,0,Other,0,0,0,1,0,0,Some_College,Under_25,Female,Under_$10,0,0,0,0,0,0,1,0,0,Central_America,Other,Single,Privacy,1,Dont_Know,English,School,White,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Yes,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,Under_6_mo,42
55,More,0,0,0,0,0,1,0,0,Washington_D.C.,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,1,0,0,0,0,0,0,USA,Management,Married,Censorship,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other,1-3_yr,27
53,More,0,0,0,1,1,1,1,1,New_Hampshire,0,0,0,1,0,0,College,Never,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Management,Divorced,Other,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Poor_quality,Over_7_yr,27
21,Dont_Know,1,1,0,0,0,0,1,0,Illinois,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,0,0,0,0,1,0,1,USA,Education,Single,Privacy,4,Win95,English,Work,White,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,1-3_yr,12
51,More,1,1,0,0,0,0,0,0,Florida,0,0,0,1,0,0,High_School,Never,Male,$30-39,0,0,0,0,0,0,0,1,0,USA,Other,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,6-12_mo,19
