age,income96,height,weight,famsize,illegalact,charged,jobsnum90,afqt89,race,gender,grade90,partner,genhealth,typejob90,jobtrain90,label
18.0,2.3,507.0,130.0,9.0,0.0,0.0,14.0,21.0,GERMAN,Female,12TH GRADE,No,Fair,manuf,No,1
20.0,1.8,600.0,160.0,4.0,0.0,0.0,4.0,18.0,BLACK,Male,11TH GRADE,Yes,Very Good,wholesale,No,1
17.0,2.6,511.0,155.0,3.0,0.0,0.0,12.0,89.0,ENGLISH,Male,4TH YR COL,No,Very Good,retail,No,1
20.0,3.2,502.0,120.0,3.0,0.0,0.0,4.0,73.0,MEXICAN-AMERICAN,Female,3RD YR COL,No,Excellent,pro,No,1
20.0,4.8,506.0,135.0,3.0,0.0,0.0,5.0,55.0,GERMAN,Female,4TH YR COL,No,Very Good,pro,Yes,1
14.0,5.0,507.0,130.0,3.0,0.0,0.0,9.0,46.0,ITALIAN,Female,4TH YR COL,No,Very Good,manuf,No,1
22.0,1.9,509.0,160.0,3.0,0.0,0.0,10.0,45.0,BLACK,Female,1ST YR COL,No,Good,pro,No,1
19.0,0.0,502.0,136.0,5.0,0.0,0.0,10.0,79.0,OTHER,Female,4TH YR COL,No,Very Good,manuf,No,0
18.0,8.8,600.0,165.0,4.0,3.0,0.0,7.0,79.0,POLISH,Male,4TH YR COL,No,Excellent,busi,No,1
16.0,1.8,506.0,180.0,10.0,0.0,0.0,12.0,1.0,OTHER-SPANISH,Male,12TH GRADE,No,Excellent,manuf,No,1
17.0,3.8,507.0,145.0,3.0,1.0,0.0,12.0,73.0,BLACK,Female,6TH YR COL,No,Good,transp,No,1
15.0,1.3,503.0,155.0,3.0,0.0,0.0,4.0,8.0,BLACK,Female,12TH GRADE,No,Good,personal,No,0
17.0,3.6,507.0,135.0,4.0,0.0,0.0,7.0,76.0,GERMAN,Female,12TH GRADE,No,Very Good,manuf,No,1
21.0,0.0,503.0,112.0,4.0,0.0,0.0,19.0,29.0,IRISH,Female,12TH GRADE,No,Good,retail,No,0
14.0,3.4,506.0,131.0,2.0,0.0,0.0,4.0,64.0,ENGLISH,Female,4TH YR COL,No,Excellent,pro,No,1
15.0,3.0,502.0,185.0,9.0,0.0,0.0,15.0,2.0,BLACK,Male,9TH GRADE,No,Very Good,construction,No,1
16.0,1.9,500.0,118.0,7.0,0.0,0.0,6.0,27.0,MEXICAN-AMERICAN,Female,3RD YR COL,No,Good,pub,No,1
17.0,1.3,508.0,169.0,5.0,0.0,0.0,8.0,73.0,BLACK,Male,12TH GRADE,No,Very Good,busi,No,0
14.0,2.6,500.0,120.0,6.0,0.0,0.0,5.0,63.0,MEXICAN,Female,2ND YR COL,No,Very Good,retail,No,1
14.0,4.05,508.0,150.0,4.0,1.0,0.0,5.0,63.0,IRISH,Male,12TH GRADE,No,Good,manuf,No,1
16.0,0.08,504.0,130.0,5.0,0.0,0.0,1.0,31.0,BLACK,Female,1ST YR COL,No,Good,busi,Yes,0
16.0,4.5,511.0,185.0,4.0,0.0,0.0,11.0,28.0,MEXICAN-AMERICAN,Male,2ND YR COL,No,Excellent,construction,No,1
15.0,2.8,510.0,140.0,5.0,0.0,0.0,5.0,80.0,FRENCH,Male,2ND YR COL,No,Excellent,busi,No,1
14.0,13.8775,510.0,190.0,4.0,0.0,0.0,12.0,33.0,BLACK,Male,4TH YR COL,No,Very Good,fin,Yes,1
15.0,3.3,507.0,125.0,5.0,0.0,0.0,3.0,37.0,IRISH,Female,12TH GRADE,No,Good,transp,No,1
20.0,4.2,507.0,165.0,5.0,0.0,0.0,16.0,99.0,OTHER,Male,7TH YR COL,No,Very Good,pro,No,1
15.0,2.8,510.0,150.0,3.0,0.0,1.0,3.0,19.0,ENGLISH,Male,12TH GRADE,No,Very Good,retail,No,1
20.0,2.0,505.0,112.0,1.0,0.0,0.0,5.0,26.0,ITALIAN,Female,2ND YR COL,Yes,Good,pub,Yes,1
16.0,2.5,507.0,125.0,2.0,3.0,1.0,8.0,35.0,AMERICAN,Male,11TH GRADE,Yes,Good,pro,Yes,1
16.0,3.5,511.0,170.0,7.0,2.0,0.0,6.0,33.0,BLACK,Male,1ST YR COL,No,Very Good,manuf,No,1
21.0,0.95,602.0,175.0,3.0,1.0,0.0,7.0,79.0,GERMAN,Male,12TH GRADE,No,Excellent,agri,No,0
21.0,1.4,504.0,165.0,2.0,0.0,1.0,9.0,20.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Fair,pro,No,0
19.0,0.0,510.0,180.0,4.0,0.0,0.0,12.0,33.0,FRENCH,Male,1ST YR COL,No,Very Good,retail,No,0
21.0,1.0,505.0,230.0,7.0,0.0,0.0,11.0,22.0,MEXICAN-AMERICAN,Female,1ST YR COL,No,Good,personal,No,0
14.0,0.0,503.0,127.0,3.0,0.0,0.0,6.0,9.0,BLACK,Female,12TH GRADE,No,Fair,retail,No,0
17.0,0.0,505.0,121.0,6.0,0.0,0.0,9.0,29.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Very Good,manuf,No,0
17.0,1.5,504.0,145.0,5.0,0.0,0.0,13.0,90.0,ENGLISH,Female,4TH YR COL,No,Good,pro,No,0
15.0,0.6,604.0,169.0,4.0,0.0,0.0,20.0,90.0,IRISH,Male,7TH YR COL,Yes,Good,enter,No,0
19.0,13.8775,510.0,180.0,5.0,0.0,0.0,4.0,48.0,ENGLISH,Male,12TH GRADE,No,Very Good,transp,No,1
20.0,0.7,500.0,103.0,1.0,0.0,1.0,16.0,33.0,BLACK,Female,3RD YR COL,No,Very Good,pro,No,0
17.0,2.1,507.0,150.0,2.0,0.0,0.0,10.0,85.0,FRENCH,Male,3RD YR COL,No,Excellent,retail,No,1
18.0,5.4,509.0,155.0,3.0,0.0,0.0,5.0,67.0,IRISH,Male,12TH GRADE,No,Very Good,busi,No,1
20.0,1.4,600.0,160.0,4.0,0.0,0.0,8.0,35.0,OTHER,Female,2ND YR COL,No,Very Good,pro,No,0
17.0,2.16,511.0,175.0,5.0,4.0,0.0,1.0,3.0,MEXICAN,Male,12TH GRADE,No,Very Good,construction,No,1
14.0,0.0,510.0,180.0,6.0,0.0,0.0,11.0,84.0,GERMAN,Male,1ST YR COL,No,Excellent,busi,No,0
20.0,5.0,511.0,200.0,3.0,0.0,0.0,1.0,17.0,GERMAN,Male,1ST YR COL,No,Good,construction,No,1
18.0,1.1,505.0,127.0,4.0,0.0,0.0,6.0,26.0,ITALIAN,Female,12TH GRADE,No,Very Good,retail,No,0
21.0,1.7,511.0,170.0,1.0,0.0,0.0,13.0,11.0,BLACK,Male,3RD YR COL,No,Good,wholesale,No,0
16.0,1.7,502.0,110.0,4.0,0.0,0.0,7.0,7.0,BLACK,Female,12TH GRADE,No,Very Good,busi,No,0
20.0,0.3,504.0,145.0,6.0,0.0,1.0,8.0,5.0,BLACK,Male,12TH GRADE,No,Excellent,construction,Yes,0
17.0,3.2,503.0,140.0,7.0,0.0,0.0,8.0,27.0,ENGLISH,Female,12TH GRADE,No,Excellent,pro,No,1
20.0,6.5,600.0,165.0,1.0,0.0,0.0,5.0,54.0,ENGLISH,Male,12TH GRADE,No,Excellent,retail,Yes,1
16.0,4.6,603.0,195.0,5.0,2.0,0.0,7.0,10.0,BLACK,Male,12TH GRADE,No,Good,manuf,No,1
20.0,1.3,506.0,160.0,10.0,0.0,0.0,8.0,5.0,BLACK,Male,12TH GRADE,No,Very Good,construction,No,0
15.0,2.6,509.0,135.0,6.0,0.0,0.0,8.0,78.0,GERMAN,Female,6TH YR COL,No,Very Good,retail,Yes,1
15.0,2.5,510.0,165.0,6.0,0.0,0.0,12.0,8.0,BLACK,Male,12TH GRADE,No,Very Good,construction,No,1
17.0,2.2,501.0,163.0,4.0,0.0,0.0,6.0,67.0,OTHER-SPANISH,Female,3RD YR COL,No,Very Good,pro,No,1
20.0,0.01,507.0,165.0,7.0,0.0,0.0,7.0,2.0,AMERICAN,Male,10TH GRADE,No,Good,construction,No,0
18.0,0.0,505.0,122.0,3.0,0.0,1.0,3.0,69.0,IRISH,Female,12TH GRADE,No,Very Good,construction,No,0
16.0,2.2,507.0,130.0,5.0,0.0,0.0,21.0,35.0,ENGLISH,Male,12TH GRADE,No,Very Good,construction,No,1
21.0,13.8775,507.0,150.0,2.0,0.0,0.0,6.0,93.0,AMERICAN,Male,4TH YR COL,Yes,Excellent,busi,No,1
17.0,0.0,502.0,114.0,6.0,0.0,0.0,4.0,5.0,BLACK,Female,12TH GRADE,No,Poor,manuf,No,0
20.0,13.8775,604.0,225.0,2.0,0.0,0.0,7.0,65.0,AMERICAN,Male,4TH YR COL,No,Excellent,busi,No,1
17.0,0.0,508.0,175.0,2.0,0.0,0.0,6.0,35.0,GREEK,Female,12TH GRADE,No,Excellent,enter,No,0
20.0,3.6,602.0,245.0,6.0,0.0,0.0,6.0,9.0,BLACK,Male,12TH GRADE,No,Excellent,manuf,Yes,1
20.0,2.9,601.0,178.0,3.0,0.0,0.0,7.0,90.0,IRISH,Male,3RD YR COL,No,Good,agri,No,1
15.0,3.8,511.0,180.0,7.0,0.0,0.0,23.0,53.0,ENGLISH,Male,2ND YR COL,No,Fair,manuf,No,1
15.0,4.7,510.0,225.0,6.0,0.0,1.0,11.0,96.0,NATIVE-AMERICAN,Male,4TH YR COL,No,Fair,manuf,Yes,1
14.0,2.4,510.0,160.0,6.0,0.0,0.0,11.0,62.0,AMERICAN,Male,5TH YR COL,No,Very Good,agri,No,1
19.0,5.0,605.0,235.0,8.0,0.0,1.0,13.0,38.0,BLACK,Male,12TH GRADE,No,Very Good,enter,Yes,1
15.0,2.9,602.0,180.0,6.0,2.0,0.0,7.0,41.0,FRENCH,Male,12TH GRADE,No,Excellent,busi,No,1
19.0,1.8,504.0,182.0,7.0,0.0,0.0,6.0,55.0,GERMAN,Female,1ST YR COL,No,Good,pro,Yes,1
20.0,1.3,507.0,125.0,6.0,5.0,1.0,5.0,34.0,BLACK,Male,10TH GRADE,Yes,Excellent,retail,No,0
17.0,1.9,503.0,135.0,8.0,4.0,0.0,7.0,53.0,ENGLISH,Female,1ST YR COL,Yes,Very Good,fin,No,1
19.0,0.7,502.0,107.0,4.0,0.0,0.0,6.0,84.0,AMERICAN,Female,2ND YR COL,No,Good,pro,Yes,0
14.0,0.0384,508.0,165.0,7.0,0.0,0.0,12.0,11.0,MEXICAN,Male,11TH GRADE,No,Good,wholesale,No,0
17.0,3.2,505.0,127.0,10.0,0.0,0.0,5.0,27.0,BLACK,Female,2ND YR COL,No,Very Good,pro,Yes,1
14.0,0.3,510.0,155.0,6.0,2.0,1.0,14.0,23.0,GERMAN,Male,10TH GRADE,No,Very Good,construction,No,0
20.0,4.6,510.0,160.0,4.0,0.0,0.0,5.0,74.0,IRISH,Female,5TH YR COL,No,Excellent,pro,Yes,1
15.0,3.3,600.0,160.0,6.0,4.0,0.0,8.0,61.0,FRENCH,Male,11TH GRADE,No,Excellent,pro,No,1
18.0,2.8,505.0,155.0,4.0,0.0,0.0,5.0,35.0,OTHER-HISPANIC,Male,1ST YR COL,No,Fair,fin,No,1
18.0,1.3,501.0,159.0,8.0,0.0,0.0,9.0,13.0,BLACK,Female,1ST YR COL,Yes,Good,manuf,No,0
16.0,3.6,506.0,110.0,3.0,0.0,0.0,12.0,98.0,NATIVE-AMERICAN,Female,4TH YR COL,No,Excellent,retail,No,1
21.0,4.7,500.0,100.0,5.0,0.0,0.0,5.0,79.0,GERMAN,Female,4TH YR COL,No,Very Good,pro,No,1
19.0,4.5,503.0,130.0,3.0,0.0,0.0,8.0,5.0,BLACK,Female,1ST YR COL,No,Good,busi,No,1
21.0,1.3,502.0,103.0,7.0,0.0,0.0,3.0,27.0,ENGLISH,Female,12TH GRADE,No,Very Good,pro,No,0
16.0,4.55,600.0,165.0,6.0,0.0,0.0,4.0,94.0,ENGLISH,Male,5TH YR COL,No,Excellent,manuf,No,1
21.0,3.3,507.0,122.0,5.0,0.0,0.0,3.0,65.0,AMERICAN,Female,4TH YR COL,No,Excellent,pro,No,1
15.0,2.25,506.0,169.0,6.0,0.0,0.0,4.0,19.0,MEXICAN,Male,6TH GRADE,No,Very Good,agri,No,1
20.0,4.4,511.0,155.0,3.0,0.0,0.0,3.0,25.0,BLACK,Male,12TH GRADE,No,Very Good,manuf,No,1
17.0,0.4,508.0,130.0,5.0,0.0,0.0,7.0,35.0,GERMAN,Female,12TH GRADE,No,Very Good,pro,No,0
15.0,4.2,510.0,168.0,5.0,0.0,0.0,7.0,80.0,IRISH,Male,2ND YR COL,Yes,Excellent,enter,No,1
20.0,2.37,511.0,220.0,1.0,0.0,0.0,10.0,2.0,ENGLISH,Male,9TH GRADE,No,Fair,transp,No,1
19.0,4.3,510.0,170.0,1.0,3.0,0.0,4.0,64.0,POLISH,Male,12TH GRADE,No,Very Good,pub,No,1
18.0,13.8775,601.0,165.0,6.0,0.0,0.0,4.0,97.0,IRISH,Male,4TH YR COL,No,Very Good,busi,No,1
18.0,3.2,604.0,198.0,7.0,1.0,0.0,9.0,52.0,BLACK,Male,1ST YR COL,No,Very Good,manuf,No,1
16.0,1.88,508.0,160.0,9.0,0.0,0.0,8.0,6.0,MEXICAN,Male,12TH GRADE,No,Very Good,agri,No,1
17.0,1.3,504.0,161.0,10.0,0.0,0.0,3.0,10.0,BLACK,Female,12TH GRADE,No,Good,fin,No,0
20.0,2.5,503.0,125.0,3.0,0.0,0.0,7.0,31.0,NATIVE-AMERICAN,Female,1ST YR COL,No,Very Good,retail,No,1
17.0,1.2,503.0,222.0,3.0,1.0,0.0,4.0,36.0,NATIVE-AMERICAN,Female,12TH GRADE,No,Very Good,pro,Yes,0
16.0,1.04,504.0,175.0,4.0,0.0,0.0,11.0,11.0,BLACK,Male,12TH GRADE,Yes,Very Good,manuf,No,0
15.0,7.2,510.0,150.0,4.0,0.0,0.0,4.0,91.0,NATIVE-AMERICAN,Male,8TH YR COL OR MORE,No,Very Good,wholesale,No,1
21.0,2.86,507.0,185.0,6.0,0.0,0.0,5.0,57.0,ENGLISH,Male,12TH GRADE,No,Excellent,manuf,No,1
15.0,1.8,506.0,145.0,4.0,0.0,0.0,9.0,52.0,FRENCH,Female,11TH GRADE,No,Good,busi,No,1
15.0,3.5,501.0,98.0,5.0,0.0,0.0,3.0,48.0,GERMAN,Female,12TH GRADE,No,Good,pro,No,1
18.0,2.6,502.0,135.0,5.0,0.0,1.0,4.0,6.0,MEXICAN-AMERICAN,Male,8TH GRADE,No,Good,mining,No,1
21.0,1.0,503.0,200.0,7.0,0.0,0.0,5.0,1.0,BLACK,Female,12TH GRADE,No,Very Good,pub,No,0
17.0,2.5,601.0,150.0,5.0,3.0,0.0,6.0,41.0,ENGLISH,Male,12TH GRADE,No,Very Good,manuf,No,1
15.0,1.9,511.0,153.0,7.0,0.0,0.0,10.0,7.0,BLACK,Male,10TH GRADE,Yes,Very Good,busi,No,1
14.0,1.7,507.0,120.0,4.0,0.0,0.0,5.0,31.0,FRENCH,Female,1ST YR COL,No,Excellent,pro,No,0
15.0,1.9,503.0,117.0,13.0,1.0,0.0,5.0,5.0,BLACK,Female,12TH GRADE,No,Good,manuf,No,1
14.0,0.8,503.0,110.0,4.0,0.0,0.0,4.0,25.0,NONE,Female,12TH GRADE,Yes,Very Good,manuf,No,0
17.0,1.7,505.0,148.0,3.0,0.0,0.0,17.0,1.0,FRENCH,Male,11TH GRADE,No,Fair,manuf,No,0
15.0,1.6895,503.0,116.0,2.0,0.0,0.0,8.0,36.0,BLACK,Female,2ND YR COL,No,Very Good,personal,No,0
16.0,0.23,505.0,137.0,8.0,0.0,0.0,6.0,5.0,BLACK,Female,12TH GRADE,No,Excellent,personal,No,0
21.0,4.0,604.0,210.0,6.0,1.0,0.0,6.0,84.0,ENGLISH,Male,1ST YR COL,No,Very Good,manuf,No,1
21.0,0.4,506.0,122.0,3.0,0.0,0.0,2.0,13.0,BLACK,Female,12TH GRADE,No,Good,manuf,No,0
17.0,0.0,602.0,150.0,4.0,0.0,0.0,5.0,16.0,BLACK,Male,2ND YR COL,No,Good,manuf,Yes,0
16.0,1.92,501.0,110.0,3.0,0.0,0.0,9.0,69.0,GERMAN,Female,1ST YR COL,No,Very Good,pro,No,1
19.0,5.4,509.0,235.0,3.0,0.0,0.0,10.0,42.0,ENGLISH,Male,12TH GRADE,No,Very Good,retail,Yes,1
20.0,7.1,507.0,148.0,3.0,2.0,0.0,6.0,86.0,ENGLISH,Male,6TH YR COL,No,Very Good,manuf,Yes,1
20.0,2.9,511.0,170.0,4.0,1.0,1.0,5.0,99.0,AMERICAN,Male,2ND YR COL,Yes,Very Good,pub,Yes,1
21.0,1.7,504.0,152.0,7.0,0.0,0.0,2.0,58.0,BLACK,Female,4TH YR COL,No,Very Good,pro,No,0
17.0,1.35,507.0,141.0,4.0,0.0,0.0,16.0,91.0,ENGLISH,Female,4TH YR COL,No,Very Good,pro,No,0
19.0,5.0,506.0,130.0,6.0,1.0,0.0,10.0,70.0,ITALIAN,Male,12TH GRADE,No,Very Good,construction,No,1
18.0,2.6,503.0,130.0,5.0,0.0,0.0,4.0,38.0,BLACK,Female,3RD YR COL,Yes,Very Good,pro,Yes,1
21.0,1.9,505.0,160.0,3.0,0.0,1.0,15.0,19.0,GERMAN,Male,8TH GRADE,No,Fair,construction,No,1
14.0,0.03,600.0,160.0,7.0,0.0,0.0,3.0,4.0,BLACK,Male,12TH GRADE,No,Excellent,busi,No,0
19.0,2.4,508.0,140.0,3.0,0.0,0.0,8.0,26.0,ENGLISH,Female,4TH YR COL,No,Excellent,wholesale,No,1
19.0,2.4,511.0,180.0,4.0,0.0,0.0,10.0,47.0,BLACK,Male,12TH GRADE,No,Excellent,retail,No,1
21.0,1.65,511.0,180.0,3.0,1.0,0.0,4.0,85.0,BLACK,Male,2ND YR COL,No,Excellent,retail,No,0
14.0,2.0,511.0,185.0,5.0,0.0,0.0,10.0,36.0,NATIVE-AMERICAN,Male,12TH GRADE,No,Very Good,manuf,No,1
17.0,0.4,600.0,155.0,2.0,0.0,1.0,21.0,5.0,MEXICAN-AMERICAN,Male,12TH GRADE,No,Excellent,retail,No,0
20.0,2.4,510.0,200.0,4.0,1.0,0.0,15.0,13.0,ENGLISH,Male,1ST YR COL,No,Very Good,retail,No,1
15.0,4.06,510.0,154.0,4.0,0.0,0.0,8.0,22.0,AMERICAN,Male,12TH GRADE,No,Very Good,transp,Yes,1
20.0,1.11,500.0,107.0,3.0,1.0,0.0,13.0,54.0,ENGLISH,Female,12TH GRADE,No,Good,retail,No,0
17.0,4.5,509.0,170.0,5.0,0.0,0.0,15.0,94.0,FRENCH,Male,3RD YR COL,No,Very Good,pub,No,1
20.0,2.55,504.0,135.0,5.0,0.0,0.0,6.0,70.0,GERMAN,Female,4TH YR COL,No,Very Good,pro,No,1
15.0,2.0,500.0,103.0,3.0,0.0,0.0,2.0,34.0,NATIVE-AMERICAN,Female,12TH GRADE,No,Very Good,pro,No,1
17.0,1.8,505.0,145.0,6.0,0.0,0.0,9.0,23.0,BLACK,Female,12TH GRADE,No,Very Good,retail,No,1
15.0,1.4,602.0,175.0,4.0,1.0,0.0,7.0,74.0,ENGLISH,Male,3RD YR COL,No,Good,personal,No,0
21.0,6.0,510.0,180.0,1.0,0.0,0.0,7.0,55.0,ENGLISH,Male,12TH GRADE,No,Good,manuf,No,1
19.0,4.6,511.0,140.0,5.0,0.0,0.0,10.0,58.0,NATIVE-AMERICAN,Male,12TH GRADE,No,Very Good,manuf,No,1
19.0,3.6,603.0,180.0,6.0,1.0,0.0,13.0,95.0,FRENCH,Male,2ND YR COL,No,Excellent,wholesale,No,1
15.0,2.9,506.0,148.0,4.0,0.0,0.0,3.0,43.0,BLACK,Male,12TH GRADE,No,Very Good,transp,No,1
18.0,4.95,509.0,175.0,4.0,0.0,0.0,2.0,57.0,IRISH,Male,4TH YR COL,No,Good,pub,Yes,1
15.0,5.0,511.0,160.0,6.0,1.0,0.0,8.0,67.0,OTHER,Male,4TH YR COL,No,Very Good,fin,No,1
16.0,6.7,502.0,135.0,5.0,0.0,0.0,6.0,74.0,GERMAN,Female,4TH YR COL,No,Good,retail,No,1
18.0,0.85,503.0,165.0,8.0,0.0,0.0,16.0,11.0,MEXICAN-AMERICAN,Female,12TH GRADE,No,Good,manuf,No,0
15.0,2.1,506.0,148.0,3.0,0.0,0.0,6.0,86.0,GERMAN,Female,12TH GRADE,No,Very Good,fin,No,1
21.0,2.5,603.0,225.0,5.0,0.0,0.0,13.0,7.0,BLACK,Male,12TH GRADE,No,Very Good,construction,No,1
20.0,5.5,505.0,130.0,5.0,0.0,0.0,10.0,67.0,SCOTTISH,Female,4TH YR COL,Yes,Excellent,busi,No,1
17.0,3.0,510.0,145.0,3.0,0.0,0.0,5.0,39.0,BLACK,Male,4TH YR COL,Yes,Very Good,pub,No,1
16.0,1.0,505.0,125.0,7.0,0.0,1.0,11.0,6.0,NATIVE-AMERICAN,Male,10TH GRADE,No,Good,construction,No,0
19.0,3.1,602.0,143.0,3.0,0.0,0.0,13.0,86.0,BLACK,Male,8TH YR COL OR MORE,No,Very Good,pro,No,1
16.0,7.5,501.0,170.0,3.0,0.0,0.0,2.0,40.0,CUBAN,Female,1ST YR COL,No,Excellent,pro,No,1
20.0,0.8,504.0,160.0,11.0,0.0,0.0,4.0,7.0,BLACK,Female,12TH GRADE,No,Good,retail,No,0
21.0,2.6,603.0,170.0,2.0,0.0,1.0,9.0,6.0,BLACK,Male,12TH GRADE,No,Excellent,construction,No,1
21.0,0.22,410.0,130.0,3.0,0.0,0.0,1.0,1.0,PUERTORICAN,Female,12TH GRADE,No,Excellent,pro,Yes,0
18.0,3.5,510.0,140.0,9.0,1.0,0.0,9.0,36.0,FILIPINO,Male,1ST YR COL,No,Excellent,pub,Yes,1
17.0,4.85,502.0,135.0,8.0,0.0,0.0,6.0,76.0,BLACK,Female,5TH YR COL,No,Very Good,pro,Yes,1
14.0,3.5,503.0,160.0,6.0,3.0,0.0,6.0,47.0,AMERICAN,Female,4TH YR COL,No,Very Good,transp,No,1
16.0,1.8,507.0,155.0,4.0,3.0,0.0,9.0,53.0,IRISH,Male,12TH GRADE,No,Very Good,pro,No,1
17.0,2.3,506.0,138.0,6.0,1.0,0.0,12.0,13.0,BLACK,Male,12TH GRADE,No,Excellent,pro,No,1
16.0,0.25,505.0,135.0,10.0,0.0,0.0,3.0,63.0,MEXICAN-AMERICAN,Female,2ND YR COL,Yes,Very Good,pub,No,0
18.0,13.8775,600.0,172.0,2.0,3.0,1.0,8.0,9.0,GERMAN,Male,12TH GRADE,No,Excellent,transp,No,1
22.0,5.0,507.0,151.0,1.0,0.0,1.0,8.0,74.0,BLACK,Male,4TH YR COL,Yes,Very Good,fin,No,1
17.0,3.6,601.0,180.0,4.0,0.0,0.0,4.0,93.0,SCOTTISH,Male,6TH YR COL,No,Very Good,pro,No,1
20.0,1.5,511.0,172.0,7.0,0.0,0.0,5.0,4.0,BLACK,Male,12TH GRADE,No,Poor,manuf,No,0
17.0,5.0,603.0,200.0,10.0,0.0,0.0,9.0,99.0,IRISH,Male,4TH YR COL,No,Excellent,busi,No,1
20.0,0.0,504.0,143.0,8.0,0.0,0.0,5.0,40.0,ENGLISH,Female,12TH GRADE,No,Good,retail,No,0
18.0,2.4,501.0,145.0,6.0,0.0,0.0,11.0,72.0,BLACK,Female,4TH YR COL,No,Good,wholesale,No,1
18.0,3.2,504.0,130.0,1.0,0.0,0.0,14.0,22.0,FRENCH,Female,2ND YR COL,No,Very Good,pro,No,1
19.0,4.9,511.0,185.0,2.0,0.0,0.0,2.0,70.0,GERMAN,Male,12TH GRADE,No,Fair,manuf,No,1
20.0,3.8,510.0,150.0,2.0,0.0,0.0,7.0,28.0,BLACK,Male,12TH GRADE,Yes,Fair,busi,No,1
19.0,3.1,500.0,120.0,2.0,0.0,0.0,7.0,88.0,ENGLISH,Female,4TH YR COL,No,Very Good,retail,No,1
15.0,2.0,503.0,115.0,4.0,0.0,0.0,4.0,68.0,ENGLISH,Female,2ND YR COL,No,Good,pro,No,1
15.0,3.4,511.0,195.0,6.0,3.0,0.0,4.0,63.0,ENGLISH,Male,12TH GRADE,No,Good,wholesale,No,1
15.0,2.0,503.0,150.0,5.0,0.0,0.0,10.0,16.0,CUBAN,Female,12TH GRADE,No,Excellent,fin,Yes,1
16.0,2.8,504.0,120.0,9.0,0.0,0.0,12.0,9.0,BLACK,Female,2ND YR COL,No,Very Good,pro,No,1
16.0,3.2,505.0,122.0,4.0,0.0,0.0,9.0,40.0,GERMAN,Female,4TH YR COL,No,Excellent,pub,No,1
17.0,2.7,508.0,145.0,3.0,0.0,0.0,7.0,17.0,PUERTORICAN,Male,8TH GRADE,No,Very Good,manuf,No,1
18.0,2.2,511.0,170.0,4.0,3.0,0.0,13.0,57.0,GERMAN,Male,4TH YR COL,No,Good,busi,No,1
16.0,2.8,511.0,195.0,5.0,0.0,0.0,3.0,40.0,ENGLISH,Male,2ND YR COL,No,Very Good,transp,No,1
17.0,3.1,508.0,175.0,4.0,0.0,0.0,4.0,19.0,MEXICAN-AMERICAN,Male,11TH GRADE,No,Very Good,busi,Yes,1
20.0,0.8,600.0,170.0,1.0,3.0,0.0,16.0,85.0,ENGLISH,Male,5TH YR COL,Yes,Very Good,enter,No,0
17.0,2.4,507.0,155.0,5.0,1.0,0.0,8.0,42.0,GERMAN,Male,12TH GRADE,No,Very Good,manuf,No,1
14.0,13.8775,504.0,145.0,5.0,0.0,0.0,8.0,89.0,RUSSIAN,Male,6TH YR COL,No,Very Good,pro,No,1
20.0,3.3,504.0,180.0,8.0,0.0,0.0,4.0,50.0,IRISH,Female,12TH GRADE,No,Very Good,transp,Yes,1
15.0,5.0,503.0,125.0,4.0,0.0,0.0,3.0,22.0,BLACK,Female,4TH YR COL,No,Very Good,pub,No,1
15.0,1.7,606.0,205.0,11.0,2.0,1.0,8.0,4.0,BLACK,Male,3RD YR COL,Yes,Good,manuf,Yes,0
21.0,2.8,503.0,115.0,12.0,0.0,0.0,4.0,70.0,MEXICAN-AMERICAN,Female,6TH YR COL,No,Excellent,pro,No,1
16.0,3.85,511.0,140.0,3.0,3.0,0.0,5.0,27.0,GERMAN,Male,12TH GRADE,No,Excellent,manuf,No,1
15.0,2.5,503.0,143.0,4.0,0.0,0.0,8.0,30.0,ENGLISH,Female,12TH GRADE,No,Very Good,pro,No,1
19.0,3.2,505.0,227.0,6.0,0.0,0.0,7.0,10.0,BLACK,Female,1ST YR COL,No,Good,pro,No,1
14.0,0.6,510.0,170.0,3.0,4.0,0.0,5.0,5.0,BLACK,Male,12TH GRADE,No,Poor,manuf,No,0
14.0,1.5,504.0,115.0,7.0,0.0,0.0,11.0,10.0,ENGLISH,Male,9TH GRADE,No,Good,construction,No,0
17.0,5.7,508.0,130.0,7.0,0.0,0.0,10.0,38.0,MEXICAN-AMERICAN,Female,3RD YR COL,No,Excellent,busi,No,1
21.0,3.6,504.0,120.0,9.0,0.0,0.0,4.0,34.0,BLACK,Female,4TH YR COL,No,Fair,transp,No,1
22.0,2.0,505.0,149.0,3.0,0.0,0.0,5.0,70.0,ENGLISH,Female,1ST YR COL,No,Very Good,construction,No,1
17.0,1.3,600.0,145.0,10.0,0.0,0.0,17.0,1.0,ENGLISH,Male,12TH GRADE,No,Very Good,retail,No,0
14.0,2.2,503.0,145.0,11.0,0.0,0.0,12.0,63.0,BLACK,Male,12TH GRADE,No,Fair,construction,No,1
15.0,2.627,510.0,138.0,4.0,0.0,0.0,17.0,32.0,BLACK,Male,2ND YR COL,No,Very Good,pub,No,1
20.0,0.6,504.0,118.0,5.0,0.0,0.0,9.0,29.0,ENGLISH,Female,2ND YR COL,No,Very Good,retail,No,0
