N1,N2,N3,N4,N5,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,label
126.0,121.3,12.4,0.5,1.79,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,19.0,19.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,1
128.0,127.0,12.4,0.5,1.79,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,19.0,38.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,4.0,0.0,1
143.0,144.1,10.8,1.4,1.74,1.0,1.0,1.0,9670.0,1.0,1.0,1.0,3.0,38.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,10.0,5.0,0.0,1
150.0,150.0,13.9,-0.3,0.79,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,37.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
130.0,133.8,7.6,2.6,0.32,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
156.0,153.6,9.4,-0.8,-3.12,1.0,1.0,1.0,171.0,1.0,1.0,1.0,19.0,38.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
140.0,128.1,16.2,0.3,-0.92,1.0,1.0,3.0,9773.0,1.0,1.0,1.0,1.0,39.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,6.0,9.0,0.0,0.0,0
107.0,104.2,11.1,0.6,2.02,1.0,1.0,1.0,9238.0,1.0,1.0,1.0,2.0,12.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
140.0,126.4,11.1,0.6,2.02,1.0,17.0,3.0,9500.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,0
124.0,117.7,9.4,-0.8,-3.12,1.0,1.0,2.0,9670.0,1.0,1.0,1.0,19.0,1.0,9.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,5.0,6.0,5.0,0.0,0
130.0,130.0,16.2,0.3,-0.92,1.0,7.0,1.0,9500.0,1.0,3.0,1.0,37.0,37.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,0
140.0,150.0,16.2,0.3,-0.92,1.0,39.0,1.0,9085.0,1.0,2.0,1.0,38.0,38.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
130.0,113.3,12.4,0.5,1.79,1.0,39.0,1.0,9556.0,1.0,1.0,1.0,19.0,38.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,7.0,15.0,5.0,0.0,0.0,8.0,14.0,7.0,0.0,1
154.0,133.4,12.7,3.7,-1.7,1.0,1.0,2.0,9773.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,8.0,5.0,0.0,2
125.0,114.9,8.9,1.4,3.51,1.0,1.0,4.0,9238.0,1.0,1.0,1.0,19.0,38.0,9.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,9.0,3.0,0.0,1
136.0,125.5,7.6,2.6,0.32,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,19.0,38.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
133.0,127.1,11.1,0.6,2.02,1.0,17.0,1.0,9085.0,1.0,1.0,1.0,19.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
114.0,127.3,10.8,1.4,1.74,1.0,17.0,3.0,9254.0,1.0,1.0,26.0,38.0,3.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,6.0,14.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,0
143.0,133.9,12.7,3.7,-1.7,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,1.0,19.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,2
120.0,118.3,13.9,-0.3,0.79,1.0,1.0,1.0,9773.0,1.0,1.0,1.0,19.0,37.0,9.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,6.0,15.0,3.0,0.0,0
133.1,106.0,12.7,3.7,-1.7,1.0,1.0,4.0,9147.0,1.0,1.0,1.0,1.0,19.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,5.0,14.0,1.0,0.0,1
180.0,180.0,13.9,-0.3,0.79,1.0,7.0,1.0,9119.0,1.0,4.0,1.0,4.0,3.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,30.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,5.0,10.0,3.0,0.0,1
130.0,110.0,9.4,-0.8,-3.12,2.0,39.0,1.0,8014.0,0.0,1.0,1.0,37.0,37.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,11.0,5.0,0.0,2
130.0,130.0,7.6,2.6,0.32,4.0,27.0,1.0,9070.0,1.0,2.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,15.0,18.0,18.0,17.0,0.0,13.0,18.0,18.0,16.0,0.0,0
132.0,120.8,11.1,0.6,2.02,1.0,17.0,4.0,9147.0,1.0,1.0,1.0,38.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,8.0,4.0,0.0,0.0,5.0,10.0,2.0,0.0,0
129.0,122.0,7.6,2.6,0.32,1.0,1.0,3.0,9254.0,1.0,1.0,1.0,37.0,38.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,6.0,8.0,5.0,0.0,1
100.0,134.3,16.2,0.3,-0.92,1.0,42.0,1.0,9500.0,1.0,1.0,1.0,19.0,37.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,12.0,17.0,21.0,17.0,0.0,11.0,17.0,19.0,17.0,0.0,2
150.0,139.9,9.4,-0.8,-3.12,2.0,1.0,1.0,8014.0,0.0,1.0,1.0,1.0,37.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
127.0,121.4,12.4,0.5,1.79,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,7.0,10.0,5.0,0.0,0.0,8.0,9.0,8.0,0.0,1
133.0,128.8,10.8,1.4,1.74,1.0,43.0,1.0,9070.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,6.0,12.0,12.0,12.0,0.0,6.0,12.0,12.0,12.0,0.0,2
110.0,160.5,13.9,-0.3,0.79,2.0,39.0,1.0,8014.0,0.0,3.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,8.0,11.0,11.0,11.0,0.0,5.0,8.0,8.0,8.0,0.0,2
100.0,130.0,7.6,2.6,0.32,1.0,42.0,1.0,9500.0,1.0,1.0,1.0,3.0,37.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,14.0,14.0,12.0,1.0,0.0,14.0,14.0,12.0,1.0,2
124.0,129.6,7.6,2.6,0.32,1.0,1.0,2.0,9238.0,1.0,1.0,1.0,38.0,19.0,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
175.0,157.5,10.8,1.4,1.74,1.0,1.0,3.0,9773.0,1.0,1.0,1.0,3.0,38.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,0
141.0,133.0,9.4,-0.8,-3.12,1.0,1.0,5.0,9853.0,1.0,1.0,1.0,37.0,19.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,6.0,12.0,5.0,0.0,0
100.0,130.0,9.4,-0.8,-3.12,4.0,39.0,1.0,8014.0,0.0,3.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,2
125.0,115.6,12.4,0.5,1.79,1.0,17.0,2.0,9773.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
120.0,120.6,16.2,0.3,-0.92,1.0,43.0,1.0,9500.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,12.0,4.0,0.0,0.0,7.0,10.0,3.0,0.0,0
137.0,127.5,9.4,-0.8,-3.12,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,2
117.0,109.3,11.1,0.6,2.02,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,7.0,0.0,2
118.0,110.3,11.1,0.6,2.02,1.0,17.0,2.0,9254.0,1.0,1.0,22.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,6.0,5.0,0.0,1
130.0,120.0,9.4,-0.8,-3.12,2.0,39.0,1.0,9254.0,1.0,1.0,1.0,37.0,37.0,4.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,6.0,8.0,5.0,0.0,2
138.0,134.5,12.4,0.5,1.79,1.0,18.0,1.0,8014.0,0.0,1.0,1.0,19.0,1.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,8.0,6.0,0.0,2
178.0,157.7,15.5,2.8,-4.06,1.0,1.0,1.0,9254.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,6.0,13.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0
151.0,138.4,10.8,1.4,1.74,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,37.0,1.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,5.0,8.0,5.0,0.0,1
146.0,100.0,13.9,-0.3,0.79,1.0,43.0,1.0,9119.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,5.0,11.0,3.0,0.0,1
127.0,121.8,11.1,0.6,2.02,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,2.0,19.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,2
133.1,115.2,11.1,0.6,2.02,2.0,39.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,191.0,172.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,7.0,14.0,3.0,0.0,1
132.0,125.0,9.4,-0.8,-3.12,1.0,1.0,1.0,9853.0,1.0,1.0,1.0,2.0,19.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,8.0,5.0,0.0,1
133.1,105.0,8.9,1.4,3.51,1.0,39.0,1.0,9254.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,14.0,6.0,0.0,0.0,6.0,16.0,3.0,0.0,0
123.0,117.4,11.1,0.6,2.02,1.0,18.0,1.0,9853.0,1.0,1.0,1.0,19.0,19.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
149.0,133.0,12.7,3.7,-1.7,1.0,1.0,6.0,9500.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,8.0,8.0,7.0,0.0,2
133.1,100.0,9.4,-0.8,-3.12,4.0,39.0,1.0,8014.0,0.0,19.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,6.0,11.0,1.0,0.0,0
103.0,104.1,8.9,1.4,3.51,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,19.0,37.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
116.0,119.2,8.9,1.4,3.51,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
137.0,125.8,12.7,3.7,-1.7,1.0,17.0,1.0,9238.0,1.0,1.0,1.0,1.0,38.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,6.0,6.0,2.0,0.0,0
125.0,118.0,9.4,-0.8,-3.12,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,19.0,19.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,6.0,9.0,3.0,0.0,2
130.0,126.9,12.7,3.7,-1.7,1.0,17.0,1.0,171.0,1.0,1.0,1.0,3.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.0,108.0,13.9,-0.3,0.79,1.0,39.0,1.0,8014.0,0.0,1.0,1.0,38.0,37.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,0.0,1.0,7.0,9.0,6.0,0.0,1.0,6.0,7.0,5.0,0.0,2
122.0,118.2,12.4,0.5,1.79,1.0,17.0,1.0,9254.0,1.0,1.0,1.0,19.0,19.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,6.0,6.0,6.0,0.0,1
115.0,116.1,12.4,0.5,1.79,1.0,17.0,3.0,9119.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,8.0,5.0,0.0,0.0,5.0,7.0,5.0,0.0,0
166.0,158.7,11.1,0.6,2.02,1.0,17.0,2.0,9085.0,1.0,1.0,1.0,1.0,19.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,7.0,6.0,0.0,2
133.1,101.0,8.9,1.4,3.51,1.0,18.0,3.0,9147.0,1.0,1.0,1.0,1.0,38.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
147.0,134.8,7.6,2.6,0.32,1.0,1.0,3.0,9500.0,1.0,1.0,1.0,37.0,38.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
133.0,128.8,13.9,-0.3,0.79,1.0,17.0,3.0,9500.0,1.0,1.0,1.0,38.0,19.0,9.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
141.0,125.5,9.4,-0.8,-3.12,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,19.0,38.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,10.0,8.0,2.0,0.0,8.0,10.0,8.0,2.0,2
121.0,118.6,8.9,1.4,3.51,1.0,51.0,1.0,33.0,1.0,1.0,1.0,19.0,37.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,14.0,21.0,23.0,20.0,0.0,10.0,14.0,18.0,14.0,0.0,2
130.0,125.5,11.1,0.6,2.02,1.0,1.0,1.0,9070.0,1.0,1.0,41.0,37.0,19.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
133.1,110.0,9.4,-0.8,-3.12,2.0,39.0,2.0,9147.0,1.0,1.0,1.0,37.0,37.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0
140.0,140.0,10.8,1.4,1.74,1.0,7.0,1.0,8014.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
133.1,121.5,7.6,2.6,0.32,1.0,26.0,1.0,9147.0,1.0,2.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,13.0,15.0,17.0,13.0,0.0,11.0,14.0,14.0,11.0,0.0,0
133.1,115.5,11.1,0.6,2.02,1.0,39.0,1.0,9556.0,1.0,1.0,1.0,44.0,40.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,7.0,13.0,5.0,0.0,0.0,7.0,14.0,3.0,0.0,0
118.0,111.0,7.6,2.6,0.32,1.0,17.0,1.0,9070.0,1.0,1.0,1.0,38.0,19.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
150.0,110.0,9.4,-0.8,-3.12,1.0,42.0,1.0,9500.0,1.0,1.0,1.0,19.0,1.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,6.0,14.0,20.0,14.0,6.0,6.0,14.0,20.0,14.0,6.0,2
133.1,130.0,9.4,-0.8,-3.12,2.0,39.0,1.0,9238.0,1.0,19.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,1
134.0,128.4,9.4,-0.8,-3.12,1.0,1.0,1.0,9085.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,12.0,5.0,2.0,0.0,5.0,8.0,4.0,0.0,2
124.0,118.1,9.4,-0.8,-3.12,1.0,1.0,2.0,9853.0,1.0,1.0,1.0,38.0,37.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,6.0,10.0,5.0,0.0,0
143.0,130.6,16.2,0.3,-0.92,1.0,17.0,1.0,9500.0,1.0,1.0,1.0,37.0,37.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,10.0,8.0,0.0,2
133.1,140.0,12.7,3.7,-1.7,1.0,39.0,1.0,9147.0,1.0,12.0,1.0,1.0,1.0,9.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
160.0,160.0,12.4,0.5,1.79,1.0,44.0,1.0,9003.0,1.0,39.0,1.0,38.0,38.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,6.0,9.0,6.0,0.0,2
131.0,118.4,7.6,2.6,0.32,1.0,17.0,1.0,9130.0,1.0,1.0,1.0,19.0,9.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,5.0,7.0,5.0,0.0,2
130.0,127.6,7.6,2.6,0.32,4.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1
125.0,122.6,13.9,-0.3,0.79,1.0,1.0,4.0,9238.0,1.0,1.0,1.0,19.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,6.0,8.0,2.0,0.0,1
148.0,132.0,7.6,2.6,0.32,1.0,1.0,4.0,9500.0,1.0,1.0,1.0,1.0,37.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,7.0,7.0,6.0,0.0,2
123.0,134.0,12.4,0.5,1.79,1.0,43.0,1.0,9773.0,1.0,1.0,1.0,19.0,19.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
137.0,131.4,15.5,2.8,-4.06,1.0,17.0,1.0,9147.0,1.0,1.0,1.0,3.0,38.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,5.0,13.0,4.0,0.0,0.0,5.0,7.0,3.0,0.0,0
122.0,128.8,8.9,1.4,3.51,1.0,51.0,1.0,9070.0,1.0,1.0,1.0,38.0,38.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,4.0,12.0,13.0,5.0,0.0,4.0,12.0,12.0,4.0,0.0,0
126.0,116.9,13.9,-0.3,0.79,1.0,17.0,1.0,9003.0,1.0,1.0,1.0,37.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,6.0,10.0,4.0,0.0,0
161.0,154.4,16.2,0.3,-0.92,1.0,1.0,3.0,9070.0,1.0,1.0,1.0,38.0,37.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,2
131.0,126.1,16.2,0.3,-0.92,1.0,43.0,1.0,9147.0,1.0,1.0,1.0,3.0,19.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,9.0,4.0,2.0,1
100.0,100.0,12.7,3.7,-1.7,2.0,39.0,2.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,51.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
120.0,113.7,9.4,-0.8,-3.12,1.0,17.0,6.0,9670.0,1.0,1.0,1.0,1.0,14.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,2
130.0,130.0,9.4,-0.8,-3.12,1.0,7.0,1.0,9500.0,1.0,3.0,1.0,37.0,37.0,90.0,90.0,1.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,0
122.0,123.1,9.4,-0.8,-3.12,1.0,17.0,5.0,9773.0,1.0,1.0,1.0,38.0,38.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,6.0,12.0,3.0,0.0,0
131.0,130.0,10.8,1.4,1.74,1.0,1.0,1.0,9147.0,1.0,1.0,1.0,38.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,10.0,5.0,0.0,2
133.1,113.0,16.2,0.3,-0.92,4.0,39.0,1.0,8014.0,0.0,1.0,1.0,37.0,37.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0,0.0,6.0,18.0,2.0,0.0,0.0,6.0,7.0,6.0,0.0,2
130.0,123.0,9.4,-0.8,-3.12,1.0,17.0,1.0,9119.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0
130.0,118.8,11.1,0.6,2.02,1.0,1.0,1.0,9500.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,8.0,9.0,8.0,0.0,2
110.0,150.0,15.5,2.8,-4.06,2.0,39.0,1.0,9991.0,0.0,1.0,1.0,37.0,37.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,5.0,9.0,5.0,0.0,2
