N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,label
6,4,260,4,1,1726,F,Ship,medium,M,0
4,5,165,3,5,4735,C,Ship,high,M,0
5,2,223,5,5,1484,B,Road,medium,M,1
3,3,219,3,17,3387,B,Ship,medium,F,1
4,5,244,3,6,1360,D,Ship,low,M,1
3,3,273,3,6,5269,B,Ship,medium,F,1
4,2,231,5,8,1562,F,Ship,medium,M,0
3,1,231,2,12,2123,F,Ship,low,F,1
5,2,209,4,15,3330,F,Flight,medium,M,1
6,3,252,2,6,1470,A,Ship,low,M,1
5,3,215,2,10,5194,B,Ship,medium,F,1
3,3,160,3,1,4769,C,Ship,low,M,0
4,3,141,4,38,1599,D,Ship,medium,F,1
4,4,208,3,10,4919,F,Flight,low,F,0
4,1,230,3,40,2225,D,Ship,medium,M,1
4,4,247,2,6,5833,B,Ship,medium,F,1
5,3,240,5,4,1389,F,Road,low,M,0
4,4,201,10,3,4202,C,Ship,low,M,0
5,5,171,3,6,4209,C,Flight,medium,F,1
4,5,160,2,8,5234,F,Ship,medium,F,0
4,5,187,5,16,3781,C,Flight,medium,M,1
3,5,217,2,6,5182,C,Ship,medium,F,0
4,4,251,5,2,1329,D,Ship,medium,F,1
4,3,207,3,5,4847,F,Road,medium,F,1
3,2,177,4,3,4199,A,Ship,low,F,1
4,4,255,6,2,1430,D,Ship,low,F,1
3,4,209,3,37,2215,F,Ship,low,M,1
4,2,192,3,3,4130,C,Ship,low,F,1
3,4,182,3,2,5281,D,Ship,medium,F,1
5,1,145,2,8,4485,C,Ship,medium,M,1
3,3,271,2,15,3542,B,Ship,medium,M,1
3,5,226,2,2,1043,C,Ship,medium,F,1
3,3,135,3,19,1366,D,Ship,low,F,1
5,4,212,6,5,2041,D,Flight,medium,F,1
2,2,237,5,6,4622,D,Ship,low,F,1
6,1,242,5,5,1555,B,Flight,low,F,0
3,1,223,3,4,4495,C,Flight,medium,F,1
4,4,248,3,1,5198,B,Ship,low,F,0
4,1,184,7,6,4956,D,Ship,medium,F,0
5,5,98,2,2,4125,A,Ship,medium,M,1
5,3,245,5,2,1937,F,Ship,low,F,0
5,1,182,2,6,4121,C,Ship,low,M,1
5,5,268,5,10,1906,C,Ship,medium,F,0
5,4,219,4,8,4540,F,Flight,low,F,0
6,5,178,3,5,4096,C,Ship,low,F,0
5,4,219,5,5,1867,B,Flight,low,M,0
3,2,220,3,7,4555,F,Road,medium,M,1
4,4,264,6,6,1748,F,Road,medium,F,1
3,3,218,3,3,2255,A,Ship,low,M,1
3,4,228,2,65,3943,F,Ship,medium,M,1
4,1,225,3,9,4242,A,Ship,medium,M,1
4,5,196,5,2,5840,A,Flight,low,F,0
4,2,158,4,13,1785,C,Ship,low,F,1
5,4,178,7,52,1824,C,Ship,medium,M,1
4,4,192,4,46,3599,A,Ship,medium,F,1
2,1,111,3,16,1882,C,Flight,medium,M,1
5,1,142,4,2,4735,A,Road,medium,F,1
4,5,252,2,6,4147,F,Road,high,F,1
5,5,272,2,1,4883,A,Flight,low,M,1
2,2,258,3,3,5365,F,Ship,medium,F,1
3,2,168,3,10,4979,F,Ship,medium,M,1
4,1,213,3,21,3585,F,Ship,low,F,1
5,2,239,5,6,1365,B,Ship,medium,F,1
3,4,235,2,7,4013,F,Ship,medium,M,1
3,5,143,3,10,5021,A,Ship,low,F,0
4,2,222,2,16,2518,A,Ship,medium,F,1
4,5,217,4,3,5966,C,Flight,medium,F,0
4,1,215,2,32,3066,F,Flight,low,M,1
3,1,191,2,10,5073,D,Flight,medium,F,0
3,4,175,3,4,1519,C,Ship,medium,M,1
4,5,266,3,2,4867,A,Ship,medium,F,0
3,1,188,2,14,2074,F,Ship,low,F,1
6,4,296,4,5,1782,B,Ship,medium,M,1
3,5,177,2,2,4906,F,Flight,low,F,1
4,5,142,2,2,5150,C,Road,low,M,1
3,1,145,2,28,1313,A,Flight,low,M,1
4,4,238,3,13,2042,B,Road,low,F,1
2,5,195,3,3,5785,F,Ship,low,M,0
3,5,231,2,49,2341,F,Ship,medium,M,1
3,3,168,3,11,1008,A,Ship,medium,M,1
4,1,143,3,4,4283,D,Flight,medium,M,0
3,4,173,3,52,1587,A,Ship,medium,M,1
3,1,227,3,47,3512,B,Road,medium,F,1
3,4,257,3,4,4883,B,Road,low,F,0
6,5,135,5,55,1078,F,Ship,low,M,1
3,2,229,3,9,4491,C,Flight,medium,M,1
3,1,192,3,4,4997,A,Ship,medium,M,1
4,3,239,2,7,5384,C,Ship,medium,F,0
4,5,189,2,6,5439,B,Ship,medium,M,1
5,1,173,4,2,4615,F,Road,medium,F,0
3,4,176,3,36,1779,F,Road,high,M,1
3,5,273,10,5,4608,B,Ship,medium,F,0
4,1,255,5,1,1918,C,Ship,medium,F,1
4,1,189,2,4,4122,D,Road,medium,M,0
4,5,204,3,4,5476,A,Road,medium,F,0
2,4,139,4,3,5041,C,Flight,high,M,0
5,3,203,2,37,3531,B,Road,low,F,1
4,5,219,3,1,5221,F,Ship,low,F,0
5,1,241,3,7,5342,B,Ship,low,M,0
3,3,182,10,3,5555,F,Flight,low,M,0
5,2,165,3,10,5598,F,Flight,medium,F,0
4,2,148,3,2,1805,A,Flight,medium,M,1
2,4,156,3,8,5668,D,Ship,medium,F,1
4,4,224,2,31,2084,F,Ship,high,F,1
3,1,251,6,10,4912,F,Ship,medium,M,0
5,5,180,2,5,4585,F,Flight,high,M,1
3,1,166,2,10,5932,A,Flight,low,F,1
4,2,192,3,4,5578,C,Ship,low,F,1
4,2,175,3,34,1005,C,Ship,medium,F,1
5,3,191,3,6,4244,A,Ship,high,F,0
6,4,299,4,9,1527,F,Ship,low,M,0
3,5,135,2,4,5275,A,Ship,low,F,1
4,4,251,4,1,4252,A,Ship,low,F,0
5,1,152,3,3,5981,C,Road,medium,F,0
5,3,256,2,3,4456,C,Flight,low,M,0
4,3,189,3,4,5613,D,Ship,medium,F,1
3,3,141,3,7,4954,F,Ship,low,F,1
6,1,170,3,10,4858,B,Ship,low,F,0
4,1,140,5,6,4001,F,Road,medium,M,1
4,2,136,2,17,1285,A,Flight,medium,F,1
3,4,209,3,37,3650,D,Flight,high,F,1
4,2,230,3,5,5888,F,Ship,high,F,0
4,4,184,3,27,3967,A,Road,high,F,1
3,1,258,2,11,2791,F,Road,medium,M,1
4,3,197,4,58,3617,F,Ship,medium,M,1
5,2,270,3,3,5266,D,Ship,low,M,1
3,1,147,4,18,1613,C,Ship,low,M,1
2,4,246,2,1,5374,D,Road,medium,M,1
3,5,161,3,2,4475,F,Flight,low,M,0
3,2,242,5,6,4694,B,Flight,medium,M,0
4,5,231,3,4,5174,B,Ship,low,F,1
5,4,202,3,3,4559,D,Flight,low,F,1
4,5,129,5,7,5554,F,Road,medium,M,1
6,1,289,5,7,1223,C,Ship,medium,M,0
4,5,167,2,7,4289,F,Road,low,F,1
3,3,134,3,8,4950,F,Ship,medium,F,0
4,2,173,2,9,4307,A,Ship,medium,M,0
4,4,184,3,8,4453,B,Flight,low,M,1
3,5,271,3,9,5328,B,Flight,low,F,0
6,1,196,4,2,5844,C,Ship,medium,F,0
4,2,268,2,8,4219,F,Ship,medium,F,0
6,5,301,4,3,1958,B,Flight,low,F,0
4,2,173,3,63,1220,B,Ship,medium,F,1
6,1,237,5,2,5364,F,Ship,high,M,0
4,4,246,3,2,4150,A,Ship,medium,F,0
6,4,306,4,9,1595,F,Road,low,M,0
5,4,228,6,5,4974,B,Ship,medium,M,1
5,1,264,3,6,2882,B,Ship,low,M,1
4,4,258,7,8,5069,D,Road,medium,M,0
4,4,205,2,8,5876,F,Road,medium,F,0
5,2,174,3,10,4902,D,Ship,medium,F,1
3,4,216,3,3,5149,C,Flight,low,F,0
4,5,187,2,6,4316,F,Flight,low,M,1
2,1,170,3,41,1128,F,Ship,low,M,1
4,3,261,3,10,2802,B,Ship,low,F,1
5,5,262,5,2,1304,C,Ship,low,M,0
4,3,245,5,7,1182,A,Ship,low,M,0
3,5,203,3,58,3231,B,Ship,low,F,1
3,2,226,3,3,4940,B,Ship,medium,M,1
6,3,199,4,1,5204,F,Road,medium,F,0
4,5,251,5,7,1070,A,Road,medium,F,1
6,5,283,4,2,1136,D,Road,low,M,1
6,5,118,2,6,1726,D,Flight,low,F,1
7,5,310,4,5,1975,F,Flight,low,F,0
6,1,290,4,6,1505,D,Flight,medium,M,1
4,2,249,6,9,1673,A,Flight,low,F,1
4,5,243,4,41,2782,F,Ship,medium,F,1
6,4,253,4,6,1961,F,Road,medium,F,0
3,5,175,2,59,1051,A,Ship,low,M,1
3,4,136,3,4,5368,C,Road,low,F,0
6,4,292,4,9,1056,F,Ship,low,M,1
6,4,260,5,2,4687,C,Ship,medium,M,1
3,1,198,4,44,2848,A,Ship,medium,F,1
5,2,254,2,5,4985,C,Ship,low,F,1
3,2,153,10,7,5305,F,Ship,high,F,0
2,3,226,3,8,5106,B,Ship,medium,M,1
3,4,272,4,23,2048,D,Ship,low,F,1
4,1,102,3,3,4179,F,Flight,medium,M,0
2,1,198,2,8,4323,B,Ship,low,M,0
7,1,302,4,4,1647,A,Flight,low,M,0
5,4,264,3,10,4025,D,Ship,medium,M,1
2,5,167,3,8,4605,F,Ship,medium,M,0
2,5,140,3,30,1030,B,Ship,low,F,1
4,4,263,2,2,5797,F,Flight,medium,M,1
3,2,188,6,1,4856,F,Ship,medium,F,0
4,3,235,6,2,4689,B,Ship,medium,M,0
3,3,183,5,3,1504,A,Ship,low,F,0
3,5,141,3,10,5775,C,Ship,medium,M,0
3,3,149,2,2,5311,F,Ship,medium,F,0
3,1,222,3,1,5362,D,Ship,low,M,1
4,5,183,2,1,4741,F,Ship,low,F,0
5,5,135,4,8,5029,A,Ship,low,M,0
3,2,240,8,9,4908,C,Flight,low,F,0
5,3,160,3,25,1977,B,Road,high,M,1
4,5,113,3,10,4053,F,Flight,medium,F,1
4,4,150,4,5,1263,F,Road,low,M,1
5,3,222,4,2,4060,D,Ship,medium,M,0
4,3,218,5,2,4823,F,Ship,low,M,1
5,3,213,4,50,2003,A,Road,medium,F,1
3,4,252,2,6,4040,C,Ship,medium,F,1
5,2,259,5,8,1678,C,Ship,low,M,0
6,2,304,4,2,1256,A,Road,low,M,1
3,4,253,3,6,3788,C,Ship,low,M,1
6,4,276,4,2,1120,D,Ship,low,F,1
5,5,239,6,1,1384,C,Ship,low,M,0
4,4,133,4,10,5296,F,Ship,high,F,0
6,2,278,4,8,1967,F,Road,high,F,0
3,5,108,2,10,5559,B,Flight,low,F,1
5,4,223,2,5,4424,D,Road,low,M,1
4,4,171,3,6,4343,F,Ship,low,M,1
6,5,256,4,5,1033,C,Ship,low,M,1
4,5,243,3,2,4909,A,Ship,low,F,0
3,5,162,2,7,1739,F,Flight,medium,M,1
5,1,267,3,7,5789,D,Ship,low,M,1
3,1,142,2,18,1428,A,Flight,high,M,1
6,1,259,3,3,5683,F,Road,low,F,0
3,3,155,3,3,5768,F,Ship,low,F,0
7,2,279,4,5,1210,D,Ship,medium,M,0
5,1,248,5,5,1861,B,Ship,medium,F,0
4,2,136,2,7,4305,A,Ship,medium,F,1
5,2,152,4,6,5596,F,Flight,medium,M,0
5,4,157,4,9,4840,D,Ship,low,M,0
3,2,174,3,30,1986,F,Ship,low,M,1
4,4,228,3,60,2715,F,Ship,low,M,1
5,1,234,5,8,1837,F,Ship,medium,M,0
3,3,134,2,1,5646,C,Flight,high,M,0
4,5,156,3,2,1127,A,Ship,low,F,1
4,5,239,5,7,1380,F,Road,low,M,0
5,5,270,3,2,4351,C,Ship,low,M,1
4,4,249,3,1,5743,C,Ship,medium,F,0
2,4,221,5,4,4034,F,Flight,medium,M,1
4,1,253,5,2,1362,C,Ship,low,F,0
6,2,245,4,10,1448,D,Ship,low,F,0
4,1,273,3,25,3717,D,Ship,medium,F,1
6,1,309,4,6,1866,F,Flight,low,F,1
3,3,194,3,6,5721,F,Ship,medium,F,1
4,5,98,4,5,4643,A,Ship,low,F,0
5,5,271,2,6,4788,A,Ship,medium,M,1
4,4,259,2,44,2132,C,Ship,medium,M,1
4,5,116,3,54,1314,B,Ship,medium,M,1
2,1,232,6,2,5281,F,Ship,low,F,1
6,4,247,4,7,1831,B,Flight,low,M,0
3,2,221,3,7,5477,B,Ship,high,F,0
4,1,204,3,3,4310,A,Flight,medium,M,0
5,2,232,6,3,1540,B,Ship,medium,F,0
4,5,230,2,38,2890,D,Flight,low,F,1
4,5,217,5,3,1572,B,Road,low,F,1
4,1,132,2,1,5025,F,Ship,medium,M,1
5,1,149,4,20,1110,D,Flight,medium,F,1
5,4,206,3,53,2182,F,Flight,low,M,1
3,3,209,3,5,5831,B,Ship,medium,F,0
6,4,256,4,9,1791,B,Road,medium,F,0
3,3,218,4,8,1883,F,Ship,medium,M,0
4,3,236,2,23,3123,D,Road,high,M,1
3,1,231,3,33,2755,B,Ship,medium,F,1
3,5,229,6,22,2717,C,Flight,medium,M,1
4,1,133,3,57,1379,F,Road,low,M,1
5,4,111,5,42,1587,A,Flight,medium,F,1
3,4,257,4,9,4537,F,Ship,low,M,0
2,5,277,3,6,1032,D,Ship,medium,M,0
5,5,240,5,10,1574,C,Ship,medium,M,1
4,4,161,4,14,1194,D,Ship,low,F,1
4,4,140,4,46,1442,A,Ship,medium,F,1
5,5,260,3,8,4586,F,Ship,medium,M,1
3,5,270,3,1,4078,A,Ship,high,M,1
6,5,282,4,1,1193,B,Ship,low,M,1
4,5,196,3,4,5610,A,Ship,low,F,0
3,4,197,6,3,4890,A,Ship,medium,M,1
5,2,280,3,8,5858,F,Ship,high,F,1
5,2,271,4,4,4066,B,Road,low,F,0
3,5,242,3,3,2268,A,Road,medium,F,1
5,5,232,3,3,5718,B,Flight,low,F,1
4,4,239,3,7,5297,D,Ship,medium,F,1
6,2,140,2,1,4053,C,Road,high,M,0
3,3,214,3,2,4964,F,Ship,medium,F,1
4,4,209,6,62,3532,D,Ship,low,M,1
2,2,149,4,7,4598,A,Road,medium,M,0
4,4,273,3,3,5749,F,Ship,low,F,1
3,1,164,2,2,1104,A,Road,low,M,1
5,3,257,5,7,1090,F,Ship,low,M,0
4,2,147,4,52,1129,C,Ship,medium,M,1
5,5,253,5,4,1482,A,Road,low,F,0
4,3,234,3,9,4868,C,Ship,medium,F,1
3,1,167,2,1,5749,D,Ship,low,M,0
4,1,139,8,6,5667,B,Road,medium,M,1
3,3,255,3,4,4628,C,Ship,low,M,1
4,2,232,5,3,1197,A,Road,medium,M,0
4,4,142,10,7,4624,F,Ship,high,F,0
4,1,183,3,3,5178,D,Ship,low,M,1
3,4,174,2,7,4596,B,Ship,low,M,0
3,2,247,3,8,5194,C,Ship,medium,M,0
2,5,270,6,1,5675,D,Ship,medium,F,0
6,2,139,6,8,1691,F,Road,medium,M,1
4,4,184,3,2,4639,A,Road,medium,M,0
5,5,209,2,3,4348,D,Ship,low,F,0
4,3,214,2,6,4345,A,Ship,medium,F,0
3,5,156,4,6,1015,A,Road,low,F,0
5,4,194,5,8,4038,A,Flight,low,M,1
6,4,150,5,8,4709,C,Road,medium,F,0
3,1,133,4,6,5162,D,Ship,medium,F,0
4,4,142,10,7,5425,F,Road,high,F,1
3,3,145,3,1,5709,D,Road,medium,M,0
5,4,167,7,43,1619,F,Ship,medium,F,1
6,3,264,4,6,1622,C,Flight,medium,F,1
5,2,274,2,5,4154,F,Road,low,F,0
3,5,166,3,1,1366,A,Road,low,F,1
4,4,186,2,9,4887,F,Ship,medium,F,1
3,4,222,3,6,5819,F,Ship,low,M,0
4,3,186,3,25,3851,D,Ship,low,F,1
3,3,270,3,7,4690,F,Ship,high,F,1
5,5,162,3,31,1364,F,Ship,high,F,1
3,1,231,2,24,3811,D,Ship,low,M,1
4,2,246,3,7,5616,F,Flight,low,F,0
7,2,291,4,8,1275,D,Ship,low,F,0
5,1,269,6,8,1341,D,Ship,medium,F,0
6,3,223,6,29,2980,F,Ship,medium,M,1
5,3,117,4,3,5078,B,Ship,low,F,0
3,4,191,2,8,5667,D,Ship,medium,M,1
5,4,241,3,40,3484,D,Ship,medium,M,1
3,5,233,4,9,4541,F,Ship,low,F,0
2,2,146,3,1,1162,F,Ship,medium,F,1
7,5,133,5,7,1239,D,Ship,low,F,1
3,2,150,3,4,1910,F,Ship,medium,F,1
5,4,145,4,4,4790,C,Ship,low,M,0
6,4,306,4,5,1703,C,Ship,low,F,1
4,4,205,3,6,4254,C,Road,low,M,0
3,2,203,2,39,3845,F,Ship,medium,F,1
3,1,179,2,3,5159,F,Road,low,M,1
5,4,243,3,35,2899,C,Ship,low,F,1
3,5,258,4,3,4212,A,Road,low,F,1
6,1,174,10,1,5784,F,Road,medium,F,1
3,5,268,4,19,2893,D,Road,high,M,1
4,4,141,3,7,4683,C,Flight,low,M,0
7,5,256,4,4,1139,C,Ship,medium,M,1
3,5,151,3,3,1273,A,Flight,low,M,1
3,4,153,2,37,1740,F,Ship,medium,M,1
3,5,250,2,9,1205,F,Ship,low,F,0
6,2,283,2,18,3077,C,Ship,low,F,1
7,2,307,4,2,1073,A,Flight,medium,M,0
4,3,259,3,45,3761,B,Ship,high,M,1
3,4,248,2,15,2983,B,Road,medium,F,1
4,3,267,4,7,5140,A,Flight,low,M,0
2,3,269,2,3,5976,B,Ship,low,M,0
4,3,161,6,6,5560,D,Ship,low,M,1
3,4,142,2,7,5346,C,Ship,medium,F,0
3,5,233,3,52,3519,F,Flight,medium,M,1
3,4,230,2,15,2302,B,Ship,medium,F,1
4,3,266,6,5,5209,D,Flight,medium,F,0
4,1,173,4,1,4684,F,Ship,medium,F,0
3,3,196,3,9,4431,D,Road,low,M,0
4,2,233,2,5,4817,F,Ship,low,F,0
6,3,244,5,5,1092,F,Ship,medium,F,0
5,2,247,3,17,3889,D,Flight,low,M,1
3,3,259,3,5,4664,D,Road,medium,F,0
4,2,182,3,58,3943,D,Ship,low,M,1
4,1,144,4,10,4175,D,Ship,low,F,0
4,3,140,3,1,4453,F,Ship,low,M,0
7,3,288,4,3,1989,A,Ship,medium,M,0
4,1,166,3,3,1453,C,Ship,high,F,1
2,4,183,2,5,5335,F,Flight,low,M,1
4,4,241,3,8,5206,C,Ship,low,F,1
6,1,280,4,5,1431,D,Ship,medium,M,0
5,5,271,2,27,3957,D,Ship,low,M,1
4,1,215,3,2,5563,C,Flight,low,F,1
4,2,142,10,9,4280,C,Ship,high,F,1
3,1,170,3,3,4454,F,Flight,low,M,1
3,5,241,10,31,2724,C,Ship,medium,F,1
3,4,204,3,27,2772,F,Flight,medium,F,1
2,3,201,3,5,5733,F,Road,medium,M,1
4,2,156,3,1,5361,C,Ship,low,F,0
6,5,161,4,20,1338,B,Ship,medium,F,1
3,4,156,2,10,5107,B,Ship,medium,F,1
3,3,174,3,2,4221,F,Ship,medium,F,0
4,3,261,4,9,5116,D,Ship,medium,M,1
3,3,176,8,1,4895,F,Ship,medium,F,1
5,5,217,6,5,1616,D,Ship,medium,M,0
3,2,272,3,2,4459,C,Road,low,M,1
6,1,247,4,4,1623,A,Ship,low,F,1
2,4,201,2,2,5115,D,Road,high,M,0
5,4,140,4,10,4528,A,Ship,low,F,0
5,1,187,4,9,5657,F,Road,medium,F,1
4,3,233,5,4,1668,F,Ship,low,M,0
4,3,236,3,4,4257,D,Ship,low,M,1
2,3,160,3,43,1251,B,Ship,low,F,1
6,2,282,4,8,1553,A,Ship,medium,M,0
5,4,263,3,10,2538,D,Road,high,M,1
7,3,305,4,3,1426,D,Ship,medium,F,1
6,5,212,4,13,3676,A,Ship,medium,F,1
4,5,234,3,3,5438,A,Road,low,M,0
3,4,226,3,26,2299,B,Ship,medium,F,1
2,3,175,6,6,5341,B,Flight,high,F,1
3,5,175,3,6,5150,F,Flight,high,F,0
2,1,121,3,25,1124,F,Ship,medium,M,1
3,2,180,4,55,1165,C,Ship,medium,M,1
4,2,275,3,26,2449,C,Ship,medium,M,1
6,1,138,3,6,1604,B,Ship,low,M,0
5,2,198,3,7,5768,C,Flight,low,F,1
3,2,185,2,3,4816,D,Ship,high,F,1
4,4,224,2,3,4817,F,Road,low,F,0
4,2,266,2,8,5516,F,Ship,low,F,0
6,4,241,6,61,2806,D,Ship,high,F,1
4,3,146,4,24,1844,B,Flight,medium,F,1
4,3,256,2,3,4679,F,Ship,medium,F,1
4,1,173,2,8,4893,B,Ship,medium,F,0
4,1,262,6,3,1830,A,Road,low,F,1
4,4,263,3,1,5283,D,Ship,medium,M,1
2,5,255,5,53,3775,C,Ship,medium,F,1
3,2,203,3,3,2791,B,Ship,high,M,1
4,1,249,3,4,5253,F,Ship,low,M,1
4,2,273,2,9,4221,B,Road,low,F,0
2,2,180,3,2,5033,C,Ship,low,M,1
5,1,254,5,10,1020,F,Ship,medium,M,0
5,4,183,2,36,3819,F,Ship,low,F,1
5,2,145,5,22,1818,F,Ship,medium,F,1
3,5,245,10,8,4909,A,Flight,medium,M,1
6,5,150,3,3,5747,F,Ship,medium,M,0
6,4,263,4,3,1276,C,Ship,low,M,0
5,2,184,3,4,4552,A,Ship,low,F,0
4,5,151,4,3,5470,C,Ship,medium,M,0
4,3,146,3,10,5372,C,Ship,medium,F,0
4,5,170,3,9,1138,F,Ship,low,F,1
3,2,272,2,33,2321,C,Road,low,M,1
4,1,174,4,3,5295,C,Flight,low,M,0
2,2,174,3,3,5348,C,Road,low,F,0
3,2,183,3,25,2023,F,Ship,medium,F,1
6,3,210,4,9,5440,A,Ship,medium,M,0
4,4,273,2,9,5151,F,Ship,low,M,0
3,3,273,4,12,2151,F,Road,low,M,1
3,2,257,2,9,5085,B,Flight,low,F,1
4,3,273,10,6,4251,F,Ship,medium,M,1
4,5,246,6,1,1400,C,Ship,low,M,1
2,2,204,4,5,5382,A,Flight,high,M,0
3,5,226,3,8,5203,F,Ship,low,M,1
4,2,252,4,3,4956,F,Ship,low,F,1
3,5,132,3,4,4212,C,Flight,medium,F,0
3,5,218,4,60,3048,F,Flight,medium,M,1
5,2,254,3,9,5714,B,Ship,low,F,1
6,1,300,4,2,1790,B,Ship,medium,F,1
4,1,191,3,6,5335,F,Ship,high,F,1
5,5,180,4,10,1200,F,Ship,high,M,1
6,3,233,6,9,4814,A,Flight,low,F,0
3,1,224,3,8,4908,D,Ship,low,M,0
4,2,228,5,6,1718,D,Ship,low,M,0
3,4,250,3,6,4830,A,Ship,low,M,1
3,5,142,2,8,4914,F,Ship,low,F,0
4,4,196,2,6,2718,D,Road,low,F,1
4,5,148,3,5,5216,C,Ship,medium,F,0
4,1,133,4,64,1834,D,Ship,medium,M,1
4,3,199,2,4,5855,F,Ship,low,M,0
6,4,221,5,8,4511,F,Flight,medium,M,1
4,5,270,5,1,1187,A,Ship,low,F,1
3,5,243,2,42,3421,D,Road,medium,M,1
3,4,180,7,4,4408,C,Flight,high,M,0
5,1,189,2,10,5248,F,Ship,medium,M,0
4,3,195,3,1,4236,D,Road,low,M,1
7,5,296,4,2,1823,A,Ship,low,F,1
7,2,307,4,8,1551,D,Ship,low,M,0
3,4,206,4,2,4372,A,Ship,medium,M,0
5,1,228,5,2,1950,D,Ship,low,F,1
7,1,301,4,10,1869,D,Ship,low,M,0
4,4,158,3,11,1224,B,Ship,medium,M,1
5,3,150,2,9,4446,D,Ship,high,F,0
4,2,246,4,7,5056,F,Ship,medium,M,1
4,4,233,4,3,5849,D,Ship,low,M,1
3,1,197,5,6,5919,F,Flight,medium,F,0
2,1,135,4,8,5001,C,Road,medium,F,1
5,1,137,5,4,4586,F,Ship,low,M,1
5,1,235,5,10,1920,F,Flight,low,F,0
5,5,266,5,7,1440,F,Ship,medium,M,0
3,1,262,2,28,2940,C,Road,low,F,1
5,1,241,4,7,5519,B,Ship,medium,M,1
6,5,266,4,8,1709,B,Ship,low,M,0
5,3,188,2,6,4840,B,Ship,low,M,0
5,1,239,5,1,1239,B,Ship,low,M,0
5,5,232,5,2,5561,B,Road,low,F,0
5,4,149,3,51,1645,B,Flight,low,M,1
4,1,210,2,7,3405,F,Flight,medium,F,1
4,1,179,2,7,4605,A,Flight,medium,F,0
4,4,240,3,62,3478,B,Ship,low,F,1
6,4,168,2,6,5686,A,Ship,high,M,0
4,3,258,3,1,4653,D,Ship,high,F,0
6,4,137,8,9,4374,F,Ship,low,F,1
2,3,130,4,10,4363,C,Ship,medium,M,0
5,2,225,5,5,1015,B,Ship,low,M,0
4,1,171,4,2,5082,F,Flight,medium,M,0
4,1,183,3,37,2042,A,Ship,low,M,1
3,1,195,5,4,4034,A,Road,low,F,0
3,3,196,3,4,5622,A,Ship,low,M,0
6,3,247,4,7,1626,F,Ship,medium,M,1
4,2,252,2,4,5233,F,Ship,high,F,1
3,1,157,3,1,4391,A,Road,medium,M,0
4,4,238,5,1,4753,A,Ship,low,M,0
3,3,272,8,7,5257,D,Flight,high,M,1
3,3,204,2,5,5399,F,Ship,medium,F,0
4,4,268,3,7,5947,B,Ship,low,M,0
4,3,173,3,2,4351,D,Flight,medium,F,0
3,2,252,4,29,2353,B,Ship,low,M,1
5,4,145,2,2,4753,F,Flight,low,M,0
3,2,239,3,4,5628,A,Ship,low,M,1
4,3,232,3,11,2624,F,Ship,low,M,1
5,2,285,4,7,1666,F,Ship,medium,F,1
5,4,222,3,20,3632,C,Ship,low,F,1
2,1,264,3,10,3409,F,Ship,medium,M,1
4,5,238,2,1,2644,F,Road,low,F,1
3,5,155,4,6,5386,B,Ship,low,M,0
4,1,258,3,2,4188,D,Road,medium,M,0
4,1,168,2,41,1515,C,Road,low,F,1
4,5,221,3,3,4430,D,Ship,medium,F,1
4,1,270,5,9,1280,A,Flight,medium,M,1
4,3,181,2,4,5622,F,Ship,low,F,1
6,5,286,4,3,1773,F,Ship,medium,F,1
2,2,161,3,5,5999,B,Ship,low,F,1
4,1,138,2,28,1528,B,Ship,low,M,1
3,4,225,4,10,4460,C,Ship,low,M,1
3,4,265,3,7,5113,D,Ship,medium,F,0
3,4,222,3,3,4068,D,Ship,medium,M,0
4,1,209,3,7,4808,F,Ship,low,F,1
4,3,274,3,8,4276,F,Ship,medium,F,0
5,4,131,8,7,4471,D,Ship,low,M,0
3,5,189,3,5,5422,F,Flight,low,M,0
3,3,270,4,18,2397,A,Road,low,F,1
3,2,173,3,40,1723,A,Ship,high,M,1
6,3,301,4,2,1083,F,Ship,low,F,0
4,1,224,2,8,3638,F,Ship,low,M,1
5,3,141,3,9,4857,F,Ship,low,M,0
3,5,175,2,40,1460,C,Ship,low,F,1
3,3,253,4,2,5040,C,Ship,low,M,1
5,1,198,5,49,3187,D,Ship,medium,F,1
5,5,167,8,44,1547,F,Ship,low,M,1
3,1,155,2,7,4221,A,Road,low,M,1
2,5,204,10,1,4709,D,Ship,low,F,0
5,3,220,3,9,5324,A,Ship,low,F,0
4,4,218,2,9,5637,D,Ship,low,M,0
4,4,209,2,3,4407,F,Ship,medium,F,0
3,4,111,5,1,4102,F,Ship,medium,F,0
3,3,231,2,8,5021,D,Ship,high,F,0
4,2,190,2,1,4020,F,Road,medium,F,1
5,1,183,3,8,4531,F,Ship,medium,F,0
3,5,157,4,2,4640,D,Ship,medium,F,0
2,3,151,3,22,1024,F,Ship,medium,M,1
3,1,231,3,9,5148,B,Ship,medium,M,1
5,2,130,4,4,4371,D,Road,high,M,0
5,5,266,4,62,2201,F,Road,medium,M,1
7,1,306,4,5,1467,A,Ship,medium,M,0
3,1,222,3,8,4650,A,Flight,medium,F,1
2,3,163,3,4,4862,D,Ship,low,F,0
4,3,233,3,4,5259,A,Ship,medium,M,0
3,4,159,2,6,4990,D,Ship,medium,F,1
4,2,266,3,7,5121,B,Ship,medium,M,0
2,2,157,3,1,1477,A,Ship,low,M,1
2,4,255,3,55,1663,F,Ship,low,F,1
4,4,270,3,4,5888,D,Ship,low,F,0
