N1,N2,N3,N4,N5,N6,N7,label
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,1
13055,5677,7378,29,122,15,14,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
146,146,0,1,0,1,0,1
889,126,763,2,30,1,1,0
502,150,352,2,1199,1,1,0
70,70,0,1,4,1,0,0
290,102,188,2,30,1,1,0
62,62,0,1,0,1,0,1
74,74,0,1,0,1,0,1
316,136,180,6,7,3,3,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
294,93,201,4,42,2,2,0
193,102,91,2,30,1,1,0
9081,3368,5713,42,76,24,18,0
1092,645,447,10,34,6,4,0
314376,14130,300246,399,246,169,230,0
15799,7457,8342,42,98,22,20,0
10613,3156,7457,42,15,24,18,0
212,102,110,2,30,1,1,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
7210,2267,4943,22,15,12,10,0
146,146,0,1,0,1,0,1
183,94,89,2,29,1,1,0
100,100,0,1,0,1,0,1
183,94,89,2,30,1,1,0
70,70,0,2,8,2,0,0
42376115,1180708,41195407,45399,148,13976,31423,0
70,70,0,1,0,1,0,2
194,102,92,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,2,8,2,0,0
193,102,91,2,29,1,1,0
442,262,180,8,42,5,3,0
1514,1514,0,1,0,1,0,1
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
5082,973,4109,18,60,9,9,0
70,70,0,2,8,2,0,0
7942,1953,5989,20,15,11,9,0
70,70,0,1,0,1,0,2
480,244,236,4,0,2,2,0
66,66,0,1,0,1,0,2
70,70,0,1,5,1,0,0
184,94,90,2,30,1,1,0
6177,969,5208,17,26,9,8,0
8761,2571,6190,24,17,14,10,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
7123,1020,6103,19,151,11,8,0
1273,471,802,11,290,6,5,0
1200,1200,0,9,1201,9,0,0
407760,15074,392686,424,25,154,270,0
6363,3790,2573,16,30,10,6,0
260,86,174,2,30,1,1,0
21073,15881,5192,47,151,30,17,0
757,102,655,2,30,1,1,0
66,66,0,1,0,1,0,1
1590,1038,552,12,48,6,6,0
6840,1556,5284,32,26,17,15,0
170,87,83,2,31,1,1,0
60,60,0,1,0,1,0,1
235,86,149,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
312,192,120,6,25,4,2,0
145,145,0,1,0,1,0,1
216,110,106,2,31,1,1,0
184,94,90,2,29,1,1,0
21106,2445,18661,45,20,24,21,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
6387,2535,3852,22,30,11,11,0
70,70,0,2,8,2,0,0
9037,3596,5441,36,321,19,17,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
183,94,89,2,30,1,1,0
2235,1055,1180,12,15,7,5,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
146,146,0,1,0,1,0,1
70,70,0,1,5,1,0,0
183,94,89,2,29,1,1,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
4710,699,4011,12,15,8,4,0
282,148,134,5,27,3,2,0
338,110,228,2,31,1,1,0
66,66,0,1,0,1,0,2
55149,7806,47343,134,108,61,73,0
422,164,258,6,30,3,3,0
338,106,232,4,37,2,2,0
244,244,0,2,0,2,0,0
62,62,0,1,0,1,0,1
404,259,145,3,33,2,1,0
70,70,0,1,4,1,0,0
193,102,91,2,30,1,1,0
230,110,120,2,29,1,1,0
138,78,60,2,5,1,1,0
168,78,90,2,30,1,1,0
12874,6770,6104,26,28,13,13,0
244,71,173,2,30,1,1,0
66,66,0,1,0,1,0,1
221,94,127,2,29,1,1,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
8195,1780,6415,23,60,12,11,0
528,528,0,9,1201,9,0,0
10402,1945,8457,24,158,11,13,0
10139,3656,6483,29,128,14,15,0
499,425,74,4,0,3,1,0
3158,1309,1849,28,418,15,13,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
157156,3872,153284,160,128,48,112,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
197,102,95,2,30,1,1,0
981499,39775,941724,1109,291,439,670,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
255,88,167,4,53,2,2,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
360,240,120,7,25,5,2,0
728,102,626,2,29,1,1,0
196,102,94,2,30,1,1,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
7819,1662,6157,20,76,11,9,0
424,104,320,4,31,2,2,0
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
198,101,97,2,31,1,1,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
772,102,670,2,30,1,1,0
60,60,0,1,0,1,0,1
193,102,91,2,31,1,1,0
153,93,60,2,5,1,1,0
3609,1654,1955,19,18,11,8,0
1917,1468,449,10,19,6,4,0
8995,2498,6497,40,256,19,21,0
177,94,83,2,30,1,1,0
194,87,107,2,31,1,1,0
750,360,390,10,60,5,5,0
10133,2663,7470,35,255,18,17,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
165191,6141,159050,184,30,67,117,0
158,158,0,1,1200,1,0,0
216,110,106,2,30,1,1,0
86,86,0,1,30,1,0,0
70,70,0,1,0,1,0,2
4125,2847,1278,18,255,10,8,0
223,78,145,2,30,1,1,0
7974,2926,5048,25,17,15,10,0
66,66,0,2,7,2,0,0
8637,5348,3289,37,738,15,22,0
70,70,0,2,8,2,0,0
66,66,0,1,0,1,0,2
31982,9936,22046,61,16,33,28,0
230,90,140,2,30,1,1,0
70,70,0,1,0,1,0,2
161,101,60,2,5,1,1,0
66,66,0,1,0,1,0,2
139,139,0,1,0,1,0,1
889,404,485,10,30,5,5,0
70,70,0,1,0,1,0,2
3129,782,2347,17,134,8,9,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
5220,2290,2930,15,121,7,8,0
3297,2327,970,22,37,11,11,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
148,148,0,1,0,1,0,1
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
184,94,90,2,31,1,1,0
145,145,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
177,94,83,2,29,1,1,0
293,102,191,2,30,1,1,0
177,94,83,2,30,1,1,0
70,70,0,2,8,2,0,0
62,62,0,1,0,1,0,1
289,92,197,4,31,2,2,0
182,94,88,2,29,1,1,0
70,70,0,1,0,1,0,2
889,126,763,3,31,2,1,0
70,70,0,1,0,1,0,2
200,94,106,2,30,1,1,0
569471,20976,548495,666,333,273,393,0
156,156,0,1,0,1,0,1
7767,1069,6698,23,3971,7,16,0
177,94,83,2,31,1,1,0
62,62,0,1,0,1,0,1
8580941,269463,8311478,9202,122,3016,6186,0
197,90,107,2,30,1,1,0
60,60,0,1,0,1,0,1
612,306,306,10,16,5,5,0
168,78,90,2,30,1,1,0
66,66,0,1,0,1,0,2
164,86,78,2,30,1,1,0
443,182,261,6,31,3,3,0
62,62,0,1,0,1,0,1
423,104,319,4,39,2,2,0
350,210,140,6,15,4,2,0
9695,5259,4436,24,35,12,12,0
70,70,0,1,0,1,0,2
288,83,205,2,30,1,1,0
180817,9921,170896,241,21,116,125,0
2733,1555,1178,22,275,11,11,0
181,86,95,2,30,1,1,0
499,425,74,4,0,3,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
4392,1781,2611,21,20,12,9,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
8423,2244,6179,32,15,17,15,0
193,102,91,2,30,1,1,0
184,94,90,2,31,1,1,0
363,97,266,4,34,2,2,0
443,98,345,4,57,2,2,0
362,240,122,7,25,5,2,0
1765,1126,639,17,125,10,7,0
526,304,222,8,30,5,3,0
146,146,0,1,0,1,0,1
70,70,0,1,4,1,0,0
5954,1454,4500,22,142,13,9,0
178,91,87,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,2,7,2,0,0
295,110,185,2,30,1,1,0
2888,1389,1499,18,15,9,9,0
11389,1184,10205,22,76,9,13,0
70,70,0,1,0,1,0,2
194,87,107,2,31,1,1,0
74,74,0,1,0,1,0,1
110,110,0,1,5,1,0,0
64,64,0,1,0,1,0,1
199,102,97,2,29,1,1,0
3160640,65300,3095340,2786,144,547,2239,0
2005,1094,911,11,87,6,5,0
70,70,0,1,0,1,0,2
13263,7381,5882,51,118,26,25,0
66,66,0,1,0,1,0,2
76625,63648,12977,139,83,79,60,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
3149,769,2380,10,120,5,5,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
864,507,357,8,38,5,3,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
4198,2498,1700,25,102,12,13,0
195,86,109,2,30,1,1,0
307,134,173,2,30,1,1,0
70,70,0,1,0,1,0,2
318,192,126,6,25,4,2,0
70,70,0,2,8,2,0,0
8562,1634,6928,27,26,13,14,0
86,86,0,1,29,1,0,0
506,131,375,4,41,2,2,0
66,66,0,1,0,1,0,1
1806,1806,0,22,225,22,0,0
8268,6054,2214,23,151,14,9,0
198,93,105,2,30,1,1,0
177,94,83,2,29,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,2
826,376,450,10,34,5,5,0
318,192,126,6,26,4,2,0
416348,12360,403988,429,16,151,278,0
280,78,202,2,30,1,1,0
14108,2487,11621,32,81,18,14,0
350,210,140,6,16,4,2,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
78832,12408,66424,109,162,46,63,0
422,164,258,6,30,3,3,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
157,157,0,1,0,1,0,3
146,146,0,1,0,1,0,1
210,102,108,2,30,1,1,0
320,97,223,4,34,2,2,0
70,70,0,1,0,1,0,2
306,142,164,2,30,1,1,0
66,66,0,1,0,1,0,2
4146,2690,1456,31,37,16,15,0
1279,714,565,11,19,6,5,0
204,118,86,2,30,1,1,0
18965,2061,16904,35,17,18,17,0
70,70,0,1,0,1,0,2
8605,3169,5436,19,17,12,7,0
70,70,0,1,4,1,0,0
66,66,0,1,0,1,0,2
9116,7610,1506,22,78,12,10,0
1711,786,925,12,16,7,5,0
134,60,74,3,10,2,1,0
9691,2221,7470,16,120,8,8,0
143,143,0,1,0,1,0,1
199,102,97,2,30,1,1,0
1548,847,701,10,16,5,5,0
70,70,0,1,0,1,0,2
5666,4417,1249,23,86,12,11,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
145,145,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,5,1,0,0
26020,2247,23773,47,18,23,24,0
184,94,90,2,30,1,1,0
4410,2321,2089,22,18,12,10,0
146,146,0,1,0,1,0,1
3955,2325,1630,18,47,11,7,0
70,70,0,1,0,1,0,2
387,134,253,2,30,1,1,0
62,62,0,1,0,1,0,1
4401,1494,2907,19,27,11,8,0
300,209,91,3,30,2,1,0
66,66,0,1,0,1,0,2
182,93,89,2,30,1,1,0
2424,529,1895,11,75,6,5,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
404,259,145,3,32,2,1,0
12634,1635,10999,26,322,11,15,0
316,136,180,6,6,3,3,0
70,70,0,1,0,1,0,2
749,94,655,2,30,1,1,0
8824,2041,6783,34,255,17,17,0
66,66,0,1,0,1,0,2
199,94,105,2,30,1,1,0
760,97,663,2,30,1,1,0
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
2866,1684,1182,16,15,8,8,0
4933,957,3976,17,15,10,7,0
136,136,0,3,14,3,0,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
221,89,132,2,31,1,1,0
145,145,0,1,0,1,0,1
183,94,89,2,30,1,1,0
3775,1791,1984,24,203,12,12,0
66,66,0,1,0,1,0,1
70,70,0,1,5,1,0,0
62,62,0,1,0,1,0,1
202,93,109,2,30,1,1,0
70,70,0,1,0,1,0,2
751,102,649,2,30,1,1,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
29124,1724,27400,41,160,16,25,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
5551,1338,4213,28,1323,11,17,0
66,66,0,1,0,1,0,2
177,94,83,2,30,1,1,0
167,86,81,2,30,1,1,0
330,91,239,4,44,2,2,0
253,87,166,4,52,2,2,0
70,70,0,1,0,1,0,2
2661,1558,1103,18,807,7,11,0
62,62,0,1,0,1,0,1
214,110,104,2,30,1,1,0
11301,2292,9009,37,165,20,17,0
7888,1899,5989,20,15,11,9,0
12854,2237,10617,47,638,19,28,0
70,70,0,1,0,1,0,2
145,145,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
196,102,94,2,30,1,1,0
62,62,0,1,0,1,0,1
874,126,748,2,30,1,1,0
66,66,0,1,0,1,0,2
166,166,0,1,1199,1,0,0
195,102,93,2,30,1,1,0
62,62,0,1,0,1,0,1
211,102,109,2,30,1,1,0
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
7251,5852,1399,34,75,18,16,0
1179,606,573,12,17,7,5,0
384,166,218,2,30,1,1,0
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
404,259,145,3,33,2,1,0
216,102,114,2,30,1,1,0
4707,1800,2907,19,28,11,8,0
60,60,0,1,0,1,0,1
222,78,144,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,1
2338,1419,919,10,15,5,5,0
146,146,0,1,0,1,0,1
70,70,0,2,8,2,0,0
183,94,89,2,29,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
130,70,60,2,14,1,1,0
70,70,0,1,4,1,0,0
70,70,0,1,0,1,0,2
242,110,132,2,30,1,1,0
8654,2150,6504,20,15,11,9,0
2701330,44089,2657241,2230,134,296,1934,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
216,110,106,2,31,1,1,0
78,78,0,1,30,1,0,0
2118,858,1260,28,1261,14,14,0
66,66,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
78,78,0,1,0,1,0,1
193,102,91,2,30,1,1,0
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,1
178,91,87,2,31,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
6608,1843,4765,44,120,23,21,0
578,286,292,9,15,5,4,0
212,94,118,2,29,1,1,0
66,66,0,1,0,1,0,1
245,102,143,2,31,1,1,0
7981,1961,6020,20,15,11,9,0
78,78,0,1,5,1,0,0
318,192,126,6,26,4,2,0
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
162,162,0,1,0,1,0,1
70,70,0,1,4,1,0,0
66,66,0,1,0,1,0,2
11721,2230,9491,39,31,22,17,0
62,62,0,1,0,1,0,1
70,70,0,2,8,2,0,0
355544,12402,343142,378,26,134,244,0
60,60,0,1,0,1,0,1
66,66,0,1,0,1,0,2
130,70,60,2,15,1,1,0
70,70,0,1,4,1,0,0
168,78,90,2,31,1,1,0
209,102,107,2,30,1,1,0
70,70,0,1,0,1,0,2
168,86,82,2,30,1,1,0
186,102,84,2,30,1,1,0
70,70,0,1,0,1,0,2
2870,343,2527,11,120,5,6,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
62,62,0,1,0,1,0,1
5058,2667,2391,25,92,13,12,0
200,102,98,2,30,1,1,0
70,70,0,2,8,2,0,0
62,62,0,1,0,1,0,1
487,201,286,6,39,3,3,0
179,94,85,2,30,1,1,0
168,86,82,2,30,1,1,0
294,106,188,4,56,2,2,0
70,70,0,1,0,1,0,2
5582,591,4991,14,75,7,7,0
62,62,0,1,0,1,0,1
70,70,0,1,5,1,0,0
198,94,104,2,31,1,1,0
90,90,0,1,0,1,0,1
32798,2912,29886,58,170,29,29,0
130,70,60,2,15,1,1,0
422,164,258,6,30,3,3,0
66,66,0,1,0,1,0,1
90,90,0,1,0,1,0,1
66,66,0,1,0,1,0,1
308,102,206,2,30,1,1,0
184,94,90,2,30,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
113020,6140,106880,149,202,66,83,0
302,120,182,6,31,3,3,0
499,425,74,4,2,3,1,0
5691,503,5188,14,15,7,7,0
60,60,0,1,0,1,0,1
211,110,101,2,30,1,1,0
165,78,87,2,30,1,1,0
262,78,184,2,30,1,1,0
4597,1690,2907,19,28,11,8,0
170452,9659,160793,224,68,97,127,0
8039,1649,6390,41,357,13,28,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
320,320,0,1,0,1,0,1
166,86,80,2,30,1,1,0
246,102,144,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
4592,1685,2907,19,29,11,8,0
70,70,0,1,0,1,0,2
199,102,97,2,30,1,1,0
8157,3445,4712,59,43,28,31,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
3347,1458,1889,15,18,8,7,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
177,94,83,2,30,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
740725,699740,40985,1031,1411,616,415,0
70,70,0,1,5,1,0,0
216,94,122,2,30,1,1,0
199,102,97,2,30,1,1,0
66,66,0,1,0,1,0,1
211,110,101,2,30,1,1,0
266818,12375,254443,285,34,107,178,0
214,140,74,4,55,3,1,0
66,66,0,1,0,1,0,2
86,86,0,1,30,1,0,0
4145,1976,2169,22,20,13,9,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,1
199,102,97,2,30,1,1,0
499,425,74,4,0,3,1,0
199,102,97,2,30,1,1,0
62,62,0,1,0,1,0,1
12290,10150,2140,37,256,19,18,0
66,66,0,1,0,1,0,2
60,60,0,1,0,1,0,1
62,62,0,1,0,1,0,1
499,425,74,4,1,3,1,0
70,70,0,1,0,1,0,2
214,110,104,2,30,1,1,0
5421,2444,2977,20,15,11,9,0
66,66,0,1,0,1,0,1
11527127,373718,11153409,12286,144,4090,8196,0
9124,5296,3828,54,120,29,25,0
254,102,152,2,29,1,1,0
196,102,94,2,30,1,1,0
7187,2550,4637,20,18,10,10,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,2
199,102,97,2,31,1,1,0
9984,2917,7067,49,102,28,21,0
177,94,83,2,30,1,1,0
231,90,141,2,31,1,1,0
10438,979,9459,21,38,11,10,0
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
3736,1944,1792,58,91,29,29,0
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
8048,1189,6859,19,25,10,9,0
422,164,258,6,29,3,3,0
311,94,217,2,30,1,1,0
253,102,151,2,30,1,1,0
66,66,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
168,86,82,2,30,1,1,0
316,97,219,4,33,2,2,0
160961,7302,153659,171,87,49,122,0
8059,2039,6020,20,16,11,9,0
60,60,0,1,0,1,0,1
168,86,82,2,30,1,1,0
280,182,98,2,30,1,1,0
70,70,0,1,0,1,0,2
414,268,146,3,32,2,1,0
27431,19413,8018,71,175,36,35,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
216,82,134,2,33,1,1,0
2640,540,2100,12,45,6,6,0
66,66,0,1,5,1,0,0
480,244,236,4,0,2,2,0
263,78,185,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
8614049,176366,8437683,7757,202,1608,6149,0
8325,5642,2683,16,28,9,7,0
70,70,0,1,0,1,0,2
150713,27113,123600,199,82,104,95,0
168,94,74,2,30,1,1,0
164,70,94,2,5,1,1,0
70,70,0,2,9,2,0,0
764,99,665,2,31,1,1,0
145,145,0,1,0,1,0,1
66,66,0,1,0,1,0,1
430,172,258,6,60,3,3,0
124014,6270,117744,175,27,69,106,0
62,62,0,1,0,1,0,1
5553,1179,4374,24,80,13,11,0
19224,2358,16866,38,28,15,23,0
62,62,0,1,0,1,0,1
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
86,86,0,1,30,1,0,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
184,94,90,2,31,1,1,0
520,166,354,2,1199,1,1,0
2064683,47545,2017138,1994,33,657,1337,0
146,146,0,1,0,1,0,1
13331,2421,10910,38,209,20,18,0
209,110,99,2,30,1,1,0
6181,1040,5141,22,65,11,11,0
70,70,0,2,7,2,0,0
10741,7368,3373,32,135,16,16,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
881,126,755,2,30,1,1,0
70,70,0,1,0,1,0,2
2963,797,2166,10,120,5,5,0
296,97,199,4,41,2,2,0
499,425,74,4,0,3,1,0
11150,2012,9138,29,67,14,15,0
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
67123,10708,56415,100,124,41,59,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
248,106,142,2,30,1,1,0
174,89,85,2,31,1,1,0
3113,1395,1718,20,3608,8,12,0
62,62,0,1,0,1,0,1
89,89,0,1,0,1,0,1
177,94,83,2,30,1,1,0
66,66,0,1,0,1,0,2
86041,4656,81385,102,113,34,68,0
7601,1595,6006,25,35,12,13,0
8207,2558,5649,41,80,23,18,0
70,70,0,1,0,1,0,2
143,143,0,1,0,1,0,1
146,146,0,1,0,1,0,1
60300,47341,12959,192,39,108,84,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
455,455,0,1,0,1,0,1
111564,6775,104789,160,85,86,74,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
18685,4528,14157,31,151,13,18,0
70,70,0,1,0,1,0,2
228,90,138,2,29,1,1,0
70,70,0,1,0,1,0,2
3964,1908,2056,23,94,13,10,0
195,102,93,2,31,1,1,0
203,82,121,2,30,1,1,0
66,66,0,1,0,1,0,2
6278,682,5596,17,20,8,9,0
200,102,98,2,31,1,1,0
1623,629,994,8,75,5,3,0
70,70,0,1,0,1,0,2
450,246,204,8,142,5,3,0
66,66,0,1,0,1,0,1
67,67,0,1,0,1,0,1
66,66,0,1,0,1,0,2
70,70,0,1,0,1,0,2
2169,472,1697,10,77,6,4,0
218,94,124,2,30,1,1,0
66,66,0,1,0,1,0,1
825,99,726,2,30,1,1,0
210639,12949,197690,287,23,147,140,0
212,78,134,2,30,1,1,0
66,66,0,1,0,1,0,2
11435,2668,8767,38,233,14,24,0
146,146,0,1,0,1,0,1
6927,1883,5044,25,46,14,11,0
4728,1821,2907,19,29,11,8,0
1340,760,580,14,39,8,6,0
466,392,74,4,0,3,1,0
204,138,66,2,29,1,1,0
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
1951,731,1220,11,150,6,5,0
186,95,91,2,31,1,1,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,2
193,102,91,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
3715,1791,1924,23,203,12,11,0
6844,2441,4403,19,181,9,10,0
66,66,0,1,0,1,0,2
146,146,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
146,146,0,1,0,1,0,1
890,126,764,2,31,1,1,0
197635,12994,184641,287,183,143,144,0
153,93,60,2,5,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
70,70,0,1,0,1,0,2
578,286,292,9,15,5,4,0
184,94,90,2,30,1,1,0
232,94,138,2,29,1,1,0
146,146,0,1,0,1,0,1
414,268,146,3,31,2,1,0
166,86,80,2,29,1,1,0
164,86,78,2,29,1,1,0
9153,4216,4937,29,331,16,13,0
17547,11857,5690,34,159,20,14,0
66,66,0,1,0,1,0,2
1377,300,1077,6,1200,3,3,0
66,66,0,1,0,1,0,1
5130,2103,3027,28,25,16,12,0
66,66,0,1,0,1,0,1
10915,2554,8361,33,270,17,16,0
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,1
66,66,0,1,0,1,0,2
182,93,89,2,31,1,1,0
70,70,0,1,4,1,0,0
66,66,0,2,7,2,0,0
807,94,713,2,30,1,1,0
197,102,95,2,30,1,1,0
70,70,0,1,0,1,0,2
70,70,0,1,4,1,0,0
66,66,0,1,0,1,0,2
82,82,0,1,0,1,0,1
6147,910,5237,18,100,10,8,0
1356,300,1056,6,1200,3,3,0
66,66,0,1,0,1,0,1
448,166,282,2,30,1,1,0
70,70,0,2,8,2,0,0
3182,1568,1614,8,120,4,4,0
485,79,406,4,31,2,2,0
146,146,0,1,0,1,0,1
66,66,0,1,0,1,0,2
6246,4267,1979,21,16,11,10,0
164,84,80,2,31,1,1,0
1313,876,437,11,27,6,5,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
200,102,98,2,31,1,1,0
66,66,0,1,0,1,0,1
184,94,90,2,30,1,1,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
289731,8487,281244,294,136,104,190,0
107904,4143,103761,179,15,59,120,0
146,146,0,1,0,1,0,1
196,100,96,2,31,1,1,0
62,62,0,1,0,1,0,1
64702,3709,60993,76,135,30,46,0
552,306,246,9,16,5,4,0
302,104,198,4,46,2,2,0
66,66,0,1,0,1,0,1
70,70,0,2,7,2,0,0
62,62,0,1,0,1,0,1
230640,12863,217777,253,62,98,155,0
8062,2804,5258,43,161,20,23,0
60,60,0,1,0,1,0,1
1579,988,591,13,44,7,6,0
26309,3035,23274,69,92,27,42,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
62,62,0,1,0,1,0,1
6993,960,6033,17,31,10,7,0
3863,875,2988,12,16,8,4,0
62,62,0,1,0,1,0,1
2560,599,1961,13,75,7,6,0
183,94,89,2,30,1,1,0
195,102,93,2,30,1,1,0
146,146,0,1,0,1,0,1
62,62,0,1,0,1,0,1
34402,2328,32074,55,153,23,32,0
62,62,0,1,0,1,0,1
66,66,0,1,0,1,0,1
210,110,100,2,30,1,1,0
60,60,0,1,91,1,0,0
499,425,74,4,0,3,1,0
289,101,188,4,50,2,2,0
66,66,0,1,0,1,0,2
269,94,175,2,30,1,1,0
129929,6216,123713,164,21,74,90,0
60,60,0,1,0,1,0,1
70,70,0,1,0,1,0,2
146,60,86,2,30,1,1,0
384,166,218,2,30,1,1,0
4737,2854,1883,25,117,13,12,0
227,110,117,2,31,1,1,0
60,60,0,2,5,2,0,0
62,62,0,1,0,1,0,1
70,70,0,1,0,1,0,2
66,66,0,1,0,1,0,1
182,93,89,2,31,1,1,0
70,70,0,1,0,1,0,2
50436663,1205750,49230913,49415,198,16827,32588,0
66,66,0,1,0,1,0,2
